time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg)
7744,1000,-130,0,-180000
11520,1000,-156,0,-180000
15360,1000,130,0,-180000
19136,1000,52,0,-180000
22784,1000,-182,0,-180000
26624,1000,0,0,-180000
30208,1000,52,18,-179955
33984,1000,312,54,-179955
37824,1000,364,108,-179955
41792,1000,364,216,-179955
45696,1000,416,324,-179955
49664,1000,512,486,-179910
53568,1000,468,684,-179910
57536,1000,364,900,-179865
61440,1000,546,1170,-179820
65472,1000,546,1512,-179775
69504,1000,546,1872,-179730
73536,1000,754,2286,-179730
77568,1000,650,2790,-179595
81536,1000,468,3312,-179550
85568,1000,676,3870,-179550
89600,1000,728,4500,-179415
93632,1000,468,5184,-179280
97664,1000,728,5904,-179235
101632,1000,520,6678,-179145
105792,1000,520,7506,-179010
109888,1000,768,8406,-178920
113984,1000,754,9342,-178830
118144,1000,572,10332,-178650
122304,1000,702,11394,-178515
126528,1000,702,12492,-178425
130752,1000,728,13698,-178245
134912,1000,780,14886,-178065
139136,1000,494,16146,-177885
143296,1000,702,17478,-177750
147520,1000,364,18828,-177570
151744,1000,512,20250,-177435
155904,1000,546,21726,-177210
160128,1000,598,23220,-177030
164288,1000,780,24786,-176805
168512,1000,546,26406,-176625
172736,1000,728,28098,-176400
176896,1000,676,29790,-176265
181120,1000,256,31554,-176040
185344,1000,728,33426,-175725
189504,1000,572,35298,-175590
193728,1000,728,37206,-175410
197888,1000,512,39222,-175050
202112,1000,728,41274,-174870
206336,1000,858,43344,-174645
210496,1000,676,45504,-174330
214720,1000,936,47700,-174105
218944,1000,650,49986,-173880
223104,1000,572,52326,-173520
227328,1000,768,54666,-173295
231488,1000,806,57096,-173025
235712,1000,728,59580,-172710
239936,1000,650,62100,-172395
244096,1000,512,64656,-172170
248320,1000,884,67266,-171900
252480,1000,598,69930,-171630
256704,1000,624,72648,-171315
260928,-1000,624,75402,-171045
265216,-1000,624,78246,-170685
269504,-1000,364,81108,-170460
273792,-1000,156,83934,-170100
278016,-1000,0,86760,-169830
282176,-1000,-26,89424,-169560
286464,-1000,-26,92088,-169335
290752,-1000,-234,94716,-169065
295104,-1000,-52,97362,-168795
299392,-1000,130,99810,-168660
303680,-1000,-104,102204,-168390
308096,-1000,-26,104598,-168210
312512,-1000,-364,106848,-168030
316928,-1000,-312,109008,-167895
321408,-1000,-78,111096,-167760
325760,-1000,-208,113004,-167625
330240,-1000,-130,114804,-167535
334656,-1000,-234,116568,-167400
339136,-1000,-512,118098,-167400
343616,-1000,-364,119556,-167400
348032,-1000,-468,120888,-167310
352512,-1000,-468,122058,-167355
356928,-1000,-390,123138,-167400
361408,-1000,-260,124074,-167400
365888,-1000,-364,124866,-167490
370304,-1000,-416,125514,-167670
374784,-1000,-182,126054,-167715
379200,-1000,-156,126414,-167895
383680,-1000,-182,126684,-168075
388160,-1000,-364,126882,-168210
392576,-1000,-312,126954,-168435
397056,-1000,-260,126936,-168750
401472,-1000,-234,126864,-168840
405952,-1000,-286,126702,-169110
410432,-1000,-520,126432,-169470
414848,-1000,-624,126126,-169740
419328,-1000,-512,125730,-170055
423744,-1000,-260,125226,-170370
428224,-1000,-494,124686,-170595
432704,-1000,-702,124038,-170955
437120,-1000,-312,123336,-171315
441600,-1000,-338,122562,-171675
446016,-1000,-390,121734,-172080
450496,-1000,-676,120816,-172530
454976,-1000,-806,119844,-172845
459392,-1000,-234,118764,-173250
463872,-1000,-390,117648,-173790
468288,-1000,-520,116424,-174240
472768,-1000,-728,115182,-174690
477248,-1000,-338,113796,-175095
481664,-1000,-598,112374,-175545
486144,-1000,-598,110880,-175995
490560,-1000,-768,109296,-176535
495040,-1000,-312,107658,-177030
499520,-1000,-702,105930,-177615
503936,-1000,-624,104130,-178155
508416,1000,-650,102276,-178605
512768,1000,-468,100386,-179145
517120,1000,-182,98478,-179775
521408,1000,-78,96606,-180180
525632,1000,-26,94824,-180720
529856,1000,182,93024,-181350
534016,1000,-26,91332,-181755
538240,1000,156,89694,-182385
542464,1000,78,88038,-182880
546560,1000,260,86598,-183195
550720,1000,234,85122,-183825
554944,1000,286,83718,-184230
