time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg)
7744,1000,26,0,-180000
11328,1000,26,0,-180000
14976,1000,-104,0,-180000
18880,1000,234,0,-180000
22592,1000,-52,0,-180000
26368,1000,0,0,-180000
29952,1000,260,18,-180000
33856,1000,286,36,-180000
37696,1000,364,72,-180000
41536,1000,468,126,-179955
45440,1000,494,216,-179955
49408,1000,512,324,-179955
53312,1000,364,486,-179910
57280,1000,598,702,-179865
61184,1000,546,972,-179865
65152,1000,598,1278,-179820
69184,1000,676,1638,-179730
73152,1000,572,2034,-179685
77184,1000,572,2466,-179685
81216,1000,468,2952,-179640
85248,1000,468,3510,-179505
89280,1000,494,4050,-179460
93312,1000,624,4680,-179415
97280,1000,624,5382,-179280
101312,1000,364,6102,-179145
105408,1000,728,6894,-179145
109568,1000,702,7704,-179055
113664,1000,468,8604,-178830
117760,1000,806,9558,-178740
121920,1000,728,10530,-178650
126080,1000,858,11610,-178470
130304,1000,364,12708,-178380
134464,1000,650,13860,-178200
138688,1000,702,15102,-178020
142912,1000,520,16344,-177840
147072,1000,512,17658,-177750
151296,1000,494,19044,-177570
155520,1000,598,20466,-177345
159680,1000,512,21942,-177120
163904,1000,624,23454,-176985
168064,1000,858,25020,-176805
172288,1000,780,26676,-176580
176512,1000,780,28350,-176400
180672,1000,962,30078,-176220
184896,1000,520,31878,-175905
189056,1000,546,33750,-175680
193280,1000,768,35640,-175545
197504,1000,728,37602,-175275
201664,1000,702,39636,-175005
205888,1000,754,41706,-174825
210112,1000,858,43812,-174510
214272,1000,676,46044,-174195
218496,1000,546,48240,-174060
222656,1000,624,50526,-173790
226880,1000,676,52920,-173430
231104,1000,780,55278,-173250
235264,1000,650,57744,-172980
239488,1000,728,60246,-172620
243712,1000,572,62802,-172350
247872,1000,598,65412,-172080
252096,1000,780,68022,-171810
256256,1000,520,70740,-171450
260480,-1000,858,73494,-171225
264768,-1000,520,76338,-170865
269056,-1000,494,79164,-170640
273344,-1000,208,81990,-170325
277632,-1000,156,84798,-169965
281920,-1000,104,87570,-169695
286208,-1000,-52,90216,-169470
290496,-1000,52,92844,-169200
294656,-1000,-78,95346,-168975
298944,-1000,-234,97776,-168750
303296,-1000,-182,100206,-168570
307776,-1000,52,102564,-168345
312064,-1000,-338,104742,-168165
316544,-1000,-52,106902,-168030
320896,-1000,-130,108918,-167895
325312,-1000,-312,110844,-167760
329792,-1000,-182,112680,-167670
334272,-1000,-130,114354,-167580
338688,-1000,-286,115956,-167535
343168,-1000,-442,117378,-167490
347584,-1000,-546,118692,-167490
352064,-1000,-468,119916,-167445
356544,-1000,-130,120942,-167490
360960,-1000,-104,121896,-167580
365440,-1000,-286,122688,-167625
369856,-1000,-468,123318,-167760
374336,-1000,-130,123858,-167850
378816,-1000,-312,124218,-167985
383232,-1000,0,124506,-168165
387456,-1000,-130,124650,-168345
391936,-1000,-208,124722,-168525
396352,-1000,-234,124704,-168705
400832,-1000,-182,124596,-168975
405248,-1000,-390,124398,-169200
409728,-1000,-512,124128,-169470
414144,-1000,-338,123804,-169830
418624,-1000,-338,123390,-170055
423104,-1000,-442,122940,-170415
427520,-1000,-572,122346,-170730
432000,-1000,-416,121734,-171090
436416,-1000,-728,121014,-171360
440896,-1000,-494,120204,-171720
445376,-1000,-512,119358,-172125
449792,-1000,-598,118404,-172575
454272,-1000,-624,117396,-172890
458752,-1000,-598,116316,-173340
463168,-1000,-390,115146,-173745
467648,-1000,-676,113940,-174105
472064,-1000,-624,112590,-174645
476544,-1000,-806,111240,-175095
481024,-1000,-416,109800,-175545
485440,-1000,-520,108288,-175995
489920,-1000,-512,106686,-176580
494336,-1000,-624,105030,-177075
498816,-1000,-754,103338,-177615
503296,-1000,-598,101520,-178200
507712,1000,-754,99648,-178740
512000,1000,-312,97794,-179100
516288,1000,-260,95940,-179595
520576,1000,-182,94050,-180225
524864,1000,0,92214,-180675
528896,1000,-26,90558,-181170
533120,1000,104,88830,-181755
537280,1000,78,87192,-182115
541440,1000,104,85662,-182610
545600,1000,78,84096,-183195
549696,1000,0,82728,-183555
553728,1000,338,81432,-183915
557952,1000,182,80100,-184590
562176,1000,182,78912,-184905
566336,1000,364,77850,-185175
570560,1000,338,76842,-185625
574784,1000,468,75924,-186120
578944,1000,416,75150,-186435
583168,1000,624,74484,-186660
587328,1000,520,73926,-187065
591552,1000,256,73494,-187380
595776,1000,78,73206,-187605
599872,1000,26,72972,-187965
603968,1000,104,72828,-188190
608192,1000,0,72792,-188415
612224,1000,468,72774,-188730
616384,1000,338,72828,-188865
620608,1000,546,72972,-189045
624832,1000,468,73152,-189315
628992,1000,546,73368,-189495
633216,1000,624,73656,-189630
637440,1000,520,74016,-189765
641600,1000,650,74412,-189990
645824,1000,338,74862,-190170
650048,1000,598,75384,-190215
654208,1000,546,75978,-190350
658432,1000,650,76572,-190530
662592,1000,572,77292,-190575
666816,1000,624,78048,-190620
671040,1000,650,78858,-190755
675200,1000,494,79722,-190845
679424,1000,546,80658,-190845
683648,1000,832,81648,-190845
687808,1000,598,82674,-190935
692032,1000,364,83790,-190935
696192,1000,546,84960,-190890
700416,1000,546,86166,-190980
704640,1000,780,87426,-190890
708800,1000,468,88794,-190800
713024,1000,598,90144,-190890
717248,1000,572,91602,-190800
721408,1000,494,93132,-190620
725632,1000,598,94662,-190620
729792,1000,702,96264,-190620
734016,1000,520,97956,-190440
738240,1000,416,99702,-190260
742400,1000,494,101448,-190260
746688,1000,512,103356,-190080
750976,1000,416,105354,-189810
755264,1000,884,107334,-189810
759552,-1000,546,109368,-189630
