time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg)
7744,1000,78,0,-180000
11328,1000,676,18,-180000
15168,1000,728,144,-179910
19136,1000,768,324,-179910
23040,1000,910,594,-179910
27008,1000,858,990,-179865
30912,1000,832,1476,-179730
34944,1000,962,2070,-179685
38976,1000,1014,2754,-179640
43072,1000,988,3546,-179460
47104,1000,1092,4464,-179370
51200,1000,1274,5472,-179280
55296,1000,832,6606,-179100
59328,1000,1066,7812,-178920
63424,1000,936,9108,-178830
67456,1000,754,10494,-178560
71552,1000,1066,12024,-178380
75712,1000,988,13626,-178200
79808,1000,1024,15318,-178020
84032,1000,1014,17190,-177705
88192,1000,1014,19098,-177480
92416,1000,910,21096,-177300
96512,1000,806,23220,-176985
100608,1000,1066,25416,-176625
104896,1000,858,27738,-176445
109120,1000,1066,30186,-176040
113408,1000,702,32760,-175725
117568,1000,1092,35370,-175410
121856,1000,1066,38142,-175095
126144,1000,1092,41004,-174690
130432,1000,1024,43992,-174330
134720,1000,768,47034,-173925
138944,1000,1092,50112,-173610
143232,1000,910,53370,-173205
147392,1000,988,56610,-172845
151616,1000,768,59994,-172260
155776,1000,1196,63450,-171900
160064,1000,936,67032,-171540
164288,1000,962,70668,-171090
168512,1000,884,74412,-170595
172672,1000,1300,78210,-170190
176960,1000,884,82188,-169695
181184,1000,832,86202,-169245
185344,1000,512,90270,-168795
189568,1000,858,94428,-168255
193792,1000,1144,98640,-167805
198080,1000,858,103068,-167310
202368,1000,1352,107550,-166815
206720,1000,936,112230,-166275
211008,1000,754,116928,-165690
215296,1000,1024,121662,-165240
219648,1000,1144,126594,-164610
224000,1000,768,131598,-164205
228288,1000,988,136602,-163620
232576,1000,1014,141696,-162990
236928,1000,1040,146970,-162540
241344,1000,624,152298,-162000
245632,1000,884,157644,-161415
249920,1000,676,163062,-160785
254208,1000,1066,168552,-160335
258560,-1000,858,174258,-159750
262912,-1000,-156,179892,-159165
267392,-1000,-780,185508,-158670
271808,-1000,-768,190980,-158220
276288,-1000,-1248,196164,-157725
280832,-1000,-1014,201204,-157365
285376,-1000,-1170,205992,-156960
289920,-1000,-832,210510,-156510
294336,-1000,-1092,214704,-156285
298880,-1000,-988,218700,-156015
303360,-1000,-884,222372,-155745
307776,-1000,-1066,225810,-155610
312320,-1000,-1066,229050,-155475
316864,-1000,-754,232020,-155340
321344,-1000,-1066,234684,-155340
325888,-1000,-676,237150,-155295
330304,-1000,-702,239328,-155295
334784,-1000,-1014,241254,-155340
339328,-1000,-962,242946,-155475
343744,-1000,-936,244314,-155655
348224,-1000,-988,245502,-155745
352704,-1000,-650,246420,-156015
357120,-1000,-1024,247086,-156330
361664,-1000,-676,247554,-156600
366144,-1000,-754,247734,-156960
370560,-1000,-1170,247734,-157320
375104,-1000,-936,247500,-157725
379584,-1000,-754,247068,-158175
384064,-1000,-962,246474,-158670
388480,-1000,-1040,245682,-159165
393024,-1000,-1024,244710,-159840
397568,-1000,-910,243576,-160425
402048,-1000,-884,242280,-161055
406464,-1000,-910,240858,-161640
410944,-1000,-598,239238,-162315
415360,-1000,-910,237438,-163035
419840,-1000,-1066,235512,-163620
424384,-1000,-910,233370,-164340
428864,-1000,-884,231120,-165150
433280,-1000,-1092,228708,-165960
437824,-1000,-832,226098,-166860
442304,-1000,-676,223398,-167760
446720,-1000,-858,220500,-168525
451200,-1000,-1144,217512,-169335
455744,-1000,-546,214290,-170280
460160,-1000,-832,210960,-171270
464640,-1000,-1092,207522,-172215
469184,-1000,-1144,203868,-173205
473728,-1000,-702,200016,-174285
478208,-1000,-806,196110,-175275
482624,-1000,-728,192060,-176490
487104,-1000,-1280,187884,-177660
491648,-1000,-884,183456,-178740
496064,-1000,-936,178974,-179820
500544,-1000,-1040,174330,-180990
505088,-1000,-988,169488,-181935
509504,1000,-910,164556,-183060
513920,1000,234,159714,-184230
518208,1000,520,155106,-185220
522496,1000,886,150588,-186390
526784,1000,1014,146358,-187470
531136,1000,598,142272,-188505
535424,1000,910,138546,-189450
539712,1000,754,135036,-190530
544000,1000,962,131760,-191295
548288,1000,832,128754,-192195
552576,1000,1014,125946,-193230
556928,1000,702,123336,-193860
561216,1000,806,121032,-194580
565504,1000,676,118908,-195525
569792,1000,728,117054,-196065
574080,1000,988,115434,-196695
578368,1000,910,114030,-197325
582656,1000,962,112878,-197910
586944,1000,1066,111924,-198585
591296,1000,962,111222,-199035
595584,1000,1014,110736,-199485
599936,1000,806,110448,-199935
604224,1000,1014,110394,-200430
608576,1000,832,110520,-200745
612864,1000,1066,110844,-201150
617280,1000,1066,111294,-201465
621632,1000,936,111924,-201780
625920,1000,962,112680,-202095
630208,1000,988,113562,-202275
634496,1000,754,114588,-202455
