time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg)
840768,-1000,-364,78804,-174420
845184,-1000,-512,76770,-175320
849536,-1000,-768,74790,-175815
853888,-1000,-468,72792,-176445
858240,-1000,-512,70722,-177300
862656,-1000,-256,68688,-177975
867008,-1000,-286,66654,-178605
871360,-1000,-512,64584,-179505
875712,-1000,-512,62532,-180270
880128,-1000,-416,60480,-180720
884480,-1000,-256,58392,-181440
888832,-1000,-512,56304,-182205
893248,-1000,-52,54252,-182790
897536,-1000,-512,52200,-183645
901888,-1000,-416,50112,-184365
906240,-1000,-256,48042,-184860
910592,-1000,-512,45918,-185535
915008,-1000,-130,43848,-186210
919360,-1000,-512,41724,-186840
923712,-1000,-572,39618,-187425
928128,-1000,-512,37530,-188145
932480,-1000,-546,35388,-188730
936832,-1000,-512,33318,-189270
941184,-1000,-512,31158,-189945
945600,-1000,-390,29052,-190620
949952,-1000,-512,26946,-191205
954304,-1000,-512,24822,-191655
958720,-1000,-512,22734,-192240
963072,-1000,-256,20592,-192825
967424,-1000,-338,18558,-193320
971776,-1000,-338,16416,-193950
976192,-1000,-512,14364,-194400
980544,-1000,-512,12276,-194895
984896,-1000,-286,10206,-195435
989248,-1000,-512,8154,-195885
993536,-1000,-156,6102,-196470
997824,-1000,-512,4104,-196830
1002112,-1000,-364,2052,-197325
1006528,-1000,-512,18,-197730
1010752,1000,-286,-1980,-198135
1015104,1000,2560,-3654,-198405
1019456,1000,2816,-4842,-198495
1023872,1000,2560,-5688,-199080
1028224,1000,2048,-5724,-199080
1032640,1000,1560,-5562,-199215
1036992,1000,1280,-4950,-199350
1041408,1000,1352,-4032,-199350
1045760,1000,1280,-3132,-199440
1050112,1000,768,-1836,-199260
1054400,1000,884,-504,-199215
1058624,1000,768,882,-199125
1062784,1000,858,2448,-198990
1066944,1000,512,4032,-198945
1071168,1000,442,5778,-198585
1075392,1000,512,7596,-198450
1079616,1000,572,9396,-198315
1083840,1000,256,11340,-198135
1088128,1000,546,13374,-197730
1092416,1000,364,15372,-197550
1096704,1000,364,17478,-197280
1100992,1000,256,19602,-196875
1105280,1000,256,21762,-196650
1109568,1000,312,23922,-196380
1113856,1000,104,26082,-195975
1118144,1000,390,28332,-195570
1122432,1000,442,30528,-195300
1126720,1000,416,32760,-194850
1131072,1000,338,35028,-194400
1135360,1000,182,37242,-194085
1139648,1000,260,39510,-193725
1143936,1000,52,41796,-193185
1148160,1000,256,44010,-192780
1152448,1000,494,46260,-192420
1156736,1000,338,48582,-191880
1161024,1000,312,50868,-191430
1165312,1000,0,53172,-190890
1169408,1000,182,55368,-190485
1173760,1000,338,57690,-189945
1178048,1000,312,59994,-189495
1182336,1000,-78,62334,-189000
1186624,1000,312,64620,-188460
1190912,1000,234,66960,-187920
1195200,1000,256,69228,-187335
1199488,1000,286,71568,-186705
1203776,1000,312,73872,-186255
1208064,1000,390,76122,-185805
1212416,1000,0,78444,-185175
1216512,1000,390,80604,-184635
1220800,1000,-52,82890,-184095
1225088,1000,338,85140,-183465
1229376,1000,260,87408,-182835
1233664,1000,286,89676,-182295
1237952,1000,156,91944,-181710
1242304,1000,442,94194,-181035
1246592,1000,338,96480,-180450
1250880,1000,364,98694,-179955
1255168,1000,156,101016,-179190
1259520,-1000,0,103320,-178515
1263808,-1000,-2652,105120,-178200
1268480,-1000,-2860,106542,-177615
1273088,-1000,-2756,107640,-177075
1277760,-1000,-1976,108108,-176625
1282368,-1000,-1560,107964,-176310
1287040,-1000,-1792,107442,-175950
1291648,-1000,-1280,106668,-175680
1296256,-1000,-1280,105606,-175410
1300928,-1000,-1024,104328,-175230
1305536,-1000,-884,102906,-174960
1310080,-1000,-1024,101322,-174825
1314752,-1000,-1024,99648,-174645
1319296,-1000,-1024,97884,-174420
1323840,-1000,-512,96012,-174330
1328320,-1000,-286,94104,-174195
1332736,-1000,-512,92214,-173925
1337216,-1000,-512,90198,-173880
1341696,-1000,-512,88164,-173835
1346176,-1000,-768,86130,-173610
1350592,-1000,-512,84042,-173520
1355072,-1000,-512,81954,-173385
1359552,-1000,-546,79848,-173205
1364032,-1000,-390,77724,-173070
1368448,-1000,-512,75618,-172935
1372928,-1000,-512,73476,-172800
1377408,-1000,-512,71352,-172665
1381888,-1000,-512,69192,-172620
1386304,-1000,-768,67104,-172350
1390784,-1000,-256,64926,-172260
1395264,-1000,-256,62766,-172215
1399744,-1000,-512,60624,-171945
1404160,-1000,-256,58446,-171855
1408640,-1000,-512,56268,-171720
1413120,-1000,-256,54072,-171585
1417600,-1000,-260,51894,-171405
1422016,-1000,-156,49680,-171360
1426496,-1000,-512,47484,-171135
1430976,-1000,-768,45234,-171000
1435456,-1000,-234,43002,-170910
1439872,-1000,-256,40788,-170685
1444352,-1000,-512,38538,-170595
1448832,-1000,-512,36288,-170505
1453312,-1000,-130,34056,-170325
1457728,-1000,-256,31788,-170190
1462208,-1000,-256,29574,-170010
1466688,-1000,-256,27342,-169830
1471168,-1000,-256,25092,-169740
1475584,-1000,-512,22878,-169605
1480064,-1000,-512,20628,-169380
1484544,-1000,-256,18432,-169245
1489024,-1000,-256,16146,-169110
1493504,-1000,-512,13968,-168975
1497920,-1000,-768,11736,-168840
1502400,-1000,-256,9504,-168705
1506752,-1000,-256,7308,-168570
1511168,1000,-78,5094,-168345
1515392,1000,3016,3438,-168030
1519680,1000,3042,2160,-167670
1523968,1000,2080,1368,-167580
1528256,1000,1976,1224,-167085
1532544,1000,1664,1332,-166545
1536832,1000,1536,1908,-166230
1541120,1000,1482,2628,-165780
1545408,1000,1040,3636,-165060
1549760,1000,1040,4788,-164610
1554048,1000,936,5994,-164115
1558208,1000,768,7452,-163260
1562432,1000,512,8910,-162810
1566656,1000,512,10404,-162225
1570944,1000,572,12150,-161370
1575232,1000,650,13896,-160830
1579520,1000,546,15642,-160290
1583808,1000,676,17514,-159660
1588160,1000,390,19440,-158805
1592448,1000,572,21366,-158310
1596736,1000,650,23310,-157680
1601024,1000,468,25308,-156870
1605312,1000,260,27324,-156330
1609600,1000,338,29340,-155745
1613888,1000,234,31374,-154980
1618176,1000,338,33444,-154395
1622464,1000,442,35460,-153900
1626752,1000,546,37566,-153090
1631104,1000,416,39654,-152460
1635392,1000,546,41670,-152010
1639680,1000,364,43794,-151335
1643968,1000,520,45864,-150705
1648256,1000,286,47934,-150120
1652544,1000,494,50022,-149580
1656832,1000,416,52074,-148950
1661120,1000,312,54198,-148455
1665408,1000,442,56286,-147870
1669696,1000,234,58374,-147330
1674048,1000,286,60480,-146655
1678336,1000,546,62550,-146250
1682624,1000,390,64656,-145665
1686912,1000,416,66780,-145125
1691200,1000,468,68850,-144675
1695488,1000,598,70938,-144180
1699776,1000,312,73044,-143595
1704064,1000,598,75132,-143190
1708352,1000,130,77202,-142740
1712704,1000,416,79272,-142245
1716992,1000,208,81342,-141750
1721280,1000,468,83394,-141435
1725568,1000,338,85446,-141120
1729856,1000,234,87498,-140580
1734144,1000,512,89532,-140220
1738432,1000,260,91584,-139815
1742720,1000,520,93636,-139455
1747008,1000,650,95706,-139050
1751296,1000,468,97740,-138735
1755648,1000,598,99792,-138375
1759936,-1000,26,101898,-138015
1764288,-1000,-3072,103536,-137970
1768896,-1000,-2560,104670,-137745
1773568,-1000,-2304,105696,-137520
1778176,-1000,-2054,106074,-137340
1782848,-1000,-1534,105858,-137385
1787456,-1000,-1428,105318,-137430
1792128,-1000,-1612,104436,-137475
1796736,-1000,-1024,103356,-137610
1801344,-1000,-1024,102006,-137790
1806016,-1000,-768,100512,-137880
1810560,-1000,-1024,98856,-138240
1815104,-1000,-768,97128,-138465
1819584,-1000,-768,95328,-138600
1824064,-1000,-768,93384,-139095
1828480,-1000,-512,91458,-139365
1832960,-1000,-512,89424,-139725
1837440,-1000,-256,87354,-139995
1841920,-1000,-512,85212,-140535
1846336,-1000,-256,83052,-140760
1850816,-1000,-512,80910,-141165
1855296,-1000,-512,78678,-141705
1859776,-1000,-512,76500,-142020
1864192,-1000,-256,74250,-142470
1868672,-1000,-512,72000,-143055
1873152,-1000,-512,69768,-143415
1877632,-1000,-256,67518,-143910
1882048,-1000,-512,65232,-144450
1886528,-1000,0,62946,-144945
1890752,-1000,-208,60840,-145305
1895232,-1000,-256,58518,-145980
1899648,-1000,-512,56232,-146520
1904128,-1000,-512,53946,-147105
1908608,-1000,-256,51624,-147600
1913088,-1000,-256,49302,-148320
1917504,-1000,-256,46980,-148725
1921984,-1000,-256,44640,-149445
1926464,-1000,-512,42318,-149985
1930944,-1000,-256,39960,-150615
1935424,-1000,-512,37638,-151155
