#time(s),reference current(A),current(A),cart position(m),pendulum angle(rad),target(m)
0,-1233,5,-72,-4995,400
4928,-1363,-1199,-90,-4995,800
9664,-1633,-1325,-378,-4995,1200
14528,-1178,-1410,-792,-4815,1600
19520,-1293,-1156,-1656,-4770,2000
24640,-1106,-1283,-2700,-4500,2400
29696,-1029,-1072,-4104,-4365,2800
34816,-752,-860,-5544,-4005,3200
39744,-979,-713,-7254,-3915,3600
44608,-776,-882,-8964,-3510,4000
49536,-488,-755,-10872,-3285,4400
54528,-574,-417,-12834,-2925,4800
59520,-306,-501,-14850,-2610,5200
64576,-438,-332,-16992,-2295,5600
69568,-180,-353,-19008,-1935,6000
74560,-432,-121,-21132,-1710,6400
79552,-61,-438,-23166,-1260,6800
84480,-142,-100,-25200,-1080,7200
89472,0,-163,-27108,-630,7600
94144,-34,-58,-28980,-495,8000
98880,3,-15,-30672,-90,8400
103360,81,-36,-32328,45,8800
107904,-354,68,-33894,270,9200
112640,641,-290,-35388,720,9600
117504,-69,639,-37008,720,10000
122368,233,-36,-38232,1170,10400
127232,243,195,-39672,1215,10800
132160,527,258,-40734,1665,11200
137088,32,533,-41760,1530,11600
141888,-26,5,-42588,1890,12000
146624,511,-36,-43362,1935,12400
151552,23,533,-43920,2070,12800
156416,482,26,-44370,2250,13200
161216,-192,470,-44910,2160,13600
166208,450,-184,-45018,2475,14000
171264,42,448,-45378,2295,14400
176064,821,47,-45270,2565,14800
180864,-79,892,-45432,2340,15200
185792,658,-36,-45162,2565,15600
190720,635,723,-45090,2385,16000
195648,1146,723,-44622,2700,16400
200640,655,1230,-44280,2385,16800
205632,703,808,-43488,2610,17200
210496,435,765,-42840,2250,17600
215424,515,554,-41886,2430,18000
220352,957,491,-40932,2250,18400
225280,141,1125,-39888,2115,18800
230272,743,174,-38610,2115,19200
235200,79,892,-37566,1800,19600
240000,1091,174,-36108,2070,20000
244992,235,1315,-34902,1530,20400
249984,363,258,-33318,1755,20800
254912,480,448,-32040,1350,21200
259840,460,575,-30402,1485,21600
264768,49,575,-28908,990,22000
269504,43,26,-27468,1125,22400
274240,1185,26,-25956,1035,22800
279168,-247,1272,-24462,675,23200
284160,135,-332,-22698,675,23600
289088,213,110,-21384,450,24000
293888,736,237,-19602,540,24400
298752,-833,808,-18216,-135,24800
303744,244,-818,-16560,270,25200
308672,646,258,-15354,-135,25600
313536,209,829,-13680,0,26000
318208,-389,195,-12456,-495,26400
323200,-105,-375,-11034,-315,26800
328320,393,-121,-9666,-585,27200
333248,-369,491,-8388,-675,27600
338176,347,-311,-7110,-675,28000
343104,178,343,-6120,-765,28400
347904,345,216,-4842,-765,28800
352768,-865,406,-3834,-1215,29200
357760,118,-839,-2682,-900,29600
362688,349,89,-1908,-1170,30000
367488,35,470,-882,-1035,30400
372288,-314,47,-162,-1350,30800
377088,-417,-311,558,-1260,31200
382016,385,-396,1206,-1260,31600
386944,-49,385,1728,-1305,32000
391808,131,26,2340,-1260,32400
396544,-25,132,2664,-1305,32800
401344,58,5,3132,-1260,33200
405888,2,89,3492,-1305,33600
410496,-347,5,3708,-1350,34000
415232,486,-332,3996,-1125,34400
420160,64,554,4032,-1260,34800
424896,94,-15,4266,-1080,35200
429632,89,89,4302,-1170,35600
434304,-613,110,4302,-1035,36000
439232,371,-607,4374,-990,36400
444032,-1090,554,4212,-1125,36800
449024,138,-987,4176,-675,37200
453888,-398,89,3636,-900,37600
458624,-20,-290,3600,-450,38000
463488,-1043,-58,2988,-900,38400
468416,-247,-945,2736,-270,38800
473344,-209,-290,1998,-585,39200
478208,-576,-184,1548,-180,39600
483136,-2,-544,846,-225,40000
487808,-449,5,108,0,40400
492160,1197,-396,-288,405,40800
496960,-592,1357,-1098,135,41200
501888,-65,-544,-1314,585,41600
506752,-643,-121,-2016,225,42000
511680,84,-586,-2250,810,42400
516416,126,47,-2790,540,42800
521088,-324,174,-3150,900,43200
525888,522,-269,-3546,945,43600
530752,-461,575,-3942,945,44000
535552,373,-459,-4032,1215,44400
540480,-335,406,-4446,1035,44800
545408,783,-269,-4446,1395,45200
550336,219,850,-4572,1260,45600
555136,105,258,-4446,1305,46000
560000,610,110,-4302,1350,46400
564800,380,639,-4122,1305,46800
569600,1215,491,-3636,1575,47200
574528,324,1399,-3312,1260,47600
579456,726,385,-2574,1575,48000
584256,301,744,-2034,1170,48400
589120,750,406,-1026,1530,48800
593920,232,829,-342,1035,49200
598656,216,258,666,1305,49600
603328,826,195,1494,1080,50000
608064,-297,998,2376,945,50400
612864,1122,-184,3510,1170,50800
617728,89,1209,4248,765,51200
622400,943,132,5472,1170,51600
627136,-164,1040,6300,495,52000
632000,-111,-163,7542,810,52400
636800,628,-121,8460,495,52800
641536,331,681,9432,675,53200
646208,1005,427,10512,585,53600
651072,-399,1188,11394,315,54000
655936,691,-375,12636,540,54400
660800,-219,765,13500,45,54800
665536,141,-206,14706,315,55200
670400,341,132,15498,0,55600
674944,44,470,16362,135,56000
679616,1521,47,17316,315,56400
684352,-355,1780,18000,-135,56800
689344,384,-375,19260,180,57200
694208,-483,343,19782,-405,57600
699136,717,-417,20988,180,58000
703936,-309,850,21456,-585,58400
708864,330,-227,22410,90,58800
713600,535,385,22788,-450,59200
718464,-40,618,23562,-90,59600
723200,974,47,24192,-225,60000
727936,-808,1082,24606,-450,60400
732928,863,-713,25524,-90,60800
737792,-436,892,25758,-630,61200
742720,1024,-375,26658,90,61600
747520,132,1146,26802,-585,62000
752448,398,216,27666,45,62400
757120,-39,427,27954,-630,62800
761920,-530,26,28566,-270,63200
766784,946,-480,29016,-360,63600
771712,-393,1061,29250,-450,64000
776704,1345,-353,29916,0,64400
781440,-891,1505,29916,-540,64800
786432,846,-818,30708,135,65200
791296,-165,934,30744,-585,65600
796224,211,-100,31482,45,66000
800960,384,195,31572,-450,66400
805760,-251,470,31968,-135,66800
810688,1366,-206,32436,-45,67200
815616,-821,1589,32544,-450,67600
820608,1085,-755,33318,180,68000
825536,-939,1146,33210,-540,68400
830528,559,-860,34110,180,68800
835392,-907,554,33858,-585,69200
840256,1064,-860,34470,405,69600
845184,-251,1103,34254,-405,70000
850176,-12,-142,34704,270,70400
855040,96,-36,34578,-135,70800
859776,-83,110,34722,180,71200
864512,1487,5,34956,315,71600
869184,-1144,1674,34776,0,72000
874048,1171,-1114,35298,585,72400
879040,-727,1294,34938,0,72800
883776,1064,-586,35604,765,73200
888704,-721,1188,35262,0,73600
893440,754,-649,35784,855,74000
898240,-81,787,35658,180,74400
902976,-136,-79,35982,675,74800
907840,908,-142,36072,450,75200
912640,-671,998,36072,585,75600
917504,1530,-649,36486,855,76000
922432,-1293,1949,36306,315,76400
927424,1200,-1220,36972,1080,76800
932480,-64,1272,36558,540,77200
937344,1484,5,37386,1350,77600
942080,-925,1589,37224,405,78000
947008,299,-860,37926,1215,78400
951936,814,279,38016,630,78800
956672,105,871,38412,1080,79200
961472,1468,68,38862,990,79600
966208,-451,1611,39024,810,80000
971136,2116,-353,39888,1485,80400
976128,-463,2287,40068,540,80800
981056,797,-332,41418,1395,81200
985984,-280,765,41580,360,81600
990784,1188,-227,42930,1440,82000
995776,466,1294,43362,405,82400
1000640,-222,596,44514,1035,82800
1005632,786,-248,45288,495,83200
1010560,-197,913,46134,720,83600
1015488,1539,-206,47304,765,84000
1020480,-995,1864,47952,180,84400
1025536,1305,-945,49356,900,84800
1030528,-79,1336,49770,45,85200
1035392,1082,5,51354,900,85600
1040128,-214,1125,51822,-135,86000
1045248,225,-163,53262,630,86400
1050176,715,174,54072,-45,86800
1054976,-151,913,55152,315,87200
1059904,1587,-142,56358,270,87600
1064896,-851,1780,57168,-180,88000
1070016,551,-818,58752,135,88400
1074944,-202,491,59292,-360,88800
1080000,2048,-184,60894,540,89200
1084992,-614,2582,61434,-675,89600
1090112,-167,-480,63198,90,90000
1095040,-67,-290,63684,-765,90400
1100032,323,-58,65106,-90,90800
1104896,610,406,65916,-675,91200
1109824,-533,723,66744,-450,91600
1114816,1873,-480,67770,-180,92000
1119936,-116,2160,68544,-630,92400
1124992,261,-79,69948,-360,92800
1129920,-488,216,70578,-900,93200
1134976,1010,-438,72036,-270,93600
1140032,-704,1167,72576,-1215,94000
1145216,137,-628,74016,-495,94400
1150272,-146,47,74286,-1260,94800
1155264,470,-100,75456,-540,95200
1160256,574,533,75906,-1080,95600
1165312,-604,681,76734,-900,96000
1170304,70,-670,77364,-1125,96400
1175296,-358,89,77832,-1080,96800
1180352,706,-332,78498,-945,97200
1185344,-124,744,78750,-1125,97600
1190464,752,-79,79452,-765,98000
1195392,-716,913,79578,-1350,98400
1200448,1016,-691,80460,-540,98800
1205568,197,1230,80478,-1215,99200
1210624,568,301,81378,-495,99600
1215552,-319,554,81558,-1305,100000
1220736,10,-269,82332,-630,100400
1225792,449,-58,82566,-1125,100800
1230848,-300,554,83034,-810,101200
1235968,816,-227,83448,-855,101600
1241088,-204,956,83682,-900,102000
1246144,1092,-206,84258,-540,102400
1251328,-218,1251,84492,-990,102800
1256512,153,-206,85320,-630,103200
1261632,-526,132,85482,-1170,103600
1266816,568,-501,86202,-540,104000
1271936,50,618,86346,-1125,104400
1276928,-116,68,86886,-675,104800
1281920,299,-163,86994,-990,105200
1287040,268,427,87372,-630,105600
1292032,255,343,87588,-900,106000
1297024,-443,237,87786,-810,106400
1302144,799,-459,88074,-630,106800
1307200,346,892,88164,-675,107200
1312256,949,364,88614,-360,107600
1317248,-382,1125,88704,-810,108000
1322432,209,-269,89334,-405,108400
1327552,5,174,89496,-810,108800
1332352,562,26,90036,-315,109200
1337280,129,596,90180,-765,109600
1342272,141,174,90648,-360,110000
1347328,293,132,90864,-675,110400
1352320,-580,364,91188,-630,110800
1357440,986,-586,91512,-360,111200
1362496,91,1061,91530,-585,111600
1367488,403,89,92034,-315,112000
1372416,-885,406,92016,-675,112400
1377536,728,-839,92430,-135,112800
1382656,-550,744,92358,-630,113200
1387712,377,-438,92736,-90,113600
1392768,-254,364,92484,-450,114000
1397824,737,-227,92808,90,114400
1402752,-461,829,92574,-360,114800
1407872,379,-396,92880,135,115200
1412864,-346,406,92592,-225,115600
1417984,598,-311,92826,270,116000
1422976,-664,512,92610,-225,116400
1428096,320,-649,92736,315,116800
1433088,-66,364,92448,0,117200
1437824,485,5,92592,405,117600
1442624,-212,512,92412,135,118000
1447616,459,-206,92502,495,118400
1452608,354,512,92502,225,118800
1457536,258,385,92664,495,119200
1462464,818,258,92772,450,119600
1467392,266,934,92952,495,120000
1472320,876,237,93330,630,120400
1477184,176,934,93582,450,120800
1482112,511,174,94176,630,121200
1487040,-33,512,94536,315,121600
1491968,671,-79,95184,675,122000
1496896,206,681,95562,270,122400
1501824,294,258,96210,585,122800
1506752,612,364,96642,360,123200
1511680,0,702,97254,405,123600
1516416,338,5,97848,315,124000
1521152,-150,364,98262,225,124400
1526208,1002,-142,98964,495,124800
1531264,332,1146,99378,225,125200
1536256,587,406,100170,495,125600
1541312,2,639,100674,90,126000
1546048,336,26,101448,405,126400
1550976,297,406,102078,45,126800
1555904,25,301,102798,225,127200
1560832,695,68,103464,135,127600
1565760,-66,808,104076,45,128000
1570688,802,-58,104904,225,128400
1575680,-137,787,105444,-135,128800
1580864,466,-79,106362,180,129200
1585856,217,448,106920,-180,129600
1590976,183,237,107784,45,130000
1595904,229,132,108378,-225,130400
1600960,231,258,109134,-45,130800
1606016,398,216,109836,-225,131200
1611072,-201,491,110520,-270,131600
1616256,400,-206,111240,-225,132000
1621440,225,406,111870,-315,132400
1626560,415,301,112608,-225,132800
1631616,-86,512,113130,-450,133200
1636736,320,-100,113922,-270,133600
1641920,146,427,114462,-495,134000
1647040,266,216,115164,-315,134400
1652096,132,279,115686,-540,134800
1657216,205,132,116280,-360,135200
1662336,493,195,116802,-450,135600
1667392,61,512,117378,-450,136000
1672448,286,68,117936,-450,136400
1677440,-121,343,118440,-585,136800
1682624,447,-100,119088,-405,137200
1687808,-83,470,119466,-675,137600
1692864,334,-58,120096,-405,138000
1697984,245,322,120420,-630,138400
1703104,178,343,120996,-450,138800
1708160,-92,174,121374,-720,139200
1713280,115,-79,121842,-495,139600
1718400,502,132,122202,-585,140000
1723456,80,554,122616,-540,140400
1728448,307,89,123012,-540,140800
1733504,-363,322,123318,-720,141200
1738688,594,-290,123804,-405,141600
1743872,137,681,123948,-675,142000
1748928,385,195,124434,-360,142400
1754048,17,427,124560,-675,142800
1759040,224,26,124956,-360,143200
1764032,319,216,125172,-585,143600
1769152,30,364,125442,-405,144000
1774144,484,5,125694,-450,144400
1779072,-135,533,125910,-495,144800
1784256,405,-100,126234,-360,145200
1789440,173,470,126360,-450,145600
1794496,694,258,126702,-180,146000
1799616,71,829,126846,-450,146400
1804608,186,68,127350,-225,146800
1809600,-189,174,127476,-540,147200
1814784,267,-142,127926,-225,147600
1819968,190,301,128106,-495,148000
1825088,187,89,128394,-225,148400
1830080,462,174,128574,-360,148800
1835200,27,596,128790,-270,149200
1840192,379,47,129006,-270,149600
1845184,-28,427,129132,-315,150000
1850304,655,-36,129384,-90,150400
1855296,321,723,129474,-225,150800
1860352,502,427,129834,0,151200
1865216,-173,491,129924,-315,151600
1870400,179,-121,130356,-45,152000
1875520,218,174,130500,-270,152400
1880576,343,237,130788,0,152800
1885440,334,385,130878,-180,153200
1890560,228,385,131166,0,153600
1895360,263,258,131328,-135,154000
1900480,210,279,131580,0,154400
1905280,709,216,131814,45,154800
1910208,192,829,132030,0,155200
1915008,434,195,132426,90,155600
1919936,-183,491,132660,-135,156000
1925120,333,-163,133128,90,156400
1930112,165,427,133344,-135,156800
1935232,299,132,133740,90,157200
1940160,293,364,133956,-90,157600
1945152,257,343,134262,90,158000
1950080,470,216,134550,0,158400
1954880,-140,554,134838,-45,158800
1960000,366,-142,135162,45,159200
1964992,452,406,135414,45,159600
1969920,681,554,135810,180,160000
1974976,-17,765,136098,-45,160400
1979968,248,-15,136602,135,160800
1984960,101,216,136908,-90,161200
1989952,260,132,137448,90,161600
1994880,92,301,137754,-135,162000
1999936,146,89,138096,45,162400
2004736,489,153,138420,-45,162800
2009728,-6,533,138726,-45,163200
2014720,509,5,139086,45,163600
2019456,-69,554,139320,-135,164000
2024576,562,-58,139770,135,164400
2029568,152,596,139968,-135,164800
2034624,461,195,140418,180,165200
2039616,162,491,140634,-135,165600
2044736,121,153,141138,90,166000
2049664,170,110,141372,-135,166400
2054720,305,153,141786,90,166800
2059648,328,301,142074,-90,167200
2064640,-110,364,142416,-45,167600
2069760,229,-100,142758,-90,168000
2074880,318,216,143010,0,168400
2079680,750,406,143316,90,168800
2084608,198,850,143550,0,169200
2089472,305,216,143946,90,169600
2094336,-30,301,144234,-90,170000
2099392,191,-36,144666,45,170400
2104320,161,237,144864,-90,170800
2109312,399,174,145224,90,171200
2114240,288,448,145422,-45,171600
2119232,258,364,145746,90,172000
2124160,315,258,145980,0,172400
2128960,135,343,146304,45,172800
2133888,234,132,146610,0,173200
2138752,236,216,146898,45,173600
2143680,639,132,147240,135,174000
2148672,-11,681,147546,-45,174400
2153664,314,-15,147960,135,174800
2158656,194,301,148212,-45,175200
2163712,179,216,148608,90,175600
2168576,323,195,148860,0,176000
2173440,361,343,149130,135,176400
2178432,619,364,149454,135,176800
2183424,120,702,149742,90,177200
2188352,188,110,150156,90,177600
2193280,-16,237,150444,0,178000
2198144,570,26,150858,180,178400
2203072,211,702,151128,0,178800
2207872,342,216,151560,180,179200
2212864,93,385,151848,-45,179600
2217792,87,110,152298,90,180000
2222656,362,89,152622,0,180400
2227392,133,385,152946,45,180800
2232320,379,110,153288,45,181200
2237248,339,491,153540,90,181600
2242176,533,385,153918,135,182000
2247168,-146,554,154206,-45,182400
2252288,304,-142,154620,135,182800
2257344,303,406,154854,0,183200
2262208,317,364,155268,135,183600
2267200,199,258,155520,0,184000
2272000,160,216,155880,90,184400
2276928,495,153,156204,90,184800
2281856,-1,596,156528,0,185200
2286656,300,-58,156924,90,185600
2291520,193,322,157158,0,186000
2296384,416,216,157536,135,186400
2301376,108,427,157860,-45,186800
2306368,146,110,158202,90,187200
2311296,447,153,158454,45,187600
2316224,254,512,158778,90,188000
2321152,237,279,159084,45,188400
2326080,96,258,159354,45,188800
2330880,645,110,159678,180,189200
2335872,350,681,159966,90,189600
2340800,211,385,160416,135,190000
2345792,117,153,160722,45,190400
2350720,449,68,161154,180,190800
2355648,136,470,161514,0,191200
2360512,203,110,161946,135,191600
2365504,225,174,162252,0,192000
2370368,186,279,162666,90,192400
2375296,235,153,162990,0,192800
2380096,109,216,163278,45,193200
2385024,621,132,163602,135,193600
2390016,340,660,163872,90,194000
2394944,142,322,164214,90,194400
2399872,-13,132,164520,0,194800
2404736,524,5,164862,180,195200
2409536,330,554,165114,45,195600
2414464,169,385,165492,135,196000
2419456,193,153,165726,45,196400
2424384,400,153,166068,180,196800
2429376,232,448,166374,45,197200
2434304,141,385,166698,135,197600
2439296,338,132,166968,90,198000
2444224,258,364,167292,135,198400
2449216,373,237,167616,135,198800
2454272,92,470,167868,90,199200
2459072,376,89,168156,180,199600
2464000,359,406,168444,135,200000
2468992,120,364,168732,135,200400
2474048,644,89,169002,135,200000
2478912,938,723,169326,225,199600
2483968,981,1019,169758,225,199200
2489024,691,1019,170316,180,198800
2494144,523,723,171036,90,198400
2499072,730,575,171918,90,198000
2504000,469,744,172818,-90,197600
2508992,556,491,173880,-90,197200
2513984,632,618,174906,-225,196800
2519104,722,681,176112,-225,196400
2524224,230,765,177372,-540,196000
2529280,141,237,178704,-585,195600
2534400,564,174,180000,-720,195200
2539456,483,596,181386,-810,194800
2544576,189,533,182736,-1035,194400
2549760,91,195,184158,-1170,194000
2554880,399,47,185544,-1260,193600
2559936,235,448,186894,-1440,193200
2565120,29,301,188352,-1620,192800
2570240,151,26,189630,-1710,192400
2575360,394,174,190962,-1800,192000
2580480,137,427,192312,-1980,191600
2585664,-25,153,193608,-2115,191200
2590848,160,-15,194850,-2205,190800
2596032,259,132,196092,-2295,190400
2601216,-36,237,197262,-2475,190000
2606400,-34,-163,198468,-2565,189600
2611712,87,-36,199494,-2655,189200
2616768,-41,89,200538,-2790,188800
2621888,-349,-58,201492,-2970,188400
2627200,-66,-332,202320,-2970,188000
2632448,232,-79,203076,-3015,187600
2637632,-55,174,203742,-3105,187200
2642816,-352,-58,204318,-3240,186800
2648064,103,-417,204858,-3150,186400
2653376,5,68,205254,-3285,186000
2658304,-78,5,205686,-3240,185600
2663296,-225,-100,205884,-3375,185200
2668672,56,-227,206136,-3240,184800
2673856,-38,26,206244,-3375,184400
2678912,-122,-15,206370,-3285,184000
2684160,-683,-58,206352,-3375,183600
2689472,-670,-713,206316,-3285,183200
2694848,-701,-649,206010,-3330,182800
2700160,-589,-649,205650,-3195,182400
2705536,-611,-607,205020,-3195,182000
2710912,-494,-628,204336,-3015,181600
2716288,-579,-522,203472,-3015,181200
2721600,-554,-586,202590,-2835,180800
2726976,-529,-586,201510,-2790,180400
2732352,-367,-459,200448,-2565,180000
2737664,-319,-396,199224,-2475,179600
2743040,-360,-290,198072,-2295,179200
2748416,-430,-353,196740,-2205,178800
2753728,-108,-459,195498,-1935,178400
2759104,-260,-142,194166,-1890,178000
2764480,-191,-290,192870,-1620,177600
2769856,-200,-227,191538,-1575,177200
2775168,-214,-227,190314,-1350,176800
2780544,-258,-248,188982,-1305,176400
2785920,-26,-290,187794,-1035,176000
2791168,-295,-58,186534,-1080,175600
2796416,-167,-290,185418,-810,175200
2801728,6,-227,184194,-765,174800
2806720,57,-36,183186,-540,174400
2811712,-335,5,182142,-630,174000
2816768,-89,-375,181242,-360,173600
2821952,75,-163,180216,-360,173200
2827008,-134,68,179406,-225,172800
2832128,-27,-142,178560,-180,172400
2837312,-232,-36,177750,-135,172000
2842496,-44,-248,177048,-45,171600
2847616,80,-79,176328,45,171200
2852416,172,47,175734,135,170800
2857344,-54,153,175176,135,170400
2862336,11,-36,174708,225,170000
2867264,-97,5,174276,180,169600
2872128,-24,-100,173952,270,169200
2877248,-48,-15,173592,225,168800
2882240,-218,-36,173358,225,168400
2887360,-231,-248,173106,180,168000
2892544,-85,-248,172890,225,167600
2897600,-71,-36,172728,180,167200
2902656,-52,-79,172584,225,166800
2907648,75,-79,172458,225,166400
2912576,-124,68,172422,180,166000
2917568,-111,-121,172404,180,165600
2922752,-121,-100,172368,135,165200
2927936,368,-121,172386,90,164800
2932992,470,427,172386,90,164400
2937920,781,512,172512,135,164000
2942912,420,850,172674,0,163600
2947712,245,470,172998,-45,163200
2952768,254,237,173358,-180,162800
2957824,429,237,173826,-180,162400
2962944,395,491,174276,-315,162000
2968064,327,406,174834,-360,161600
2973120,166,385,175374,-540,161200
2978240,57,153,175950,-630,160800
2983232,296,26,176580,-720,160400
2988224,-21,343,177120,-900,160000
2993344,133,-36,177732,-945,159600
2998464,168,132,178236,-1080,159200
3003648,202,195,178812,-1125,158800
3008832,-3,195,179280,-1305,158400
3013888,133,-15,179802,-1305,158000
3019072,50,132,180216,-1485,157600
3024192,77,47,180684,-1485,157200
3029184,-28,68,181026,-1665,156800
3034304,-21,-36,181368,-1665,156400
3039488,-96,5,181620,-1845,156000
3044480,-8,-100,181818,-1800,155600
3049664,42,5,181926,-1935,155200
3054592,-64,47,182070,-1935,154800
3059712,-21,-100,182088,-2025,154400
3064960,-616,89,182070,-2025,154000
3070144,-655,-649,182016,-2115,153600
3075520,-742,-691,181764,-2115,153200
3080896,-585,-755,181386,-2115,152800
3086208,-538,-586,180864,-2070,152400
3091584,-605,-565,180198,-2070,152000
3096960,-411,-649,179424,-1935,151600
3102336,-355,-417,178524,-1890,151200
3107648,-570,-269,177624,-1845,150800
3113024,-618,-607,176598,-1800,150400
3118400,-400,-586,175518,-1665,150000
3123712,-308,-396,174366,-1575,149600
3129088,-430,-269,173160,-1485,149200
3134464,-445,-417,171882,-1395,148800
3139776,-183,-459,170622,-1215,148400
3145152,-311,-206,169308,-1170,148000
3150528,-251,-290,168048,-990,147600
3155776,-280,-248,166716,-945,147200
3161024,-297,-269,165528,-810,146800
3166336,-324,-248,164268,-765,146400
3171584,-177,-375,163008,-585,146000
3176896,-253,-206,161820,-585,145600
3182144,-211,-290,160650,-405,145200
3187392,-110,-206,159444,-360,144800
3192704,-256,-100,158364,-270,144400
3197952,-266,-290,157248,-225,144000
3203200,-110,-269,156168,-90,143600
3208384,35,-121,155124,0,143200
3213248,-268,26,154188,0,142800
3218112,-333,-269,153342,45,142400
3223168,2,-332,152388,180,142000
3228096,54,-58,151524,225,141600
3233024,-394,26,150732,180,141200
3238016,-380,-438,149940,225,140800
3243200,-36,-417,149094,315,140400
3248320,-97,-58,148356,315,140000
3253312,-219,-58,147600,360,139600
3258432,-205,-206,146862,360,139200
3263616,-35,-227,146196,450,138800
3268736,-35,-58,145530,450,138400
3273728,-211,-36,144990,450,138000
3278784,-100,-227,144414,495,137600
3283968,42,-100,143874,540,137200
3289024,-256,5,143460,450,136800
3293952,-414,-290,142992,450,136400
3299136,-32,-396,142542,495,136000
3304192,-123,-79,142164,450,135600
3309312,-121,-121,141768,495,135200
3314496,-232,-79,141408,405,134800
3319616,-85,-248,141084,495,134400
3324672,-96,-121,140778,405,134000
3329792,-269,-100,140580,405,133600
3334976,-98,-332,140256,405,133200
3340032,-145,-121,140094,360,132800
3345216,-516,-142,139914,225,132400
3350400,-193,-480,139662,315,132000
3355584,58,-206,139482,270,131600
3360640,-295,26,139302,225,131200
3365632,-456,-332,139086,135,130800
3370816,-297,-438,138924,135,130400
3376000,-219,-290,138708,90,130000
3381120,-330,-227,138528,45,129600
3386240,-231,-396,138312,45,129200
3391296,-144,-269,138042,45,128800
3396416,-222,-163,137862,0,128400
3401408,-482,-248,137682,-90,128000
3406592,-376,-565,137448,-90,127600
3411840,-146,-353,137214,-90,127200
3416960,-167,-163,136944,-90,126800
3422144,-411,-184,136674,-180,126400
3427456,-385,-417,136440,-180,126000
3432704,-190,-375,136152,-180,125600
3438016,-180,-311,135882,-180,125200
3443264,-320,-227,135576,-225,124800
3448576,-310,-311,135288,-225,124400
3453824,-329,-290,134982,-270,124000
3459072,-439,-353,134694,-315,123600
3464384,-342,-396,134370,-315,123200
3469632,-262,-353,133992,-315,122800
3474944,-267,-269,133596,-315,122400
3480192,-278,-269,133182,-315,122000
3485440,-278,-417,132768,-315,121600
3490752,-293,-311,132318,-315,121200
3496000,-398,-163,131904,-360,120800
3501312,-293,-396,131454,-315,120400
3506560,-336,-353,130950,-360,120000
3511808,-298,-311,130500,-315,119600
3517120,-341,-290,129978,-360,119200
3522368,-309,-332,129510,-315,118800
3527616,-362,-290,128952,-360,118400
3532928,-340,-375,128412,-315,118000
3538176,-250,-375,127836,-315,117600
3543424,-259,-227,127224,-270,117200
3548736,-259,-290,126612,-270,116800
3553984,-262,-332,125982,-225,116400
3559232,-252,-269,125370,-225,116000
3564544,-230,-269,124776,-180,115600
3569792,-365,-248,124164,-225,115200
3575040,-356,-375,123552,-180,114800
3580352,-138,-375,122904,-135,114400
3585600,-254,-142,122256,-135,114000
3590848,-347,-290,121644,-135,113600
3596160,-242,-353,120996,-90,113200
3601344,-222,-269,120402,-90,112800
3606528,-345,-248,119790,-90,112400
3611712,-345,-290,119178,-90,112000
3616896,-93,-353,118584,0,111600
3621824,-95,-121,117990,0,111200
3626752,-306,-100,117450,0,110800
3631744,-274,-332,116964,0,110400
3636736,-329,-353,116370,0,110000
3641792,-3,-332,115920,90,109600
3646656,-447,-79,115362,-45,109200
3651776,-365,-396,114894,45,108800
3656896,-335,-375,114300,-45,108400
3662080,-146,-332,113796,90,108000
3667200,-201,-142,113220,0,107600
3672192,-277,-206,112698,90,107200
3677312,66,-311,112140,135,106800
3682304,-266,26,111636,90,106400
3687232,-216,-290,111222,135,106000
3692416,-388,-248,110700,45,105600
3697472,-57,-438,110340,180,105200
3702592,-394,-100,109836,0,104800
3707584,-407,-396,109512,90,104400
3712704,-269,-396,109026,0,104000
3717760,-85,-290,108630,135,103600
3722816,-383,-100,108180,-45,103200
3728000,-337,-396,107748,90,102800
3733120,-50,-332,107226,45,102400
3738112,-175,-121,106902,90,102000
3743232,-368,-163,106452,0,101600
3748288,-462,-332,106056,0,101200
3753280,-96,-459,105678,45,100800
3758272,-251,-100,105246,0,100400
3763328,-192,-269,104904,45,100000
3768384,-499,-227,104472,-90,99600
3773504,-200,-480,104112,45,99200
3778496,-251,-227,103716,-90,98800
3783616,-324,-248,103356,0,98400
3788544,-143,-353,102924,-45,98000
3793664,-217,-142,102546,0,97600
3798592,-213,-248,102204,-45,97200
3803648,-488,-184,101790,-90,96800
3808768,-198,-501,101466,-45,96400
3813888,-233,-227,101088,-90,96000
3818944,-343,-290,100728,-90,95600
3824064,-492,-353,100332,-180,95200
3829248,-363,-501,99936,-135,94800
3834368,-306,-353,99450,-180,94400
3839488,-271,-269,99018,-135,94000
3844544,-332,-269,98496,-180,93600
3849664,-299,-353,98010,-135,93200
3854784,-194,-269,97506,-135,92800
3859840,-312,-206,97002,-135,92400
3864960,-175,-375,96516,-90,92000
3869952,-307,-227,96030,-135,91600
3875072,-272,-375,95580,-90,91200
3880064,-296,-290,95112,-135,90800
3885184,-282,-290,94644,-90,90400
3890240,-170,-248,94176,-90,90000
3895232,-269,-227,93744,-90,89600
3900224,-406,-290,93294,-135,89200
3905344,-406,-459,92826,-135,88800
3910464,-301,-417,92340,-135,88400
3915520,-182,-290,91854,-90,88000
3920576,-325,-184,91332,-135,87600
3925696,-409,-375,90864,-135,87200
3930752,-325,-375,90342,-135,86800
3935872,-330,-375,89802,-135,86400
3940992,-195,-269,89280,-90,86000
3945984,-211,-248,88740,-90,85600
3950976,-300,-227,88254,-90,85200
3956032,-432,-353,87750,-135,84800
