time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg)
6912,0,11,0,-180000
10496,88,-72,0,-180000
14400,205,96,18,-180000
18368,333,201,36,-180000
22400,450,328,90,-180000
26432,568,497,180,-179955
30528,696,582,342,-179955
34624,803,729,558,-179910
38784,921,814,864,-179865
42880,1039,1025,1278,-179820
47296,1196,1110,1872,-179730
51648,1303,1279,2592,-179640
56000,1431,1342,3546,-179550
60416,1529,1532,4644,-179370
64768,1647,1638,5976,-179145
69184,1764,1807,7560,-178965
73536,1872,1870,9360,-178695
77888,1950,2018,11484,-178380
82368,2039,2082,13932,-178155
86848,2107,2251,16686,-177750
91264,2196,2251,19818,-177345
95744,2254,2356,23238,-176805
100224,2323,2483,27036,-176445
104768,2372,2589,31338,-175815
109312,2421,2610,36000,-175230
113920,2450,2441,41040,-174600
118464,2470,2293,46458,-173880
123008,2490,1976,52218,-173160
127552,2500,1659,58212,-172440
132096,2490,1553,64476,-171495
136704,2480,1532,70956,-170775
141248,2450,1194,77598,-170010
145792,2431,1258,84402,-169020
150336,2382,1215,91350,-168255
154880,2343,1046,98406,-167220
159488,2264,1004,105552,-166500
164096,2186,899,112914,-165600
168640,2107,899,120222,-164700
173248,2019,856,127620,-163845
177792,1931,793,135036,-162990
182336,1823,856,142524,-162045
186880,1715,560,150048,-161145
191424,1578,814,157608,-160155
196032,1460,603,165186,-159435
200576,1333,729,172782,-158580
205120,1176,687,180432,-157545
209664,1039,518,188082,-156690
214208,892,814,195732,-155880
218688,754,518,203256,-155205
223168,568,687,210780,-154350
227648,421,518,218340,-153540
232128,235,560,225882,-152775
236608,117,307,233388,-152055
241088,-88,-136,240876,-151290
245632,-205,-30,248400,-150525
250176,-392,-326,255780,-149850
254848,-539,-199,263178,-148995
259520,-725,-622,270360,-148455
264128,-892,-537,277308,-147825
268800,-1039,-1044,283986,-147285
273600,-1196,-939,290610,-146745
278336,-1362,-1108,296766,-146205
283200,-1509,-1551,302652,-145800
288000,-1647,-1699,308106,-145440
292800,-1764,-1763,313110,-145170
297664,-1892,-1889,317628,-144945
302464,-2000,-1995,321678,-144765
307264,-2127,-2080,325188,-144630
312128,-2215,-2206,328140,-144585
316928,-2294,-2291,330516,-144720
321728,-2352,-2375,332316,-144855
326592,-2411,-2312,333504,-145035
331392,-2450,-2396,334116,-145305
336192,-2480,-2544,334134,-145755
341056,-2490,-2587,333558,-146205
345856,-2490,-2481,332478,-146790
350656,-2480,-2502,330822,-147375
355520,-2450,-2587,328644,-148005
360320,-2401,-2523,325998,-148770
365120,-2352,-2312,322740,-149580
369984,-2284,-2354,319032,-150570
374784,-2215,-2185,314910,-151515
379584,-2107,-2080,310230,-152505
384448,-2000,-2037,305172,-153675
389248,-1892,-1995,299664,-154800
394048,-1745,-1615,293760,-156015
398912,-1578,-1551,287532,-157545
403712,-1460,-1446,280944,-158670
408512,-1303,-1065,274176,-160020
413376,-1117,-1213,267138,-161415
418176,-950,-791,259902,-162855
422848,-774,-1023,252828,-164295
427584,-568,-601,245430,-166050
432256,-392,-854,238122,-167220
436864,-235,-368,230742,-168930
441536,-29,-199,223326,-170145
446080,176,-9,216126,-171855
450496,333,96,209250,-173025
454912,539,413,202482,-174420
459328,696,497,195750,-175770
463808,862,729,189180,-177075
468288,1039,877,182844,-178695
472832,1196,1068,176634,-179775
477504,1382,1194,170640,-181080
482112,1529,1342,164988,-182340
486784,1676,1553,159768,-183555
491456,1823,1680,154962,-184680
496064,1970,1849,150660,-185805
500736,2058,1976,146826,-186795
505344,2166,2166,143514,-187740
510016,2264,2187,140778,-188730
514624,2323,2377,138636,-189495
519296,2392,2420,137016,-190305
523904,2441,2504,136044,-190755
528576,2480,2673,135684,-191250
533184,2490,2737,135864,-191835
537856,2490,2568,136656,-192150
542528,2480,2483,137898,-192645
547136,2441,2694,139662,-192870
551808,2401,2610,141984,-192915
556416,2343,2483,144612,-193140
561088,2254,2441,147816,-193230
565696,2166,2547,151452,-193050
570368,2058,2462,155466,-193095
574976,1931,2230,159822,-193050
579648,1803,2145,164628,-192735
584256,1647,2082,169758,-192600
588928,1480,1870,175122,-192375
593536,1333,1617,180846,-191925
598208,1117,1406,186750,-191700
602816,980,1131,192852,-191340
607424,754,1152,199062,-190845
611968,539,877,205290,-190575
616448,362,455,211536,-190035
620928,147,434,217836,-189630
625408,-29,222,224046,-189315
629888,-205,-9,230292,-188820
634368,-421,-305,236448,-188325
638976,-666,-347,242658,-188010
643648,-833,-537,248742,-187605
648256,-1039,-960,254574,-187155
653056,-1225,-1256,260244,-186840
657856,-1382,-1361,265662,-186525
662656,-1558,-1467,270738,-186210
667520,-1745,-1678,275364,-186030
672320,-1911,-1847,279540,-185805
677120,-2039,-2016,283212,-185760
681984,-2166,-2080,286308,-185715
686784,-2254,-2249,288900,-185715
691584,-2343,-2312,290826,-185850
696448,-2411,-2312,292176,-186075
701248,-2460,-2544,292914,-186300
706048,-2490,-2566,293022,-186660
710912,-2490,-2396,292554,-187110
715712,-2480,-2566,291492,-187605
720512,-2450,-2354,289908,-188145
725376,-2392,-2650,287784,-188640
730176,-2313,-2333,285156,-189360
735040,-2225,-2502,282024,-190080
739840,-2127,-2354,278442,-190845
744640,-2000,-2101,274482,-191745
749504,-1843,-1889,270090,-192600
754304,-1676,-1742,265302,-193500
759104,-1480,-1615,260262,-194400
763968,-1303,-1425,254916,-195435
768768,-1117,-1361,249336,-196470
773568,-892,-1213,243576,-197415
778368,-696,-854,237780,-198360
782976,-421,-579,232020,-199440
787648,-235,-410,226206,-200385
792320,0,-241,220464,-201330
796672,176,-30,215082,-202275
801152,421,96,209700,-203085
805568,598,391,204570,-203985
809984,862,624,199512,-204840
814464,1039,835,194670,-205560
819072,1254,1046,190008,-206325
823680,1411,1258,185598,-207090
828352,1607,1490,181548,-207720
832960,1803,1680,177912,-208440
837632,1931,1828,174726,-208935
842240,2078,1997,172026,-209430
846912,2196,2082,169812,-209835
851520,2284,2272,168174,-210105
856192,2382,2441,167094,-210420
860800,2431,2547,166500,-210645
865472,2470,2589,166536,-210690
870144,2490,2737,167022,-210735
874752,2490,2694,168066,-210690
879424,2470,2716,169668,-210510
884032,2421,2652,171558,-210420
888704,2362,2631,174060,-210285
893312,2254,2483,177048,-209745
897984,2137,2399,180360,-209520
902592,2019,2399,184122,-209070
907264,1872,2187,188298,-208575
911872,1715,1976,192834,-207990
916544,1529,1807,197694,-207540
921216,1333,1575,202806,-206775
925824,1147,1553,208242,-206145
930496,892,1321,213876,-205380
935040,666,1025,219564,-204660
939584,450,708,225342,-203895
944064,205,391,231066,-203265
948544,0,244,236880,-202365
952832,-205,53,242406,-201690
957312,-450,-199,248076,-200970
961984,-725,-474,253944,-200025
966592,-921,-854,259578,-199170
971264,-1147,-1044,264978,-198450
976064,-1382,-1234,270324,-197685
980928,-1578,-1488,275292,-197010
985728,-1745,-1699,279864,-196335
990528,-1931,-1826,284004,-195570
995392,-2078,-1932,287622,-195030
1000192,-2225,-2143,290718,-194445
1005120,-2323,-2333,293328,-193815
1010048,-2411,-2333,295236,-193590
1014976,-2460,-2502,296604,-193140
1019840,-2490,-2439,297306,-192825
1024768,-2490,-2608,297342,-192735
1029696,-2470,-2629,296802,-192555
1034624,-2421,-2418,295740,-192465
1039552,-2323,-2418,294048,-192465
1044480,-2225,-2481,291852,-192555
1049344,-2088,-2249,289206,-192645
1054272,-1931,-1995,286056,-192780
1059200,-1745,-1995,282564,-193005
1064128,-1529,-1763,278604,-193230
1069056,-1303,-1530,274410,-193500
1073984,-1088,-1213,269946,-193815
1078912,-803,-1023,265212,-194175
1083712,-598,-748,260496,-194490
1088448,-333,-495,255726,-194805
1093184,-58,-284,250974,-195120
1097856,147,-9,246348,-195345
1102336,421,138,241902,-195750
1106944,725,476,237564,-195975
1111488,892,708,233460,-196110
1116032,1147,920,229518,-196380
1120704,1362,1194,225828,-196560
1125440,1578,1342,222462,-196470
1130176,1784,1659,219546,-196560
1134912,1970,1849,217026,-196560
1139648,2088,2061,215064,-196470
1144384,2225,2187,213624,-196200
1149120,2352,2356,212724,-196020
1153856,2421,2525,212454,-195705
1158592,2470,2631,212724,-195255
1163328,2490,2673,213588,-194670
1168064,2490,2547,214956,-194175
1172800,2460,2716,216846,-193545
1177536,2392,2673,219222,-192825
1182272,2294,2589,222102,-192015
1187072,2156,2420,225468,-191250
1191744,2039,2208,229194,-190170
1196480,1872,2314,233478,-189270
1201216,1676,2103,238014,-188325
1206016,1431,1870,242910,-187290
1210752,1225,1575,248184,-185940
1215488,980,1300,253620,-184815
1220096,725,1089,259164,-183915
1224768,480,729,264852,-182475
1229312,205,624,270468,-181530
1233920,-88,286,276120,-180450
1238464,-303,-30,281700,-179235
1243136,-598,-241,287316,-178110
1247872,-833,-664,292806,-176760
1252608,-1088,-939,298080,-175590
1257472,-1362,-1213,303102,-174690
1262400,-1578,-1530,307836,-173475
1267328,-1823,-1678,312174,-172440
