0,-841,-4,198,-4995
4544,-884,-405,198,-4995
8704,-910,-405,126,-4995
12928,-790,-511,54,-4905
17088,-865,-405,-72,-4905
21376,-829,-405,-252,-4860
25728,-786,-384,-468,-4815
30080,-847,-384,-720,-4770
34432,-797,-384,-990,-4725
38784,-756,-384,-1314,-4635
43264,-767,-405,-1674,-4590
47680,-704,-363,-2034,-4500
52160,-643,-278,-2394,-4410
56576,-656,-363,-2826,-4320
61056,-520,-236,-3204,-4185
65472,-575,-257,-3618,-4140
69952,-569,-299,-4032,-4050
74368,-481,-257,-4410,-3915
78848,-646,-278,-4806,-3915
83264,-575,-278,-5184,-3825
87744,-494,-278,-5526,-3690
92160,-609,-257,-5922,-3645
96640,-478,-278,-6264,-3555
101056,-412,-278,-6624,-3420
105600,-475,-215,-7020,-3330
110144,-399,-236,-7380,-3240
114688,-443,-215,-7740,-3195
119232,-477,-236,-8082,-3105
123776,-400,-236,-8406,-2970
128320,-381,-194,-8712,-2880
132864,-370,-194,-9000,-2835
137408,-408,-194,-9270,-2790
141952,-362,-173,-9468,-2655
146496,-357,-215,-9684,-2565
151040,-357,-194,-9918,-2520
155584,-261,-173,-10062,-2430
160192,-380,-109,-10260,-2385
164800,-292,-194,-10404,-2250
169408,-272,-173,-10512,-2205
174080,-320,-151,-10620,-2160
178688,-240,-194,-10692,-2070
183296,-277,-109,-10764,-1980
187968,-261,-130,-10800,-1935
192576,-244,-130,-10818,-1890
197184,391,-130,-10818,-1800
201728,-267,207,-10818,-1755
206272,434,-130,-10764,-1665
210816,313,228,-10746,-1710
215232,425,143,-10638,-1575
219712,357,101,-10566,-1575
224128,393,186,-10440,-1485
228544,444,186,-10314,-1485
233024,359,228,-10152,-1440
237440,436,186,-9954,-1395
241792,387,207,-9774,-1350
246144,467,207,-9540,-1305
250496,400,249,-9342,-1305
254912,358,207,-9108,-1305
259264,386,186,-8838,-1260
263616,376,186,-8604,-1215
267968,451,186,-8334,-1170
272320,451,228,-8064,-1170
276672,392,228,-7812,-1170
281088,475,207,-7506,-1080
285440,427,249,-7200,-1080
289792,406,186,-6948,-1080
294144,481,207,-6660,-1035
298496,448,270,-6336,-990
302784,496,249,-6048,-945
307008,427,249,-5796,-990
311296,453,207,-5490,-945
315584,518,249,-5184,-855
319808,448,249,-4932,-855
324096,513,186,-4644,-855
328384,526,249,-4338,-810
332672,464,270,-4068,-765
336896,530,228,-3798,-720
341184,594,418,-3510,-675
345472,531,270,-3240,-675
349760,592,312,-2988,-585
354048,545,270,-2718,-585
358272,572,312,-2412,-540
362560,621,270,-2124,-495
366848,500,397,-1872,-495
371072,647,249,-1566,-405
375360,581,397,-1278,-405
379648,589,270,-990,-360
383808,659,312,-702,-315
388032,537,376,-432,-315
392192,671,291,-144,-225
396416,664,418,126,-180
400512,681,376,396,-135
404608,690,355,684,-135
408704,623,397,936,-90
412736,706,270,1206,0
416640,725,334,1476,45
420608,783,376,1746,90
424640,792,439,2034,135
428736,744,481,2340,180
432832,743,376,2628,225
436928,709,418,2970,225
441024,717,376,3312,270
445120,707,376,3618,315
449216,785,418,3942,405
453312,811,418,4320,405
457408,817,418,4698,450
461504,809,418,5040,495
465664,838,460,5436,585
469696,914,376,5832,630
473856,861,481,6264,630
477952,812,460,6696,630
482048,849,503,7182,720
486144,864,418,7686,765
490240,867,460,8190,765
494336,969,481,8784,810
498432,904,545,9342,855
502528,778,460,9882,810
506624,943,460,10512,900
510784,953,566,11160,945
514944,762,503,11772,855
519168,1023,376,12456,990
523456,971,545,13140,1035
527680,863,503,13824,990
531904,997,481,14562,990
536064,895,503,15282,1035
540352,900,503,16020,1080
544576,1036,460,16794,1125
548928,980,566,17604,1080
553216,987,587,18396,1125
557504,1018,481,19242,1170
561856,968,418,20106,1170
566144,1053,545,21024,1170
570496,1000,587,21960,1170
574848,957,524,22914,1170
579072,1046,503,23904,1215
583424,1006,524,24966,1170
587776,1018,524,26046,1170
592128,1048,566,27198,1170
596480,998,566,28350,1170
600768,994,545,29484,1125
605056,980,545,30726,1080
609344,1050,524,31986,1125
613696,1048,566,33246,1125
618048,1074,524,34578,1080
622400,1056,587,36018,990
626688,1006,545,37440,990
630912,931,587,38808,945
635136,916,524,40284,855
639296,1018,566,41868,810
643584,853,545,43362,720
647744,950,418,44928,720
651968,966,566,46566,630
656128,964,566,48186,585
660352,1015,524,49824,540
664640,998,608,51570,495
668800,1066,481,53316,450
673088,944,587,55098,315
677248,921,524,56952,225
681472,913,460,58806,180
685632,867,524,60678,90
689728,927,439,62568,0
693760,856,545,64440,-135
698048,900,481,66474,-180
702336,809,460,68454,-315
706560,913,460,70542,-360
710848,908,545,72666,-495
715136,824,481,74736,-585
719424,907,460,76896,-675
723648,735,545,79056,-855
727936,797,397,81270,-945
732224,671,481,83484,-1125
