1  	1	1	
2  	2	2	
3  	4	5	
4  	7	6	
5  	9	9	
6  	9	9	
7  	11	9	
8  	11	12	
9  	13	11	
10 	8	7	
11 	24	24	
12 	29	31	
13 	35	33	
14 	33	33	
15 	29	27	
16 	24	26	
17 	33	29	
18 	35	33	
19 	41	37	
20 	42	41	
21 	36	34	
22 	40	38	
23 	41	42	
24 	44	42	
25 	44	45	
26 	44	41	
27 	43	42	
28 	47	46	
29 	47	45	
30 	53	49	
31 	48	47	
32 	49	49	
33 	51	51	
34 	56	52	
35 	54	53	
36 	55	54	
37 	54	53	
38 	56	55	
39 	58	54	
40 	57	57	
41 	58	58	
42 	58	56	
43 	56	58	
44 	59	58	
45 	60	58	
46 	61	57	
47 	64	59	
48 	62	61	
49 	63	64	
50 	62	63	
51 	65	63	
52 	66	61	
53 	68	62	
54 	67	65	
55 	66	67	
56 	65	68	
57 	68	65	
58 	69	66	
59 	69	63	
60 	70	68	
61 	69	70	
62 	69	69	
63 	71	69	
64 	70	68	
65 	71	67	
66 	73	70	
67 	74	71	
68 	75	73	
69 	71	73	
70 	71	73	
71 	77	72	
72 	75	72	
73 	75	73	
74 	74	72	
75 	71	76	
76 	78	74	
77 	79	72	
78 	76	74	
79 	75	74	
80 	77	77	
81 	77	78	
82 	81	74	
83 	76	76	
84 	78	76	
85 	76	76	
86 	77	78	
87 	79	74	
88 	79	75	
89 	80	77	
90 	80	79	
91 	78	80	
92 	80	79	
93 	82	75	
94 	82	79	
95 	82	79	
96 	74	80	
97 	80	82	
98 	82	77	
99 	84	79	
100	82	77	
101	75	81	
102	84	82	
103	81	79	
104	85	79	
105	83	78	
106	80	81	
107	83	82	
108	81	82	
109	85	80	
110	83	79	
111	82	83	
112	81	84	
113	80	81	
114	83	81	
115	84	80	
116	82	82	
117	80	83	
118	80	83	
119	85	81	
120	87	79	
121	83	80	
122	82	83	
123	80	85	
124	86	83	
125	83	80	
126	84	80	
127	83	83	
128	81	83	
129	85	85	
130	83	81	
131	84	80	
132	84	83	
133	83	85	
134	83	86	
135	84	81	
136	86	84	
137	81	84	
138	83	86	
139	84	84	
140	86	83	
141	84	83	
142	83	84	
143	84	85	
144	83	87	
145	84	82	
146	83	84	
147	81	83	
148	84	84	
149	82	84	
150	84	82	
151	83	81	
152	83	82	
153	84	83	
154	83	84	
155	85	82	
156	83	84	
157	84	83	
158	82	83	
159	82	83	
160	83	83	
161	86	81	
162	82	82	
163	84	83	
164	82	83	
165	87	82	
166	84	81	
167	84	82	
168	83	82	
169	84	85	
170	84	81	
171	86	83	
172	82	81	
173	86	83	
174	83	82	
175	86	81	
176	86	83	
177	87	84	
178	85	82	
179	85	86	
180	84	82	
181	86	84	
182	83	81	
183	86	83	
184	84	83	
185	89	83	
186	84	84	
187	85	82	
188	87	84	
189	87	85	
190	86	82	
191	86	83	
192	86	82	
193	88	84	
194	85	82	
195	87	83	
196	84	83	
197	86	82	
198	86	83	
199	84	82	
200	89	83	
201	86	82	
202	87	82	
203	87	82	
204	87	83	
205	88	80	
206	85	84	
207	87	81	
208	85	85	
209	86	82	
210	86	83	
211	87	82	
212	86	82	
213	87	84	
214	87	83	
215	87	84	
216	89	83	
217	85	83	
218	85	84	
219	85	84	
220	85	85	
221	86	85	
222	87	82	
223	88	82	
224	88	82	
225	86	84	
226	89	82	
227	87	84	
228	85	84	
229	87	83	
230	83	84	
231	89	81	
232	87	83	
233	89	84	
234	89	81	
235	89	83	
236	88	82	
237	85	83	
238	86	82	
239	87	85	
240	85	84	
241	87	82	
242	87	83	
243	88	83	
244	88	83	
245	87	82	
246	87	81	
247	87	82	
248	89	81	
249	85	82	
250	87	82	
251	86	82	
252	88	83	
253	88	82	
254	86	83	
255	89	83	
256	87	81	
257	86	81	
258	88	82	
259	85	82	
260	87	84	
261	86	83	
262	89	84	
263	88	81	
264	87	84	
265	86	85	
266	88	83	
267	87	84	
268	84	83	
269	87	84	
270	86	83	
271	90	82	
272	86	84	
273	88	84	
274	89	84	
275	87	84	
276	88	83	
277	87	82	
278	88	82	
279	87	85	
280	87	83	
281	89	84	
282	88	84	
283	88	83	
284	87	82	
285	87	84	
286	87	82	
287	88	83	
288	87	85	
289	87	83	
290	88	84	
291	86	83	
292	87	83	
293	88	84	
294	87	84	
295	88	84	
296	88	83	
297	86	82	
298	87	83	
299	87	82	
300	87	83	
301	89	85	
302	87	85	
303	87	86	
304	88	83	
305	86	84	
306	88	82	
307	86	84	
308	87	85	
309	88	85	
310	87	86	
311	85	84	
312	86	86	
313	87	85	
314	87	87	
315	90	85	
316	88	85	
317	89	84	
318	88	84	
319	85	84	
320	88	84	
321	87	82	
322	87	85	
323	91	87	
324	88	86	
325	90	86	
326	88	85	
327	87	85	
328	86	86	
329	87	87	
330	85	85	
331	87	85	
332	88	86	
333	90	87	
334	86	86	
335	86	86	
336	87	85	
337	86	85	
338	88	85	
339	87	86	
340	88	84	
341	88	86	
342	87	86	
343	87	86	
344	87	86	
345	87	86	
346	88	85	
347	89	87	
