1  	0	2	
2  	2	3	
3  	5	6	
4  	7	8	
5  	10	9	
6  	10	11	
7  	12	11	
8  	13	12	
9  	14	9	
10 	18	26	
11 	30	35	
12 	41	39	
13 	36	38	
14 	39	36	
15 	31	31	
16 	33	37	
17 	38	39	
18 	46	46	
19 	51	50	
20 	49	44	
21 	44	49	
22 	53	54	
23 	51	52	
24 	55	58	
25 	56	53	
26 	55	56	
27 	64	61	
28 	62	61	
29 	65	69	
30 	66	65	
31 	64	66	
32 	68	69	
33 	69	67	
34 	72	73	
35 	74	72	
36 	71	73	
37 	71	75	
38 	76	75	
39 	79	76	
40 	80	79	
41 	81	81	
42 	81	83	
43 	83	86	
44 	82	81	
45 	86	86	
46 	87	86	
47 	88	91	
48 	88	91	
49 	89	87	
50 	93	94	
51 	93	91	
52 	93	98	
53 	92	93	
54 	97	94	
55 	99	97	
56 	100	102	
57 	98	100	
58 	102	104	
59 	101	98	
60 	104	104	
61 	100	103	
62 	104	106	
63 	102	103	
64 	106	107	
65 	106	107	
66 	108	107	
67 	108	108	
68 	111	111	
69 	108	110	
70 	113	111	
71 	109	111	
72 	115	113	
73 	108	114	
74 	119	115	
75 	117	117	
76 	117	116	
77 	118	119	
78 	116	115	
79 	119	119	
80 	117	121	
81 	121	115	
82 	120	124	
83 	122	120	
84 	120	122	
85 	120	123	
86 	126	119	
87 	118	126	
88 	122	118	
89 	124	125	
90 	122	125	
91 	127	122	
92 	125	129	
93 	126	124	
94 	125	126	
95 	121	123	
96 	126	121	
97 	126	131	
98 	126	123	
99 	128	128	
100	129	131	
101	126	123	
102	128	131	
103	129	125	
104	129	131	
105	132	132	
106	130	130	
107	130	132	
108	133	128	
109	126	130	
110	134	130	
111	134	132	
112	131	135	
113	136	133	
114	129	132	
115	133	134	
116	136	130	
117	132	135	
118	134	136	
119	137	134	
120	131	136	
121	134	133	
122	136	132	
123	133	138	
124	135	135	
125	137	134	
126	132	137	
127	135	132	
128	135	133	
129	134	139	
130	138	134	
131	138	136	
132	135	141	
133	138	134	
134	135	138	
135	137	138	
136	141	137	
137	137	137	
138	140	143	
139	137	133	
140	136	139	
141	138	140	
142	138	134	
143	138	141	
144	142	140	
145	140	137	
146	136	141	
147	138	136	
148	139	138	
149	137	142	
150	143	140	
151	146	142	
152	138	141	
153	138	138	
154	139	134	
155	136	140	
156	141	141	
157	143	138	
158	142	145	
159	139	140	
160	143	137	
161	140	140	
162	139	142	
163	146	141	
164	145	146	
165	141	145	
166	142	139	
167	140	140	
168	140	142	
169	145	142	
170	145	145	
171	142	145	
172	146	144	
173	143	142	
174	140	142	
175	145	142	
176	144	143	
177	140	145	
178	146	144	
179	145	143	
180	139	144	
181	143	142	
182	145	143	
183	140	142	
184	143	143	
185	146	141	
186	141	143	
187	143	144	
188	145	144	
189	143	142	
190	145	145	
191	143	145	
192	146	142	
193	146	147	
194	143	147	
195	145	142	
196	144	147	
197	142	146	
198	148	144	
199	147	145	
200	145	148	
201	148	145	
202	144	143	
203	140	144	
204	145	145	
205	148	145	
206	143	146	
207	149	150	
208	148	145	
209	142	141	
210	142	145	
211	145	142	
212	143	140	
213	143	149	
214	148	146	
215	148	143	
216	143	149	
217	147	146	
218	147	142	
219	145	147	
220	147	148	
221	147	144	
222	147	146	
223	144	148	
224	147	144	
225	145	143	
226	143	146	
227	148	146	
228	147	145	
229	148	147	
230	146	148	
231	145	145	
232	145	145	
233	144	148	
234	147	148	
235	148	143	
236	147	147	
237	144	148	
238	145	142	
239	143	143	
240	144	147	
241	149	146	
242	148	145	
243	146	148	
244	149	148	
245	146	143	
246	144	148	
247	147	147	
248	149	147	
249	146	146	
250	144	147	
251	148	145	
252	149	145	
253	147	148	
254	147	149	
255	149	145	
256	145	149	
257	145	146	
258	144	142	
259	148	145	
260	147	149	
261	148	146	
262	148	147	
263	147	148	
264	145	147	
265	144	142	
266	144	143	
267	144	148	
268	146	146	
269	149	144	
270	149	149	
271	146	149	
272	147	145	
273	146	148	
274	146	147	
275	149	145	
276	148	146	
277	145	148	
278	148	146	
279	149	146	
280	146	148	
281	145	148	
282	151	147	
283	147	149	
284	145	146	
285	147	146	
286	148	144	
287	145	148	
288	146	147	
289	150	147	
290	147	148	
291	145	146	
292	145	140	
293	144	145	
294	144	147	
295	147	145	
296	150	148	
297	148	149	
298	148	148	
299	146	144	
300	146	147	
301	147	149	
302	146	146	
303	147	145	
304	148	148	
305	148	148	
306	148	144	
307	148	147	
308	147	150	
309	150	146	
310	145	147	
311	143	144	
312	145	144	
313	149	145	
314	147	146	
315	147	148	
316	151	148	
317	147	146	
318	144	145	
319	145	143	
320	146	144	
321	144	145	
