0,0,-1.2,-0.052
0.00192,-0.000018,-1.2,-0.832
0.004288,-0.000126,-1.2,-1.066
0.006784,-0.00027,-1.2,-1.248
0.009344,-0.00045,-1.2,-1.144
0.011904,-0.000666,-1.2,-1.092
0.014592,-0.000936,-1.2,-1.17
0.01728,-0.00126,-1.2,-1.196
0.019904,-0.001674,-1.2,-1.092
0.022592,-0.002142,-1.2,-1.014
0.025344,-0.0027,-1.2,-1.092
0.028096,-0.003312,-1.2,-1.066
0.030848,-0.003978,-1.2,-1.17
0.033536,-0.004698,-1.2,-1.144
0.036288,-0.005454,-1.2,-1.248
0.03904,-0.006282,-1.2,-1.144
0.041792,-0.007164,-1.2,-1.092
0.044544,-0.008136,-1.2,-1.17
0.047296,-0.009162,-1.2,-1.3
0.050048,-0.010242,-1.2,-1.378
0.0528,-0.011376,-1.2,-1.274
0.055552,-0.012546,-1.2,-1.118
0.058304,-0.01377,-1.2,-1.222
0.061056,-0.015084,-1.2,-1.326
0.063744,-0.016452,-1.2,-1.144
0.066496,-0.017874,-1.2,-1.118
0.069248,-0.01935,-1.2,-1.144
0.072128,-0.020934,-1.2,-1.196
0.074944,-0.022572,-1.2,-1.092
0.07776,-0.024264,-1.2,-1.326
0.080576,-0.026046,-1.2,-1.274
0.083456,-0.027846,-1.2,-1.17
0.086272,-0.029736,-1.2,-1.404
0.089088,-0.031698,-1.2,-1.066
0.091904,-0.033696,-1.2,-1.118
0.094784,-0.035748,-1.2,-1.014
0.0976,-0.037854,-1.2,-1.196
0.100416,-0.04005,-1.2,-1.092
0.10336,-0.042354,-1.2,-1.196
0.10624,-0.04473,-1.2,-1.17
0.109184,-0.047178,-1.2,-1.066
0.112128,-0.049698,-1.2,-1.17
0.115072,-0.052272,-1.2,-1.17
0.117952,-0.0549,-1.2,-1.066
0.120896,-0.0576,-1.2,-1.248
0.12384,-0.060372,-1.2,-0.936
0.126656,-0.063108,-1.2,-1.404
0.1296,-0.066006,-1.2,-1.04
0.132544,-0.068958,-1.2,-1.28
0.135424,-0.071982,-1.2,-1.3
0.138368,-0.075078,-1.2,-1.066
0.141312,-0.078228,-1.2,-1.274
0.144192,-0.08145,-1.2,-1.222
0.147136,-0.084726,-1.2,-1.04
0.15008,-0.088074,-1.2,-1.196
0.153024,-0.091494,-1.2,-1.222
0.155904,-0.094968,-1.2,-1.014
0.158848,-0.098514,-1.2,-1.144
0.161792,-0.102096,-1.2,-1.404
0.164736,-0.10575,-1.2,-1.222
0.167616,-0.109476,-1.2,-0.988
0.170496,-0.11313,-1.2,-0.962
0.173312,-0.116856,-1.2,-1.144
0.176256,-0.120762,-1.2,-1.222
0.179136,-0.124686,-1.2,-1.04
0.18208,-0.128682,-1.2,-0.858
0.18496,-0.132588,-1.2,-0.78
0.187776,-0.136548,-1.2,-1.014
0.19072,-0.14067,-1.2,-1.04
0.1936,-0.144846,-1.2,-1.04
0.196544,-0.149058,-1.2,-0.858
0.199424,-0.15318,-1.2,-0.78
0.20224,-0.157356,-1.2,-0.768
0.205056,-0.161568,-1.2,-0.728
0.207936,-0.16578,-1.2,-0.806
0.210752,-0.170046,-1.2,-0.936
0.213568,-0.17433,-1.2,-1.014
