time(us),speed(um/sec),reference current(mA),current(mA)
76979968,0,3000,3068
76982784,0,3000,3094
76985536,0,3000,3042
76988352,0,3000,3094
76991104,0,3000,3120
76993920,0,3000,3016
76996672,0,3000,3042
76999488,0,3000,3068
77002240,0,3000,3094
77005056,0,3000,3094
77007808,0,3000,3120
77010624,0,3000,3042
77013376,0,3000,3094
77016192,0,3000,2990
77018944,0,3000,2964
77021760,0,3000,3042
77024512,0,3000,3016
77027328,0,3000,2990
77030080,0,3000,3016
78033728,0,-1415,-52
78036480,-6534,-1419,-1144
78039808,-48600,-1172,-1326
78043200,-63504,-1112,-1196
78046592,-84672,-1000,-1118
78049920,-118800,-787,-1066
78053312,-142884,-636,-832
78056640,-151200,-593,-754
78059904,-176256,-425,-624
78063232,-172800,-458,-468
78066560,-167400,-506,-494
78069824,-187272,-371,-494
78073152,-189000,-362,-442
78076416,-192780,-338,-390
78079744,-189000,-368,-364
78083008,-192780,-343,-390
78086336,-194400,-334,-338
78089664,-194400,-336,-260
78092928,-203796,-269,-286
78096256,-194400,-336,-260
78099520,-203796,-269,-286
78102848,-205200,-258,-338
78106112,-203796,-266,-512
78109440,-205200,-255,-286
78112704,-198288,-304,-234
78116032,-194400,-333,-312
78119296,-203796,-266,-338
78122624,-194400,-333,-286
78125888,-203796,-267,-442
78129216,-194400,-334,-312
78132480,-192780,-348,-338
78135808,-199800,-299,-364
78139072,-192780,-350,-260
78142400,-194400,-340,-286
78145728,-189000,-382,-312
78148992,-198288,-317,-312
78152320,-205200,-267,-312
78155584,-198288,-316,-260
78158912,-194400,-345,-208
78162176,-203796,-278,-286
78165504,-205200,-267,-234
78168768,-198288,-315,-286
78172096,-194400,-344,-338
78175360,-198288,-318,-390
78178688,-199800,-307,-364
78181952,-198288,-318,-338
78185280,-199800,-308,-312
78188544,-203796,-279,-312
78191872,-194400,-346,-338
78195200,-194400,-348,-442
78198464,-203796,-281,-364
78201792,-205200,-270,-286
78205056,-209304,-238,-208
78208384,-194400,-344,-182
78211648,-209304,-237,-286
78214976,-199800,-303,-182
78218240,-203796,-274,-338
78221568,-205200,-263,-260
78224832,-203796,-272,-286
78228160,-199800,-300,-286
78231424,-209304,-230,-286
78234752,-205200,-257,-260
78238016,-203796,-266,-234
78241344,-199800,-294,-286
78244608,-203796,-265,-338
78247936,-205200,-253,-260
78251200,-209304,-222,-286
78254528,-205200,-249,-256
78257792,-209304,-217,-208
78261120,-199800,-284,-182
78264384,-209304,-215,-208
78267712,-205200,-242,-208
78270976,-198288,-291,-260
78274304,-205200,-241,-338
78277568,-203796,-249,-234
78280896,-205200,-238,-286
78284160,-198288,-287,-286
78287488,-205200,-237,-364
78290752,-203796,-245,-260
78294080,-194400,-313,-312
78297344,-203796,-246,-338
78300672,-199800,-274,-286
78303936,-203796,-245,-182
78307264,-189000,-352,-208
78310528,-203796,-247,-312
78313856,-199800,-275,-234
78317120,-203796,-246,-234
78320448,-205200,-235,-286
78323712,-192780,-324,-156
78327040,-199800,-275,-234
78330304,-203796,-245,-260
78333632,-189000,-352,-286
78336896,-198288,-288,-390
78340224,-199800,-277,-338
78343488,-203796,-248,-364
78346816,-194400,-316,-312
78350080,-198288,-289,-286
78353408,-194400,-318,-286
78356736,-194400,-320,-312
78360000,-203796,-253,-338
78363328,-199800,-281,-286
78366592,-203796,-252,-208
78369920,-205200,-240,-208
78373184,-203796,-249,-182
78376512,-199800,-277,-234
78379776,-198288,-288,-256
78383104,-194400,-317,-234
78386368,-203796,-250,-364
78389696,-205200,-239,-312
78392960,-203796,-247,-286
78396288,-199800,-275,-286
78399552,-198288,-287,-286
78402880,-194400,-316,-260
78406144,-203796,-249,-286
78409472,-199800,-277,-286
78412736,-203796,-247,-286
78416064,-199800,-276,-260
78419328,-203796,-246,-208
78422656,-199800,-274,-286
78425920,-203796,-245,-182
78429248,-194400,-313,-208
78432512,-203796,-246,-260
78435840,-194400,-313,-312
78439168,-199800,-276,-260
78442432,-203796,-247,-364
78445760,-199800,-275,-260
78449024,-203796,-245,-260
78452352,-194400,-313,-286
78455616,-203796,-246,-312
78458944,-194400,-314,-286
78462208,-203796,-247,-338
78465536,-199800,-275,-260
78468800,-198288,-286,-260
78472128,-194400,-315,-260
78475392,-203796,-248,-260
78478720,-199800,-276,-256
78481984,-192780,-327,-286
78485312,-199800,-278,-286
78488576,-203796,-249,-208
78491904,-194400,-316,-182
78495232,-199800,-279,-208
78498496,-198288,-290,-182
78501824,-199800,-279,-260
78505088,-198288,-290,-390
78508416,-194400,-319,-512
78511680,-209304,-212,-364
78515008,-194400,-318,-182
78518272,-203796,-251,-312
78521600,-199800,-279,-286
78524864,-198288,-290,-286
78528192,-199800,-280,-286
78531456,-192780,-331,-390
78534784,-199800,-282,-286
78538048,-198288,-293,-286
78541376,-199800,-283,-260
78544704,-205200,-243,-260
78547968,-203796,-252,-182
78551296,-199800,-280,-208
78554560,-203796,-251,-260
78557888,-199800,-279,-338
78561152,-203796,-250,-338
78564480,-194400,-317,-260
78567744,-203796,-250,-338
78571072,-205200,-239,-208
78574336,-209304,-207,-312
78577664,-199800,-274,-234
78580928,-203796,-245,-286
78584256,-205200,-233,-338
78587520,-203796,-242,-256
78590848,-194400,-310,-286
78594112,-198288,-283,-208
78597440,-205200,-233,-234
78600704,-209304,-201,-208
78604032,-194400,-307,-156
78607296,-209304,-200,-260
78610624,-194400,-306,-208
78613888,-198288,-280,-260
78617216,-199800,-269,-286
78620480,-203796,-240,-312
78623808,-194400,-307,-286
78627072,-203796,-241,-338
78630400,-205200,-229,-286
78633664,-198288,-278,-286
78636992,-194400,-307,-338
78640320,-199800,-269,-260
78643584,-198288,-280,-286
78646912,-199800,-270,-286
78650176,-209304,-200,-286
78653504,-194400,-306,-156
78656768,-198288,-280,-234
78660096,-194400,-309,-260
78663360,-198288,-282,-234
78666688,-194400,-311,-234
78669952,-187272,-365,-286
78673280,-199800,-277,-390
78676608,-199800,-277,-312
78679872,-203796,-248,-364
78683200,-189000,-355,-512
78686464,-192780,-331,-286
78689792,-199800,-282,-512
78693056,-192780,-333,-312
78696384,-189000,-363,-390
78699648,-198288,-299,-390
78702976,-194400,-328,-260
78706240,-203796,-261,-286
78709568,-194400,-328,-260
78712832,-187272,-382,-286
78716160,-194400,-334,-286
78719488,-194400,-336,-260
78722752,-198288,-309,-286
78726080,-194400,-338,-390
78729344,-203796,-271,-416
78732672,-210600,-220,-260
78735936,-198288,-307,-234
78739264,-189000,-375,-286
78742528,-198288,-311,-390
78745856,-199800,-300,-390
78749120,-192780,-351,-338
78752448,-199800,-302,-390
78755776,-199800,-302,-416
78759040,-209304,-233,-338
78762368,-199800,-300,-260
78765632,-198288,-311,-312
78768960,-199800,-300,-286
78772224,-198288,-311,-312
78775552,-199800,-301,-286
78778816,-209304,-231,-312
78782144,-199800,-298,-182
78785408,-209304,-229,-260
78788736,-199800,-295,-256
78792000,-198288,-306,-234
78795328,-205200,-256,-286
78798592,-198288,-305,-338
78801920,-205200,-255,-416
78805184,-209304,-224,-286
78808512,-194400,-330,-260
78811840,-205200,-252,-286
78815104,-203796,-261,-260
78818368,-198288,-300,-286
78821696,-199800,-290,-312
78825024,-199800,-290,-286
78828288,-209304,-220,-234
78831616,-205200,-247,-234
78834880,-198288,-296,-130
78838208,-199800,-286,-260
78841472,-203796,-257,-286
78844800,-199800,-285,-338
78848064,-203796,-256,-312
78851392,-194400,-323,-412
78854656,-209304,-216,-390
78857984,-205200,-243,-208
78861248,-203796,-252,-260
78864576,-205200,-240,-208
78867840,-203796,-249,-286
78871168,-194400,-316,-234
78874432,-209304,-209,-286
78877760,-194400,-315,-208
78881024,-203796,-248,-256
78884352,-199800,-276,-208
78887616,-203796,-247,-286
78890944,-194400,-315,-260
78894208,-198288,-288,-208
78897536,-194400,-317,-338
78900800,-203796,-250,-364
78904128,-199800,-278,-286
78907392,-203796,-249,-208
78910720,-199800,-277,-312
78914048,-194400,-317,-286
78917312,-198288,-290,-312
78920640,-194400,-319,-390
78923904,-198288,-292,-390
78927232,-199800,-282,-260
78930496,-198288,-293,-234
78933824,-194400,-322,-338
78937088,-203796,-255,-338
78940416,-194400,-322,-260
78943680,-198288,-296,-286
78947008,-194400,-325,-286
78950272,-198288,-298,-286
78953600,-194400,-327,-208
78956928,-199800,-289,-338
78960192,-203796,-260,-260
78963520,-194400,-328,-234
78966784,-198288,-301,-338
78970112,-199800,-290,-312
78973376,-203796,-261,-338
78976704,-194400,-329,-312
78979968,-198288,-302,-512
78983296,-199800,-291,-338
78986560,-203796,-262,-312
78989888,-199800,-290,-338
78993152,-203796,-261,-312
78996480,-194400,-329,-182
78999744,-198288,-302,-286
79003072,-199800,-292,-208
79006400,-199800,-292,-260
79009664,-203796,-262,-260
79012992,-199800,-291,-208
79016256,-203796,-261,-260
79019584,-205200,-250,-286
79022848,-192780,-339,-312
79026176,-194400,-329,-312
79029440,-203796,-263,-338
79032768,-194400,-330,-286
79036032,-209304,-223,-312
79039360,-199800,-289,-286
79042624,-203796,-260,-312
79045952,-205200,-249,-286
79049216,-198288,-298,-130
79052544,-199800,-287,-260
79055808,-203796,-258,-208
79059136,-194400,-326,-234
79062400,-209304,-218,-260
79065728,-205200,-246,-156
79068992,-203796,-254,-182
79072320,-199800,-282,-156
79075584,-203796,-253,-512
79078912,-199800,-281,-312
79082176,-198288,-292,-312
79085504,-199800,-282,-364
79088832,-199800,-282,-338
79092096,-209304,-212,-312
79095424,-199800,-279,-234
79098688,-203796,-250,-234
79102016,-199800,-278,-208
79105280,-198288,-289,-234
79108608,-199800,-279,-286
79111872,-203796,-249,-260
79115200,-194400,-317,-104
79118464,-209304,-210,-286
79121792,-199800,-276,-182
79125056,-198288,-287,-208
79128384,-199800,-277,-286
79131648,-198288,-288,-286
79134976,-194400,-317,-208
79138240,-203796,-250,-390
79141568,-199800,-278,-312
79144896,-199800,-278,-234
79148160,-209304,-209,-312
79151488,-194400,-315,-512
79154752,-198288,-288,-286
79158080,-194400,-317,-364
79161344,-198288,-290,-312
79164672,-205200,-240,-312
79167936,-203796,-249,-208
79171264,-199800,-277,-182
79174528,-203796,-248,-234
79177856,-205200,-237,-234
79181120,-198288,-285,-234
79184448,-194400,-314,-338
79187712,-203796,-247,-312
79191040,-199800,-275,-312
79194304,-203796,-246,-286
79197632,-210600,-195,-312
79200896,-198288,-282,-234
79204224,-194400,-311,-234
79207488,-203796,-244,-390
79210816,-199800,-272,-260
79214080,-192780,-324,-260
79217408,-199800,-274,-312
79220736,-205200,-235,-234
79224000,-198288,-284,-208
79227328,-199800,-273,-208
79230592,-203796,-244,-286
79233920,-194400,-312,-182
79237184,-198288,-285,-364
79240512,-199800,-275,-208
79243776,-198288,-286,-182
79247104,-199800,-275,-312
79250368,-209304,-206,-364
79253696,-194400,-312,-260
79256960,-192780,-325,-338
79260288,-205200,-237,-312
79263552,-192780,-326,-260
79266880,-194400,-316,-338
79270208,-199800,-279,-286
79273472,-198288,-290,-260
79276800,-199800,-279,-286
79280064,-198288,-290,-312
79283392,-189000,-359,-260
79286656,-203796,-254,-312
79289984,-189000,-361,-208
79293248,-192780,-337,-260
79296576,-199800,-288,-286
79299840,-198288,-299,-312
79303168,-194400,-328,-286
79306496,-194400,-330,-364
79309760,-198288,-303,-364
79313088,-189000,-371,-286
79316352,-198288,-307,-338
79319680,-194400,-336,-390
79322944,-192780,-349,-442
79326272,-189000,-379,-286
79329536,-203796,-275,-442
79332864,-194400,-342,-234
79336192,-189000,-383,-286
79339456,-198288,-319,-390
79342784,-194400,-348,-234
79346048,-198288,-321,-512
79349376,-194400,-350,-364
79352640,-209304,-243,-338
79355968,-199800,-309,-208
79359232,-203796,-280,-208
79362560,-194400,-348,-156
79365824,-198288,-321,-286
79369152,-194400,-350,-390
79372480,-199800,-312,-442
79375744,-198288,-323,-390
79379072,-199800,-313,-512
79382336,-209304,-244,-234
79385664,-210600,-231,-234
79388928,-198288,-318,-234
79392256,-205200,-268,-260
79395520,-203796,-277,-364
79398848,-199800,-305,-260
79402112,-209304,-235,-260
79405440,-205200,-262,-182
79408704,-203796,-271,-182
79412032,-205200,-260,-234
79415296,-209304,-228,-208
79418624,-199800,-295,-312
79421888,-209304,-225,-338
79425216,-199800,-292,-286
79428480,-203796,-263,-338
79431808,-210600,-212,-512
79435072,-203796,-258,-512
79438400,-205200,-247,-260
79441664,-203796,-255,-312
79444992,-199800,-283,-208
79448256,-209304,-214,-286
79451584,-194400,-320,-156
79454848,-203796,-253,-234
79458176,-205200,-242,-182
79461440,-203796,-250,-234
79464768,-199800,-278,-260
79468032,-203796,-249,-260
79471360,-205200,-238,-286
79474624,-203796,-246,-208
79477952,-194400,-314,-260
79481216,-203796,-247,-338
79484544,-199800,-275,-208
79487808,-209304,-206,-312
79491136,-194400,-312,-208
79494400,-203796,-245,-312
79497728,-199800,-273,-286
79500992,-198288,-284,-260
79504320,-199800,-273,-234
79507584,-203796,-244,-286
79510912,-194400,-312,-260
79514176,-203796,-245,-260
79517504,-199800,-273,-260
79520832,-199800,-273,-208
79524096,-192780,-324,-182
79527424,-199800,-275,-286
79530688,-203796,-246,-364
79534016,-199800,-274,-286
79537280,-203796,-245,-364
79540608,-199800,-273,-338
79543872,-198288,-284,-338
79547200,-199800,-274,-312
79550464,-192780,-325,-312
79553792,-194400,-315,-512
79557056,-203796,-248,-286
79560384,-194400,-316,-260
79563648,-198288,-289,-338
79566976,-194400,-318,-312
79570304,-194400,-320,-234
79573568,-198288,-293,-260
79576896,-189000,-362,-182
79580160,-198288,-297,-312
79583488,-194400,-326,-338
79586752,-198288,-300,-338
79590080,-199800,-289,-364
79593344,-192780,-340,-312
79596672,-189000,-370,-390
79600000,-199800,-295,-416
79603264,-192780,-346,-338
79606592,-194400,-337,-364
79609856,-203796,-270,-364
79613184,-194400,-337,-338
79616448,-198288,-310,-338
79619776,-199800,-300,-338
79623040,-198288,-311,-286
79626368,-194400,-340,-286
79629632,-203796,-273,-338
79632960,-194400,-341,-208
79636224,-203796,-274,-390
79639552,-205200,-262,-260
79642816,-203796,-271,-260
79646144,-199800,-299,-312
79649408,-198288,-310,-338
79652736,-199800,-299,-312
79656064,-205200,-260,-390
79659328,-203796,-269,-390
79662656,-194400,-336,-338
79665920,-209304,-229,-338
79669248,-205200,-256,-286
79672512,-203796,-265,-208
79675840,-205200,-253,-260
79679104,-198288,-302,-234
79682432,-194400,-331,-260
79685696,-214812,-184,-312
79689024,-194400,-328,-260
79692288,-203796,-261,-182
79695616,-210600,-211,-512
79698880,-192780,-338,-234
79702208,-199800,-288,-338
79705472,-209304,-219,-390
79708800,-194400,-325,-260
79712064,-203796,-258,-364
79715392,-199800,-286,-286
79718656,-203796,-257,-286
79721984,-199800,-285,-234
79725248,-198288,-296,-260
79728576,-199800,-286,-286
79731840,-209304,-216,-338
79735168,-189000,-362,-260
79738432,-203796,-257,-260
79741760,-205200,-246,-234
79745024,-198288,-295,-156
79748352,-199800,-284,-182
79751680,-205200,-245,-260
79754944,-198288,-294,-512
79758272,-194400,-323,-338
79761536,-203796,-256,-338
79764864,-205200,-244,-234
79768128,-198288,-293,-286
79771456,-205200,-243,-312
79774720,-203796,-252,-234
79778048,-194400,-319,-286
79781312,-203796,-252,-338
79784640,-199800,-280,-286
79787904,-198288,-291,-286
79791232,-199800,-281,-208
79794496,-203796,-252,-260
79797824,-205200,-240,-286
79801088,-203796,-249,-260
79804416,-194400,-317,-156
79807680,-203796,-250,-312
79811008,-199800,-278,-512
79814272,-198288,-289,-286
79817600,-205200,-239,-312
79820864,-203796,-247,-312
79824192,-205200,-236,-260
79827456,-209304,-204,-312
79830784,-194400,-310,-260
79834048,-198288,-284,-286
79837376,-205200,-234,-286
79840640,-203796,-242,-234
79843968,-194400,-310,-234
79847232,-203796,-243,-286
79850560,-199800,-271,-312
79853824,-209304,-202,-260
79857152,-194400,-308,-156
79860416,-198288,-281,-512
79863744,-194400,-310,-208
79867072,-199800,-272,-260
79870336,-203796,-243,-208
79873664,-199800,-271,-338
79876928,-203796,-242,-390
79880256,-199800,-270,-312
79883520,-198288,-281,-260
79886848,-194400,-310,-338
79890112,-198288,-283,-286
79893440,-194400,-312,-260
79896704,-198288,-286,-312
79900032,-205200,-236,-312
79903296,-198288,-285,-208
79906624,-194400,-314,-234
79909952,-194400,-315,-286
79913216,-198288,-289,-286
79916544,-194400,-318,-260
