time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg),target(um)
0,-1432,-11,18,-4995,400
13568,-51,-1427,-18,-4770,800
18944,-477,-53,-360,-4590,1200
24384,958,-412,-522,-4275,1600
29888,341,1087,-1044,-4365,2000
35392,2341,326,-972,-3915,2400
40832,207,2460,-1062,-4050,2800
46336,-914,221,-198,-3960,3200
51776,-1547,-962,144,-4140,3600
57344,95,-1617,774,-3960,4000
62720,213,73,756,-4095,4400
67904,1454,221,936,-3735,4800
73216,-659,1530,738,-4005,5200
78656,1283,-687,1224,-3510,5600
84224,42,1277,1098,-3915,6000
89600,-23,51,1872,-3600,6400
94848,-2118,-53,1800,-3960,6800
100352,-808,-2166,2394,-3555,7200
106112,-2732,-856,1692,-3870,7600
111808,-1948,-2652,1260,-3330,8000
117568,-149,-2103,-522,-3375,8400
123328,1704,-74,-2250,-2790,8800
128960,3224,1763,-3960,-2340,9200
134656,2335,-53,-5472,-2250,9600
140288,841,2502,-6732,-2160,10000
145984,-937,854,-6768,-1710,10400
151680,-1800,-983,-7290,-2115,10800
157568,-269,-1849,-7218,-1485,11200
163456,-28,-264,-8064,-1575,11600
169216,1508,-11,-8424,-1395,12000
174912,901,1636,-9198,-1125,12400
180608,674,854,-9054,-1215,12800
186240,-892,791,-8874,-1305,13200
191936,-2455,-983,-8406,-1350,13600
197824,-1591,-2335,-8226,-1125,14000
203776,-363,-1680,-8604,-1215,14400
209664,1407,-307,-9198,-1035,14800
215488,2091,1446,-10116,-765,15200
221248,1267,2291,-10242,-585,15600
227072,933,1298,-10008,-675,16000
232768,212,1045,-9090,-540,16400
238336,-1417,199,-7938,-945,16800
244096,-756,-1384,-6876,-855,17200
249856,63,-793,-6102,-1035,17600
255488,841,94,-5616,-945,18000
260928,267,960,-5328,-990,18400
266496,-386,284,-4806,-810,18800
272064,-1033,-412,-4500,-1035,19200
277952,622,-1046,-3996,-945,19600
283712,764,643,-4050,-900,20000
289216,1940,770,-3708,-765,20400
294848,387,2038,-3438,-855,20800
300480,-441,432,-2592,-810,21200
306048,-1108,-455,-1872,-1035,21600
311936,556,-1088,-1062,-945,22000
317696,-804,601,-720,-1170,22400
323264,-193,-877,-270,-945,22800
328896,-113,-222,-450,-1035,23200
334656,2083,-95,-216,-900,23600
340160,871,2376,-396,-855,24000
345728,633,918,306,-630,24400
351040,-956,685,576,-1260,24800
356608,-291,-941,1674,-720,25200
362240,-1748,-328,1818,-1485,25600
368000,1,-1786,2412,-675,26000
373440,-1954,-32,1854,-1350,26400
379200,-371,-1849,1782,-765,26800
384896,410,-349,540,-990,27200
390336,1956,559,0,-405,27600
395584,1255,2228,-846,-540,28000
401216,3181,1361,-846,45,28400
406656,1492,3453,-756,-630,28800
412288,528,1573,702,-315,29200
417728,-1158,601,1800,-855,29600
423296,-2624,-1215,3582,-720,30000
429120,-1838,-2736,4536,-1035,30400
435008,-781,-1828,4680,-1035,30800
440768,407,-793,4644,-720,31200
446336,-186,368,3654,-990,31600
451840,1308,-201,3276,-270,32000
457472,-266,1340,2340,-720,32400
463104,1788,-222,2430,-90,32800
468672,-347,1932,1962,-495,33200
474304,1585,-412,2592,-90,33600
479808,-566,1678,2520,-810,34000
485440,1495,-581,3528,90,34400
490880,-594,1657,3474,-495,34800
496512,-762,-645,4734,-360,35200
502144,-710,-729,4590,-450,35600
507776,689,-772,5130,-180,36000
513344,-1343,495,4950,-450,36400
518976,750,-1405,5022,-180,36800
524608,-394,685,4320,-630,37200
530112,1724,-307,4716,45,37600
535552,-431,1742,3924,-675,38000
541184,759,-370,4824,180,38400
546688,-1464,706,4140,-855,38800
552256,773,-1384,5166,360,39200
557824,-407,791,4320,-315,39600
563328,1642,-328,4968,90,40000
568832,-488,1699,4320,-450,40400
574464,690,-391,5166,315,40800
579904,-1531,622,4788,-810,41200
585536,745,-1532,5670,450,41600
591040,-1347,728,4806,-675,42000
596672,901,-1236,5526,495,42400
602240,-1220,854,4212,-495,42800
607872,1010,-1131,4788,675,43200
613504,-1127,939,3366,-270,43600
619072,1049,-1067,3906,765,44000
624704,-1122,1023,2538,-315,44400
630400,1128,-1131,3006,990,44800
636032,-201,1066,1800,-225,45200
641664,2073,-95,2322,1305,45600
647232,-264,2249,1602,-45,46000
652736,936,-201,2628,1215,46400
658304,-1372,875,2304,-90,46800
663808,833,-1574,3600,1125,47200
669440,-400,791,3114,90,47600
674816,1730,-349,4050,1035,48000
680448,-476,1805,3672,225,48400
685952,668,-370,4770,945,48800
691392,-1522,664,4572,-45,49200
696960,677,-1511,5580,945,49600
702464,-1378,643,5130,-45,50000
708032,809,-1384,5778,855,50400
713536,-1187,812,5022,270,50800
719104,925,-1088,5454,900,51200
724608,-1104,981,4572,360,51600
730176,1004,-1004,4914,1080,52000
735872,-1104,897,4050,405,52400
741376,1025,-1067,4446,1260,52800
747136,-1108,1002,3510,495,53200
752704,1070,-1173,3924,1575,53600
758464,-1098,1066,2916,585,54000
764032,1112,-1046,3330,1845,54400
769792,-1077,1129,2250,810,54800
775424,1086,-1131,2862,1800,55200
781120,-179,1066,1818,900,55600
786688,2029,-53,2610,2160,56000
792192,-305,2122,1980,720,56400
797696,1768,-222,3312,2070,56800
803328,-552,1763,3132,765,57200
808896,703,-476,4824,1935,57600
814400,-1532,706,4626,720,58000
819968,661,-1427,6066,1665,58400
825600,-1427,580,5652,720,58800
831104,766,-1384,6588,1665,59200
836736,-1291,770,5940,900,59600
842240,868,-1194,6516,1800,60000
847872,-1236,833,5670,945,60400
853376,960,-1046,5976,2070,60800
859008,-1169,918,5004,1170,61200
864640,1022,-1004,5292,2160,61600
870336,-1055,1002,4212,1620,62000
876032,1061,-941,4590,2205,62400
881664,-993,1023,3582,1755,62800
887296,1170,-898,3960,2655,63200
892928,-79,1192,3096,1935,63600
898432,2029,9,3582,2835,64000
903808,-149,2080,3096,2025,64400
909440,1041,-74,4032,3060,64800
914944,-1191,1066,3978,2070,65200
920640,984,-1194,5076,2970,65600
926272,-1085,939,4932,2250,66000
931904,1002,-1046,5868,2700,66400
937600,-1020,1045,5490,2385,66800
943296,1104,-1046,6264,3015,67200
948992,-942,1192,5652,2565,67600
954624,1128,-772,6372,3105,68000
960256,-958,1192,5634,2565,68400
965888,1158,-877,6372,3330,68800
971456,-940,1235,5508,2565,69200
977088,1176,-877,6210,3375,69600
982720,-912,1298,5256,2745,70000
988352,1243,-814,6192,3780,70400
993984,-929,1256,5256,2745,70800
999552,1273,-919,6246,4050,71200
1005184,-954,1319,5328,2700,71600
1010880,1336,-919,6390,4320,72000
1016640,-846,1340,5580,3330,72400
1022336,1315,-856,6642,4320,72800
1028032,-824,1319,5904,3510,73200
1033792,1359,-941,6966,4500,73600
1039488,-812,1383,6174,3465,74000
1045184,1462,-793,7218,5040,74400
1050880,1417,1446,6426,4185,74800
1056640,3533,1467,7614,4905,75200
1062336,1019,326,7542,3780,75600
1067968,3390,1108,8892,5175,76000
1073664,1553,94,9288,3825,76400
1079232,2495,1657,10620,5220,76800
1084992,1513,2650,11610,4185,77200
1090816,703,1615,13716,4725,77600
1096512,-1094,706,15408,3915,78000
1102336,-348,-1236,17964,4590,78400
1108224,400,-328,19386,3915,78800
1113920,2101,516,21348,4410,79200
1119616,1387,2312,22554,3915,79600
1125440,2720,1594,25020,4185,80000
1131264,990,3009,27036,3870,80400
1136960,-855,1066,30402,3735,80800
1142784,-2578,-898,33210,3105,81200
1148608,-819,-2504,36270,3330,81600
1154560,177,-772,38232,2970,82000
1160256,1009,199,40050,3195,82400
1165952,2473,1108,41400,2880,82800
1171776,4037,2693,43344,3510,83200
1177536,2933,854,45540,2610,83600
1183232,2358,3157,48186,3060,84000
1189056,301,2714,51606,2205,84400
1194752,691,305,55458,2565,84800
1200384,-934,728,59202,1665,85200
1206080,556,-898,63540,1845,85600
1211840,-864,622,66960,1350,86000
1217536,-312,-835,70938,1125,86400
1223360,-860,-349,73890,675,86800
1229056,758,-877,77400,810,87200
1234688,-659,791,79776,225,87600
1240320,-54,-645,82800,450,88000
1245952,-620,-53,85050,0,88400
1251328,929,-645,87426,450,88800
1256960,-552,1002,89424,-270,89200
1262784,95,-539,91890,225,89600
1268352,-528,94,93510,-450,90000
1273984,1100,-560,95814,135,90400
1279680,-390,1171,97182,-495,90800
1285504,1118,-391,99396,0,91200
1290944,-315,1235,100656,-540,91600
1296832,1118,-264,102906,-450,92000
1302720,1895,1319,104418,-180,92400
1308608,1032,1911,106704,-630,92800
1314496,2438,1192,109134,-225,93200
1320384,632,2650,111834,-990,93600
1326144,-1132,770,115398,-720,94000
1332032,-2846,-1257,118422,-1305,94400
1338176,-1010,-2927,121770,-1305,94800
1344320,84,-1088,123678,-1530,95200
1350208,953,94,125496,-1350,95600
1355968,2488,960,126666,-1350,96000
1361856,1756,2693,128358,-1350,96400
1367808,743,1826,130698,-1530,96800
1373696,-113,833,133272,-1575,97200
1379584,-1815,-159,136116,-2025,97600
1385600,-1088,-1786,138906,-1980,98000
1391744,-201,-1110,140976,-2385,98400
1397824,731,-138,142632,-2025,98800
1403712,94,770,143982,-2295,99200
1409408,1569,115,145404,-2025,99600
1415296,950,1488,146664,-2025,100000
1421248,121,1045,148680,-2115,100400
1427264,-1579,157,150516,-2205,100800
1433280,-3206,-1638,152442,-2565,101200
1439552,-2186,-3307,153702,-2295,101600
1445760,-1015,-2229,153882,-2385,102000
1452032,-539,-1046,153090,-1845,102400
1458176,1226,-539,151866,-1575,102800
1464256,2945,1298,150624,-1080,103200
1470272,2145,3242,149886,-675,103600
1476224,1695,2270,150102,-585,104000
1482240,773,1805,150930,-540,104400
1488128,-78,812,152460,-585,104800
1493888,463,-95,154008,-675,105200
1499712,1130,495,155646,-810,105600
1505600,1764,1192,157302,-720,106000
1511552,61,1953,159246,-855,106400
1517376,-838,73,161514,-1080,106800
1523264,738,-835,163548,-1080,107200
1529216,-708,791,165762,-1350,107600
1535168,-145,-708,167724,-1440,108000
1541248,1596,-117,169416,-1395,108400
1547328,989,1721,171252,-1440,108800
1553280,-783,1087,173178,-1530,109200
1559360,-1582,-793,175320,-1665,109600
1565504,-762,-1490,177192,-1710,110000
1571648,118,-750,178506,-1935,110400
1577600,971,115,179406,-1620,110800
1583552,2552,1066,180108,-1620,111200
1589568,1804,2840,181278,-1530,111600
1595584,780,2016,182952,-1575,112000
1601600,-169,833,185094,-1845,112400
1607552,-1844,-159,187560,-2070,112800
1613696,-1147,-1976,189774,-2250,113200
1619904,-149,-1215,191430,-2295,113600
1626048,713,-138,192546,-2385,114000
1632000,2372,770,193446,-2160,114400
1638016,1642,2587,194490,-2160,114800
1644032,654,1869,196164,-2205,115200
1650048,-267,685,198180,-2430,115600
1656000,-1890,-286,200466,-2475,116000
1662144,-3498,-1955,202464,-2880,116400
1668352,-2473,-243,204120,-2745,116800
1674496,-1798,-2525,205020,-3060,117200
1680768,336,-1722,205146,-2610,117600
1686784,1504,453,204858,-2655,118000
1692800,3040,1615,204444,-2250,118400
1698880,2810,3347,204552,-2070,118800
1704896,803,3178,205650,-2070,119200
1710912,-1216,854,207504,-2250,119600
1716928,-2014,-1194,209628,-2565,120000
1723200,-1126,-1976,211374,-2610,120400
1729408,-134,-1088,212400,-2655,120800
1735552,744,-74,212814,-2565,121200
1741440,2338,875,213120,-2520,121600
1747456,1613,2523,213570,-2430,122000
1753472,639,1678,214632,-2430,122400
1759488,-223,622,216072,-2475,122800
1765440,-1894,-222,217746,-2790,123200
1771584,-1168,-1807,219258,-2835,123600
1777792,-201,-1152,220104,-2880,124000
1783936,676,-201,220536,-2835,124400
1789888,2318,749,220626,-2700,124800
1795904,1609,2481,221004,-2610,125200
1801920,630,1678,221886,-2655,125600
1807936,-243,791,223182,-2745,126000
1813888,-1921,-201,224712,-2970,126400
1820032,-1205,-1870,225936,-3060,126800
1826240,-242,-1152,226620,-3150,127200
1832384,650,-243,226782,-3015,127600
1838336,1622,706,226674,-2880,128000
1844352,1512,1742,226800,-2790,128400
1850368,650,1573,227268,-2745,128800
1856384,-208,685,228150,-2835,129200
1862336,-1844,-201,229122,-2925,129600
1868480,-1140,-1828,229950,-3060,130000
1874752,-128,-1067,230148,-2925,130400
1880832,32,-117,229896,-2970,130800
1886720,1597,51,229536,-2655,131200
1892608,900,1784,229158,-2655,131600
1898624,627,918,229356,-2610,132000
1904512,-988,664,229626,-2520,132400
1910464,-2665,-1004,230130,-2835,132800
1916672,-1756,-2652,230148,-2565,133200
1922944,-1356,-1765,229302,-2700,133600
1929152,575,-1363,227898,-2160,134000
1935232,2327,622,226062,-2070,134400
1941248,1607,2439,224658,-1710,134800
1947264,592,1721,223866,-1530,135200
1953280,-269,643,223866,-1575,135600
1959232,-1286,-286,224010,-1575,136000
1965376,-553,-1384,224226,-1665,136400
1971520,-288,-581,224028,-1485,136800
1977600,-938,-264,223740,-1620,137200
1983616,675,-962,223236,-1350,137600
1989632,1435,749,222642,-1305,138000
1995584,-261,1594,222408,-1260,138400
2001664,-1175,-264,222390,-1170,138800
2007808,-1191,-1194,222480,-1260,139200
2014080,-967,-1257,222264,-1260,139600
2020224,-146,-983,221706,-1170,140000
2026240,646,-180,220824,-945,140400
2032192,2,664,220086,-855,140800
2037824,-718,9,219510,-765,141200
2043520,-1360,-750,218952,-675,141600
2049600,-627,-1363,218358,-630,142000
2055680,222,-624,217368,-450,142400
2061568,1847,221,216360,-270,142800
2067456,1190,1995,215496,0,143200
2073088,278,1235,215262,0,143600
2078592,-711,284,215316,-135,144000
2084480,-52,-729,215586,-90,144400
2090240,706,-32,215748,-135,144800
2096064,105,770,215820,-225,145200
2101888,-570,136,216000,-135,145600
2107776,-1200,-581,216126,-225,146000
2113856,-407,-1257,216162,-225,146400
2119936,-180,-433,215820,-135,146800
2125888,501,-159,215388,-90,147200
2131712,-131,516,214938,0,147600
2137216,-817,-117,214740,45,148000
2143040,-1462,-772,214434,90,148400
2148928,-739,-1553,214002,135,148800
2154944,122,-708,213372,270,149200
2160704,806,94,212418,270,149600
2166336,2325,791,211734,720,150000
2172160,1524,2587,211302,585,150400
2178048,1192,1552,211644,720,150800
2183936,327,1256,212346,405,151200
2189696,-1316,390,213606,315,151600
2195584,-2913,-1300,214704,45,152000
2201536,-2042,-2842,215334,0,152400
2207296,-1655,-1997,215100,0,152800
2213120,158,-1617,214326,270,153200
2219008,1904,199,212940,360,153600
2224832,3417,2080,211698,630,154000
2230720,2481,221,210996,765,154400
2236480,900,2671,210564,720,154800
2242304,-350,939,211068,675,155200
2248064,-1037,-349,211572,765,155600
2254016,-2579,-1046,212220,315,156000
2260096,-1654,-2694,212454,630,156400
2266176,-1273,-1511,211788,450,156800
2272256,579,-1363,210798,855,157200
2278144,2293,685,209250,945,157600
2283904,1588,2502,208206,1170,158000
2289920,583,1636,207684,1350,158400
2295744,335,601,207810,1170,158800
2301568,975,347,208170,1350,159200
2307392,-585,1045,208764,1125,159600
2313344,-19,-560,209502,1170,160000
2319168,742,9,210024,1170,160400
2324800,139,812,210690,945,160800
2330560,-547,136,211194,945,161200
2336320,986,-708,211824,900,161600
2342144,1778,1066,212310,945,162000
2348032,116,1890,213030,810,162400
2353856,-743,178,214002,720,162800
2359616,-1378,-772,214866,540,163200
2365632,-578,-1321,215712,450,163600
2371584,302,-603,215874,450,164000
2377408,1085,326,215892,540,164400
2383168,1943,1171,215874,630,164800
2389056,1763,2080,216162,540,165200
2394944,895,1869,217026,585,165600
2400768,-12,918,218160,225,166000
2406464,-1578,9,219708,225,166400
2412160,-973,-1680,220914,-90,166800
2418176,-39,-1004,221850,-135,167200
2424128,776,-11,222354,-225,167600
2429952,2403,833,222660,45,168000
2435648,1679,2650,223146,-135,168400
2441664,690,1805,224208,-180,168800
2447488,-195,685,225666,-450,169200
2453440,-1845,-222,227358,-675,169600
2459456,-1157,-1891,228906,-900,170000
2465600,-185,-1152,229752,-990,170400
2471680,702,-159,230220,-900,170800
2477568,116,728,230364,-945,171200
2483392,-575,136,230562,-945,171600
2489280,993,-581,230706,-900,172000
2495168,1761,1087,230796,-900,172400
2501120,94,1890,231156,-900,172800
2506944,-763,94,231714,-945,173200
2512768,-1386,-708,232326,-1035,173600
2518912,-597,-1384,232650,-1170,174000
2525056,-320,-433,232542,-945,174400
2531008,1238,-264,232092,-1035,174800
2537088,2866,1319,231660,-810,175200
2543104,2659,3009,231678,-810,175600
2549056,707,2925,232416,-900,176000
2554944,-1221,749,233892,-1035,176400
2561024,-1997,-1257,235512,-1305,176800
2567232,-1139,-2039,236862,-1530,177200
2573440,-149,-1194,237384,-1665,177600
2579584,749,-138,237438,-1575,178000
2585600,-514,770,237348,-1530,178400
2591552,-1310,-518,237258,-1530,178800
2597696,337,-1257,237078,-1440,179200
2603776,-1128,453,236610,-1530,179600
2609792,-570,-1110,236178,-1440,180000
2616000,1240,-560,235368,-1080,180400
2622016,603,1277,234630,-1170,180800
2628032,-1153,601,234270,-990,181200
2633984,-2867,-1194,233928,-1125,181600
2640192,-1102,-2884,233442,-1080,182000
2646464,2,-1025,232218,-855,182400
2652288,752,30,230652,-765,182800
2657984,2302,833,229194,-225,183200
2663872,1490,2481,228042,-315,183600
2669824,481,1530,227646,-180,184000
2675712,270,537,227736,-180,184400
2681536,-1316,221,228168,-360,184800
2687488,-664,-1279,228582,-405,185200
2693568,229,-624,228618,-405,185600
2699456,315,242,228528,-450,186000
2705280,-383,432,228384,-405,186400
2711168,-1115,-349,228312,-405,186800
2717184,-1761,-1067,228150,-405,187200
2723328,-987,-1786,227718,-450,187600
2729408,-68,-983,226818,-225,188000
2735296,698,-74,225738,-90,188400
2741056,69,770,224712,45,188800
2746560,-633,30,223866,180,189200
2752320,-1281,-581,223146,270,189600
2758272,-598,-1363,222282,225,190000
2764288,274,-603,221220,540,190400
2770112,1864,284,219960,630,190800
2775936,1192,1974,219024,810,191200
2781760,248,1214,218484,765,191600
2787584,-1345,263,218484,990,192000
2793472,-2336,-1427,218574,675,192400
2799552,-2062,-2293,218358,855,192800
2805568,-1127,-2081,217350,810,193200
2811648,780,-1088,215856,1080,193600
2817600,2529,875,214056,1440,194000
2823488,1773,2756,212652,1620,194400
2829440,734,1847,212004,1755,194800
2835328,-193,812,211986,1710,195200
2841216,-1207,-180,212364,1665,195600
2847296,-497,-1257,212688,1485,196000
2853312,410,-497,212724,1575,196400
2859200,487,432,212616,1530,196800
2865024,-209,453,212562,1620,197200
2870912,-959,-222,212508,1530,197600
2876864,610,-1025,212490,1575,198000
2882880,1409,664,212292,1710,198400
2888768,416,1509,212310,1665,198800
2894592,-359,495,212562,1710,199200
2900480,-1056,-328,212976,1485,199600
2906560,-280,-1131,213318,1530,200000
2912640,607,-264,213336,1575,200400
2918464,1048,685,213282,1530,200000
2924352,3180,1150,213300,1710,199600
2930368,2420,3474,213804,1710,199200
2936320,1302,2566,215118,1485,198800
2942272,338,1383,217170,1395,198400
2948160,-1447,326,219564,810,198000
2954048,-840,-1469,221994,585,197600
2960000,6,-856,223992,270,197200
2965632,756,-32,225540,135,196800
2971392,159,833,226980,0,196400
2976832,-533,284,228366,-225,196000
2982720,988,-539,229788,-360,195600
2988608,1704,1108,231138,-585,195200
2994560,34,1763,232740,-630,194800
3000384,-834,30,234432,-855,194400
3006144,-1474,-856,236214,-1125,194000
3012352,-667,-1469,237672,-1350,193600
3018496,255,-666,238662,-1350,193200
3024448,1013,284,239184,-1485,192800
3030400,2600,1129,239706,-1350,192400
3036480,1802,2777,240498,-1440,192000
3042560,752,1932,241884,-1620,191600
3048512,-176,875,243774,-1890,191200
3054464,-1865,-138,245826,-2160,190800
3060608,-1188,-1870,247734,-2430,190400
3066880,-246,-1173,248958,-2700,190000
3073024,628,-201,249714,-2700,189600
3078976,27,685,250200,-2790,189200
3084800,-664,51,250668,-2790,188800
3090688,890,-666,251010,-2835,188400
3096704,1656,960,251280,-2925,188000
3102656,2233,1784,251766,-2790,187600
3108736,1303,2481,252522,-3015,187200
3114816,300,1383,254034,-3150,186800
3120768,-568,368,255744,-3465,186400
3126720,-2207,-539,257598,-3780,186000
3132928,-1474,-2272,259038,-4050,185600
3139136,-467,-1490,259740,-4185,185200
3145280,444,-433,259848,-4185,184800
3151296,1439,495,259578,-4140,184400
3157248,1354,1594,259614,-4050,184000
3163328,461,1488,259920,-4230,183600
3169280,-375,474,260694,-4275,183200
3175296,-2034,-391,261504,-4500,182800
3181440,-1329,-2124,262134,-4725,182400
3187648,-989,-1321,262134,-4680,182000
3193792,-222,-1025,261504,-4815,181600
3199936,1542,-222,260658,-4455,181200
3206016,839,1615,259722,-4500,180800
3211968,-75,875,259398,-4410,180400
3217920,-1844,-74,259218,-4590,180000
3223936,-3510,-1828,259182,-4815,179600
3230208,-2597,-243,258732,-4680,179200
3236352,-1075,-2652,257868,-4950,178800
3242624,976,-983,256374,-4500,178400
3248576,-530,1023,254844,-4635,178000
3254656,-15,-539,253350,-4320,177600
3260608,-648,9,251874,-4320,177200
3266432,-1313,-645,250686,-4185,176800
3272576,-1962,-1279,249246,-4230,176400
3278848,-1138,-1955,247338,-4140,176000
3285120,-160,-1173,245034,-3780,175600
3291264,642,-138,242424,-3645,175200
3297280,2267,685,239868,-3195,174800
3303232,1486,2397,237780,-3105,174400
3309312,414,1467,236358,-3150,174000
3315264,-442,495,235602,-2925,173600
3321280,-2222,-433,235116,-3330,173200
3327360,-1541,-2039,234648,-3285,172800
3333632,-626,-1532,233370,-3330,172400
3339776,203,-560,231894,-3330,172000
3345792,1855,199,230292,-3060,171600
3351744,1129,1953,228780,-3060,171200
3357824,124,1192,228078,-3105,170800
3363776,-776,94,227682,-3285,170400
3369664,-2390,-750,227574,-3330,170000
3375808,-3997,-2251,227178,-3600,169600
3382016,-3033,-793,226170,-3510,169200
3388224,-2347,-3180,224712,-3735,168800
3394432,-241,-2166,222228,-3330,168400
3400640,1656,-222,219510,-3240,168000
3406656,2373,1721,216558,-2790,167600
3412736,1431,2566,214344,-2700,167200
3418816,366,1488,212886,-2610,166800
3424768,-594,495,212202,-2880,166400
3430784,-2307,-645,211770,-2970,166000
3436928,-3891,-2314,211050,-3060,165600
3443136,-2940,-645,209880,-3105,165200
3449280,-2272,-2927,208224,-3285,164800
3455552,-207,-2356,205686,-3015,164400
3461696,1708,-201,202770,-2880,164000
3467776,1073,1763,199836,-2610,163600
3473856,156,1002,197280,-2340,163200
3479808,-1542,157,195426,-2115,162800
3485888,-3294,-1511,193662,-2565,162400
3492160,-2339,-53,191790,-2025,162000
3498176,-3145,-2335,189576,-2565,161600
3504448,-1105,-3096,186858,-2025,161200
3510720,-5,-1152,183078,-1935,160800
3516672,840,-11,179352,-1485,160400
3522560,2378,897,175464,-1260,160000
3528576,1646,2545,172224,-765,159600
3534528,579,1657,169668,-855,159200
3540416,-295,622,167940,-675,158800
3546304,-1997,-286,166500,-855,158400
3552384,-1337,-2018,165132,-855,158000
3558528,-440,-1384,163188,-945,157600
3564608,417,-391,160902,-720,157200
3570496,-212,432,158670,-720,156800
3576384,-938,-159,156528,-675,156400
3582400,655,-919,154314,-450,156000
3588288,-823,728,152190,-585,155600
3594176,-288,-772,150228,-405,155200
3600192,-853,-222,148014,-315,154800
3606144,-1537,-941,145998,-450,154400
3612224,-743,-1574,143622,-225,154000
3618304,103,-729,140868,-225,153600
3624256,881,94,138186,135,153200
3629888,220,939,135648,135,152800
3635584,-490,178,133362,495,152400
3641408,-1206,-518,131130,360,152000
3647360,-2727,-1321,129042,360,151600
3653440,-1888,-2546,126288,495,151200
3659520,-859,-1786,123012,720,150800
3665536,965,-898,119286,900,150400
3671296,2647,1023,115416,1350,150000
3677312,1896,2650,111978,1755,149600
3683264,836,2016,109332,1710,149200
3689152,-66,854,107550,1935,148800
3694976,-1770,-74,106128,1755,148400
3700928,-1157,-1891,104904,1665,148000
3707072,-233,-1152,103068,1710,147600
3713152,570,-201,101142,1755,147200
3719040,-69,601,99234,1755,146800
3724736,-775,-95,97524,1845,146400
3730560,754,-772,95850,1980,146000
3736384,-718,749,94266,1800,145600
3742208,-192,-708,92934,1935,145200
3748096,1437,-117,91242,2025,144800
3753984,732,1615,90162,1755,144400
3759808,-1015,770,89190,1845,144000
3765696,-2705,-1046,88524,1755,143600
3771776,-1039,-2631,87714,1530,143200
3777856,-30,-1131,86292,1530,142800
3783744,748,-53,84618,1575,142400
3789440,125,812,82926,1665,142000
3795200,-626,115,81648,1710,141600
3800960,-1298,-624,80226,1710,141200
3806976,-597,-1321,78912,1620,140800
3812928,210,-539,77256,1665,140400
3818752,900,221,75564,1710,140000
3824512,243,960,74124,1845,139600
3830208,-538,284,72774,1800,139200
3836032,-1264,-349,71784,1665,138800
3841984,-2806,-1321,70470,1620,138400
3848064,-1978,-2863,68958,1665,138000
3854144,-912,-2060,66528,1800,137600
3860096,949,-877,63720,2025,137200
3865920,2619,960,60750,2295,136800
3871744,1890,2862,58176,2610,136400
3877632,854,1995,56412,2745,136000
3883392,-104,854,55260,2520,135600
3889216,-1757,-138,54720,2565,135200
3895168,-3369,-1828,54018,2295,134800
3901248,-2451,-95,53172,2385,134400
3907136,-1876,-2462,52020,2115,134000
3913216,-836,-1912,50022,2385,133600
3919168,978,-793,48042,2475,133200
3924992,2632,1023,45594,2700,132800
3930880,1874,2777,43794,2925,132400
3936768,843,1995,42660,3015,132000
3942528,-112,875,42354,2790,131600
3948352,-1109,-117,42480,2745,131200
3954304,-2668,-1131,42516,2340,130800
3960384,-2465,-2821,42300,2295,130400
3966400,-1434,-2567,41040,2295,130000
3972480,-408,-1448,39384,2430,129600
3978432,1362,-412,37026,2610,129200
3984384,3007,1488,34866,2880,128800
3990272,2165,3178,33210,3015,128400
3996160,1055,2333,32580,2970,128000
4001984,744,1108,32670,2880,127600
4007808,-938,770,33228,2520,127200
4013632,-2551,-941,34110,2295,126800
4019584,-1736,-2525,34344,2160,126400
4025600,-1373,-1743,34110,1980,126000
4031680,446,-1342,33102,2025,125600
4037632,2204,537,31824,2205,125200
4043392,1486,2291,30744,2250,124800
4049280,491,1509,30276,2160,124400
4055104,-596,537,30348,2115,124000
4060928,-2199,-603,30582,1800,123600
4066880,-1423,-2103,30762,1710,123200
4072960,-1079,-1469,30222,1710,122800
4078976,656,-1025,29340,1620,122400
4084864,2348,706,28134,1800,122000
4090688,1618,2502,27360,1935,121600
4096576,590,1699,27108,1845,121200
4102400,331,601,27414,1620,120800
4108096,-1192,432,28098,1575,120400
4113984,-2835,-1257,28692,1080,120000
4120000,-1934,-2948,28926,1125,119600
4126080,-1482,-1912,28080,1080,119200
4132160,-548,-1342,26856,1215,118800
4138112,1216,-708,24894,1485,118400
4144000,2863,1319,23094,1665,118000
4149888,2028,3178,21762,1755,117600
4155776,930,2207,21240,1800,117200
4161536,637,1002,21402,1710,116800
4167360,-1047,685,22014,1305,116400
4173248,-446,-1088,22752,1305,116000
4179200,358,-391,23058,1035,115600
4185024,1098,368,23382,1035,115200
4190784,450,1192,23526,900,114800
4196544,-303,474,23994,810,114400
4202240,-978,-307,24336,585,114000
4208000,-287,-1004,24714,450,113600
4213952,-122,-201,24696,450,113200
4219712,-1666,-117,24588,270,112800
4225664,-2340,-1743,24282,225,112400
4231616,-556,-2504,23436,315,112000
4237504,396,-518,22158,315,111600
4243264,1105,390,20682,540,111200
4248960,445,1192,19296,765,110800
4254656,-364,453,18378,765,110400
4260416,-1084,-328,17568,765,110000
4266304,-401,-1067,16794,900,109600
4272192,346,-349,15822,855,109200
4277888,1013,390,14904,990,108800
4283584,317,1066,14040,1035,108400
4289408,-470,305,13536,1125,108000
4295232,-1220,-455,13104,900,107600
4301120,-2744,-1194,12726,810,107200
4307072,-1930,-2758,11844,945,106800
4313024,-915,-1912,10368,1035,106400
4319040,15,-941,8406,1215,106000
