time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg),target(um)
7507904,-611,-1004,-158904,90,-119600
7513984,-188,-561,-158454,-45,-120000
7520000,171,-138,-158310,-135,-120400
7526080,756,178,-158310,-135,-120800
7532032,521,875,-158256,-180,-121200
7538048,188,558,-158022,-225,-121600
7544000,-107,178,-157698,-315,-122000
7550080,-361,-96,-157374,-450,-122400
7556160,-57,-286,-157068,-495,-122800
7562240,281,-96,-157050,-495,-123200
7568192,573,283,-156960,-585,-123600
7574144,-269,600,-156960,-585,-124000
7580224,14,-265,-156816,-675,-124400
7586176,-833,51,-156816,-720,-124800
7592192,-637,-772,-156834,-765,-125200
7598336,-304,-751,-157194,-720,-125600
7604480,-839,-286,-157662,-810,-126000
7610624,-224,-856,-158220,-675,-126400
7616832,464,-180,-159030,-630,-126800
7622912,-122,474,-159714,-585,-127200
7628928,-477,-117,-160326,-585,-127600
7635072,103,-497,-160938,-495,-128000
7641216,-462,114,-161424,-540,-128400
7647232,-256,-413,-161928,-495,-128800
7653440,40,-265,-162486,-405,-129200
7659392,-232,51,-162936,-540,-129600
7665408,-511,-223,-163404,-450,-130000
7671552,-1109,-540,-163890,-450,-130400
7677824,-805,-1152,-164448,-450,-130800
7684096,-407,-793,-165294,-405,-131200
7690240,287,-413,-166302,-270,-131600
7696320,64,305,-167292,-225,-132000
7702208,-240,51,-168138,-135,-132400
7708160,309,-201,-168966,0,-132800
7713920,-267,368,-169506,-90,-133200
7719872,-88,-244,-170046,0,-133600
7725568,464,-75,-170604,45,-134000
7731392,201,495,-170856,45,-134400
7737216,-467,136,-171162,0,-134800
7742912,-275,-476,-171252,45,-135200
7748864,-835,-328,-171468,-90,-135600
7754944,-1090,-878,-171666,-135,-136000
7761216,-715,-1089,-172152,-45,-136400
7767360,-350,-687,-172872,-90,-136800
7773440,311,-328,-173664,0,-137200
7779136,104,347,-174546,90,-137600
7784960,-210,72,-175194,135,-138000
7790848,-498,-223,-175842,135,-138400
7796928,-235,-476,-176364,225,-138800
7803008,54,-244,-176994,225,-139200
7808896,-192,93,-177534,225,-139600
7814848,348,-244,-178020,315,-140000
7820800,-220,410,-178488,315,-140400
7826816,-893,-75,-178722,270,-140800
7832768,-346,-920,-179136,270,-141200
7838912,6,-307,-179496,270,-141600
7844672,254,9,-179946,270,-142000
7850432,-15,241,-180360,270,-142400
7856320,-308,-11,-180558,360,-142800
7862336,-619,-265,-180756,225,-143200
7868416,-1209,-603,-180846,180,-143600
7874560,-890,-1279,-181206,225,-144000
7880704,-495,-835,-181782,180,-144400
7886784,-129,-497,-182610,315,-144800
7892864,498,-96,-183546,360,-145200
7898752,261,474,-184320,495,-145600
7904704,-94,262,-184986,450,-146000
7910592,-388,-96,-185436,540,-146400
7916544,-662,-413,-185796,495,-146800
7922624,-383,-603,-186138,495,-147200
7928768,-67,-349,-186678,540,-147600
7934720,187,-54,-187128,495,-148000
7940608,-78,199,-187560,495,-148400
7946560,447,-75,-187866,585,-148800
7952448,167,537,-188046,495,-149200
7958336,170,136,-187956,495,-149600
7964224,445,178,-187884,495,-150000
7970112,192,495,-187578,315,-150400
7976000,-76,178,-187272,270,-150800
7981952,-316,-75,-186948,180,-151200
7987904,-26,-328,-186624,90,-151600
7993792,295,-32,-186498,0,-152000
7999424,592,326,-186390,45,-152400
8005248,334,622,-186246,-45,-152800
8011136,34,389,-185976,-135,-153200
8017024,-233,30,-185724,-225,-153600
8023040,-464,-180,-185418,-360,-154000
8029184,-145,-476,-185238,-405,-154400
8035328,-448,-159,-185238,-405,-154800
8041472,-218,-434,-185328,-450,-155200
8047680,-450,-244,-185580,-450,-155600
8053824,-718,-476,-185832,-495,-156000
8060032,-398,-751,-186228,-360,-156400
8066176,-946,-392,-186732,-495,-156800
8072320,-314,-962,-187362,-360,-157200
8078528,385,-286,-188190,-360,-157600
8084608,668,389,-188928,-225,-158000
8090560,325,727,-189558,-225,-158400
8096576,-31,368,-189774,-90,-158800
8102464,-407,-32,-189900,-315,-159200
8108544,-347,-434,-189828,-315,-159600
8114688,-658,-244,-189882,-315,-160000
8120832,-432,-687,-189918,-450,-160400
8127040,-96,-434,-190152,-360,-160800
8133056,-329,-96,-190386,-405,-161200
8139136,-604,-307,-190620,-405,-161600
8145280,-871,-645,-190980,-495,-162000
8151488,-540,-899,-191358,-405,-162400
8157632,-195,-540,-191988,-405,-162800
8163776,108,-201,-192654,-360,-163200
8169856,-133,93,-193374,-270,-163600
8175872,-433,-117,-193860,-270,-164000
8182016,-713,-455,-194436,-270,-164400
8188160,-95,-751,-194994,-270,-164800
8194304,250,-96,-195624,-180,-165200
8200256,-341,241,-196164,-180,-165600
8206336,-657,-371,-196650,-135,-166000
8212480,-903,-666,-197136,-180,-166400
8218624,-591,-941,-197676,-180,-166800
8224832,-205,-582,-198504,-45,-167200
8230848,83,-223,-199368,-90,-167600
8236800,677,136,-200214,45,-168000
8242624,396,706,-200916,135,-168400
8248512,28,452,-201276,180,-168800
8254272,-328,-11,-201528,45,-169200
8260160,-241,-349,-201510,90,-169600
8266176,-589,-286,-201600,0,-170000
8271936,-360,-540,-201636,-90,-170400
8278016,272,-349,-201852,-45,-170800
8284032,28,283,-201996,-90,-171200
8289856,-294,30,-202068,-135,-171600
8295808,-914,-244,-202158,-180,-172000
8301952,-669,-941,-202212,-225,-172400
8308160,-319,-645,-202536,-270,-172800
8314304,-7,-307,-202932,-270,-173200
8320320,-242,-32,-203382,-225,-173600
8326400,-533,-244,-203760,-270,-174000
8332544,-783,-561,-204174,-225,-174400
8338688,-1338,-793,-204642,-270,-174800
8344960,-991,-1385,-205344,-225,-175200
8351168,-542,-983,-206406,-90,-175600
8357248,152,-624,-207648,-45,-176000
8363264,830,157,-208998,180,-176400
8369152,555,875,-210132,315,-176800
8375040,168,600,-210960,405,-177200
8380928,-197,199,-211536,360,-177600
8386944,-827,-201,-211842,405,-178000
8392960,-1428,-835,-212202,315,-178400
8399104,-1084,-1490,-212724,315,-178800
8405376,-625,-1089,-213678,405,-179200
8411520,-236,-624,-214830,450,-179600
8417600,426,-244,-216162,585,-180000
8423616,1051,495,-217404,810,-180400
8429568,713,1086,-218358,855,-180800
8435520,290,769,-218988,900,-181200
8441472,-82,326,-219204,945,-181600
8447360,-360,-75,-219204,765,-182000
8453312,-916,-349,-219204,810,-182400
8459328,-666,-962,-219330,720,-182800
8465408,-302,-582,-219600,720,-183200
8471488,0,-349,-220068,720,-183600
8477248,587,-32,-220518,810,-184000
8483200,292,622,-220914,720,-184400
8489088,-48,347,-221040,810,-184800
8494976,-378,-54,-221094,765,-185200
8500928,-323,-371,-221004,630,-185600
8507008,-641,-201,-221040,630,-186000
8513088,-399,-666,-221148,585,-186400
8519168,-75,-328,-221382,630,-186800
8525120,-323,-117,-221706,540,-187200
8531200,257,-307,-221958,630,-187600
8537216,14,262,-222264,585,-188000
8542976,195,9,-222300,630,-188400
8548736,-404,199,-222462,540,-188800
8554688,-38,-434,-222372,540,-189200
8560704,-28,-54,-222444,495,-189600
8566656,858,-11,-222426,450,-190000
8572544,-293,917,-222426,450,-190400
8578496,-36,-307,-222156,405,-190800
8584512,-196,30,-222066,360,-191200
8590400,-432,-180,-221850,180,-191600
8596416,-104,-392,-221796,180,-192000
8602496,-438,-96,-221868,90,-192400
8608384,734,-476,-221868,180,-192800
8614400,-89,812,-222102,90,-193200
8620160,1002,-117,-221922,135,-193600
8626240,-197,1065,-221940,90,-194000
8632256,-323,-201,-221490,-90,-194400
8638272,26,-265,-221346,0,-194800
8643904,630,51,-221148,-90,-195200
8649728,419,706,-221022,-135,-195600
8655744,84,474,-220860,-315,-196000
8661632,650,93,-220464,-225,-196400
8667520,64,664,-220266,-495,-196800
8673408,281,93,-219690,-405,-197200
8679296,-284,241,-219492,-585,-197600
8685376,-532,-265,-218898,-630,-198000
8691520,123,-518,-218844,-720,-198400
8697600,497,72,-218646,-720,-198800
8703488,-722,452,-218700,-810,-199200
8709504,-411,-772,-218682,-855,-199600
8715648,-340,-434,-218880,-855,-200000
8721856,-931,-286,-219168,-945,-200400
8728000,-1048,-962,-219582,-810,-200000
8734272,-357,-1004,-220320,-855,-199600
8740544,375,-286,-221202,-720,-199200
8746560,650,410,-222228,-585,-198800
8752576,321,685,-222966,-495,-198400
8758592,-66,326,-223524,-495,-198000
8764544,-721,-75,-223812,-495,-197600
8770624,-1352,-730,-224100,-585,-197200
8776832,-1022,-1448,-224532,-540,-196800
8783168,-577,-1025,-225360,-495,-196400
8789440,142,-603,-226422,-450,-196000
8795520,816,178,-227610,-225,-195600
8801536,511,854,-228600,-180,-195200
8807488,125,558,-229248,-90,-194800
8813376,-235,72,-229716,-90,-194400
8819264,-843,-159,-229896,-90,-194000
8825344,-1461,-920,-230220,-180,-193600
8831616,-1096,-1511,-230706,-135,-193200
8837952,-631,-1321,-231642,-45,-192800
8844096,-215,-624,-232830,0,-192400
8849856,428,-159,-234090,225,-192000
8855872,175,452,-235350,270,-191600
8861760,-123,114,-236358,495,-191200
8867712,-440,-138,-237348,405,-190800
8873792,-671,-392,-238086,585,-190400
8879872,-1246,-856,-239076,540,-190000
8886016,-865,-1300,-240066,720,-189600
8892160,-422,-899,-241524,900,-189200
8898240,-55,-413,-243036,990,-188800
8904256,588,-54,-244674,1215,-188400
8910208,343,622,-246132,1350,-188000
8916224,11,347,-247338,1530,-187600
8922112,-301,-11,-248364,1575,-187200
8928128,-557,-307,-249210,1665,-186800
8934336,-276,-603,-250110,1710,-186400
8940480,52,-223,-251010,1800,-186000
8946432,320,72,-251892,1890,-185600
8952320,59,368,-252648,1980,-185200
8958208,-253,178,-253242,2025,-184800
8964288,-564,-286,-253746,1980,-184400
8970432,-287,-540,-254196,2025,-184000
8976640,31,-244,-254700,2070,-183600
8982592,297,9,-255168,2115,-183200
8988416,49,283,-255582,2205,-182800
8994304,-258,30,-255780,2205,-182400
9000320,-538,-244,-255942,2205,-182000
9006464,-1123,-582,-256068,2160,-181600
9012736,-794,-1152,-256302,2205,-181200
9018944,-397,-772,-256860,2205,-180800
9025088,-37,-392,-257508,2295,-180400
9031168,605,-75,-258264,2430,-180000
9037184,349,727,-258822,2475,-179600
9043136,8,326,-259182,2610,-179200
9048960,-310,9,-259326,2565,-178800
9054848,-542,-286,-259326,2565,-178400
9060992,-264,-687,-259398,2565,-178000
9067136,64,-265,-259506,2565,-177600
9073088,336,72,-259632,2610,-177200
9078976,69,368,-259686,2655,-176800
9084864,419,51,-259632,2610,-176400
9090752,227,495,-259452,2610,-176000
9096768,463,220,-259182,2565,-175600
9102720,1062,474,-258840,2565,-175200
9108800,798,1086,-258282,2520,-174800
9114880,444,833,-257508,2475,-174400
9120896,-224,368,-256626,2295,-174000
9126912,37,-244,-255618,2295,-173600
9132928,-477,51,-254808,2115,-173200
9138880,-187,-455,-254016,2070,-172800
9145024,519,-159,-253512,2025,-172400
9151104,1180,579,-253080,1980,-172000
9157184,914,1234,-252558,2025,-171600
9163264,511,981,-251856,1845,-171200
9169216,204,579,-250920,1935,-170800
9175168,-434,220,-249894,1710,-170400
9181248,-170,-434,-248868,1620,-170000
9187392,197,-159,-248076,1575,-169600
9193408,519,199,-247374,1530,-169200
9199360,294,812,-246762,1485,-168800
9205376,-25,347,-246078,1440,-168400
9211328,-271,-32,-245448,1395,-168000
9217408,22,-244,-244836,1305,-167600
9223424,382,9,-244404,1395,-167200
9229184,654,389,-244044,1305,-166800
9235200,1244,706,-243612,1350,-166400
9241280,945,1319,-243090,1350,-166000
9247296,558,981,-242190,1305,-165600
9253248,203,600,-241254,1170,-165200
9259264,-402,157,-240048,1170,-164800
9265280,-991,-371,-238986,945,-164400
9271360,-639,-983,-238068,900,-164000
9277440,-179,-645,-237618,945,-163600
9283456,195,-201,-237330,855,-163200
9289472,872,178,-237276,945,-162800
9295360,1495,960,-237168,1080,-162400
9301376,1163,1657,-236772,1080,-162000
9307520,722,1234,-236034,1080,-161600
9313600,336,769,-234990,990,-161200
9319488,2,283,-233766,810,-160800
9325184,-541,9,-232524,765,-160400
9331008,-264,-582,-231444,675,-160000
9337088,109,-286,-230454,585,-159600
9343040,438,93,-229698,540,-159200
9348800,1027,431,-229014,540,-158800
9354816,770,1107,-228240,540,-158400
9360768,411,791,-227268,495,-158000
9366656,82,452,-226170,360,-157600
9372480,-497,72,-224982,315,-157200
9378368,-1059,-413,-223902,135,-156800
9384512,-688,-1110,-223020,135,-156400
9390656,-235,-687,-222570,90,-156000
9396608,501,-223,-222372,180,-155600
9402624,501,537,-222390,270,-155200
9408512,840,474,-222300,360,-154800
9414400,578,875,-222120,360,-154400
9420288,273,664,-221688,405,-154000
9426176,-337,326,-221238,405,-153600
9432128,-91,-328,-220698,360,-153200
9438144,262,-75,-220338,405,-152800
9444032,577,262,-220068,450,-152400
9449920,348,643,-219816,450,-152000
9455808,893,368,-219492,540,-151600
9461696,638,981,-219150,495,-151200
9467584,315,643,-218520,540,-150800
9473472,-295,326,-217926,495,-150400
9479424,-43,-286,-217188,495,-150000
9485440,307,72,-216630,540,-149600
9491264,901,389,-216144,495,-149200
9497152,1479,938,-215604,585,-148800
9503104,1141,1572,-214902,540,-148400
9509184,703,1150,-213768,450,-148000
9515136,-14,727,-212490,270,-147600
9521024,-638,-11,-210960,225,-147200
9527040,-1207,-751,-209664,0,-146800
9532864,-812,-1237,-208566,0,-146400
9538752,-364,-814,-207954,-90,-146000
9544832,398,-328,-207648,0,-145600
9550528,1047,558,-207594,45,-145200
9556416,1599,1107,-207450,135,-144800
9562496,1256,1762,-207000,225,-144400
9568512,787,1340,-206118,135,-144000
9574528,392,833,-204948,90,-143600
9580288,-253,368,-203580,-45,-143200
9586304,-870,-286,-202176,-225,-142800
9592448,-540,-920,-200952,-315,-142400
9598592,-99,-645,-200034,-315,-142000
9604672,283,-117,-199458,-360,-141600
9610688,935,283,-199008,-315,-141200
9616704,700,1002,-198558,-270,-140800
9622720,372,791,-197928,-180,-140400
9628736,24,431,-197190,-360,-140000
9634624,-546,9,-196326,-315,-139600
9640512,-272,-582,-195624,-405,-139200
9646656,112,-223,-195048,-405,-138800
9652736,776,93,-194670,-405,-138400
9658624,1404,833,-194346,-270,-138000
9664704,1077,1488,-193842,-270,-137600
9670848,656,1129,-192996,-270,-137200
9676928,265,685,-191916,-405,-136800
9682880,-374,220,-190692,-495,-136400
9688960,-966,-371,-189450,-630,-136000
9695104,-621,-920,-188496,-675,-135600
9701248,-191,-645,-187848,-720,-135200
9707392,211,-201,-187614,-675,-134800
9713472,552,262,-187542,-585,-134400
9719424,323,622,-187434,-540,-134000
9725376,41,347,-187272,-495,-133600
9731328,-197,30,-187056,-450,-133200
9737280,-404,-201,-186876,-450,-132800
9743424,277,-413,-186822,-360,-132400
9749504,-13,283,-186930,-225,-132000
9755520,168,-11,-186984,-180,-131600
9761472,-94,178,-187110,-90,-131200
9767360,-335,-96,-187110,-45,-130800
9773312,-89,-349,-187182,45,-130400
9779264,176,-75,-187308,90,-130000
9785024,420,178,-187416,225,-129600
9790976,111,452,-187452,225,-129200
9796864,472,93,-187344,360,-128800
9802624,-42,579,-187200,360,-128400
9808512,180,30,-186912,405,-128000
9814336,791,178,-186804,450,-127600
9820224,582,812,-186498,495,-127200
9826176,279,579,-186156,540,-126800
9832064,-325,283,-185742,495,-126400
9838016,-54,-286,-185238,540,-126000
9844032,285,-75,-185022,540,-125600
9849920,913,283,-184734,540,-125200
9855808,1509,960,-184554,630,-124800
9861824,1180,1657,-184086,675,-124400
9867840,741,1234,-183240,630,-124000
9873792,357,769,-182214,540,-123600
9879680,-281,389,-180864,450,-123200
9885696,-898,-307,-179586,270,-122800
9891776,-568,-941,-178434,180,-122400
9897792,-120,-540,-177642,225,-122000
9903872,229,-117,-177138,90,-121600
9909760,905,262,-176796,315,-121200
9915648,665,981,-176472,270,-120800
9921536,333,727,-175896,270,-120400
9927424,38,495,-175392,270,-120000
9933248,262,51,-174636,270,-119600
9939072,-271,262,-174078,180,-119200
9945024,0,-265,-173502,225,-118800
9950848,638,-11,-173142,225,-118400
9956736,1265,685,-172764,270,-118000
9962688,987,1319,-172260,360,-117600
9968704,585,1086,-171540,270,-117200
9974656,-96,664,-170478,225,-116800
9980544,-740,-159,-169434,45,-116400
9986496,-419,-730,-168390,45,-116000
9992512,-23,-455,-167724,0,-115600
9998208,648,9,-167166,90,-115200
10003840,1223,685,-166806,45,-114800
10009856,934,1276,-166230,90,-114400
10015808,559,1002,-165438,90,-114000
10021824,-126,579,-164484,0,-113600
10027584,-741,-11,-163368,-135,-113200
10033728,-433,-751,-162378,-135,-112800
10040000,-27,-349,-161640,-225,-112400
10046208,686,-11,-161154,-135,-112000
10052288,483,706,-160776,-135,-111600
10058368,194,516,-160272,-45,-111200
10064320,-93,199,-159822,-135,-110800
10070400,190,-75,-159210,-90,-110400
10076416,500,199,-158850,-90,-110000
10082368,775,579,-158310,-45,-109600
10088384,493,833,-157806,-45,-109200
10094336,167,537,-157068,-90,-108800
10100288,-115,157,-156312,-135,-108400
10106496,-354,-117,-155538,-180,-108000
10112704,-21,-307,-154944,-135,-107600
10118912,323,-32,-154476,-180,-107200
10124992,646,389,-154188,-90,-106800
10130944,1220,664,-153900,-45,-106400
10137024,911,1298,-153306,-90,-106000
10143104,543,938,-152532,0,-105600
10148800,200,579,-151596,-135,-105200
10154880,-444,220,-150390,-270,-104800
10161024,-171,-392,-149346,-270,-104400
10167296,177,-159,-148374,-360,-104000
10173440,494,220,-147600,-405,-103600
10179520,261,368,-146898,-405,-103200
10185600,-5,241,-146160,-450,-102800
10191552,-249,9,-145440,-495,-102400
10197568,45,-223,-144774,-495,-102000
10203648,377,9,-144252,-495,-101600
10209536,176,305,-143748,-495,-101200
10215616,-61,178,-143316,-450,-100800
10221760,546,-54,-142830,-450,-100400
10227840,855,600,-142398,-450,-100000
10233920,241,896,-141876,-405,-99600
10239872,-93,220,-141246,-450,-99200
10245888,-338,-75,-140616,-495,-98800
10251968,-16,-349,-140022,-450,-98400
10258048,332,-32,-139608,-450,-98000
10264000,964,305,-139248,-405,-97600
10270016,728,1044,-138870,-360,-97200
10276096,353,769,-138258,-450,-96800
10282048,52,389,-137556,-405,-96400
10287936,-548,51,-136800,-540,-96000
10293952,-258,-540,-136062,-540,-95600
10300096,123,-265,-135612,-540,-95200
10306176,458,136,-135270,-540,-94800
10312192,1073,516,-135054,-495,-94400
10318272,809,1150,-134658,-405,-94000
10324352,437,896,-134046,-405,-93600
10330304,84,495,-133272,-540,-93200
10336192,-491,72,-132408,-495,-92800
10342208,-1062,-476,-131652,-630,-92400
10348416,-684,-1068,-131112,-630,-92000
10354688,-211,-709,-131058,-585,-91600
10360832,-135,-223,-131238,-495,-91200
10367040,474,-117,-131580,-405,-90800
10373120,225,516,-131904,-270,-90400
10379072,-118,199,-132012,-180,-90000
10385152,-765,-117,-132102,-180,-89600
10391360,-496,-814,-132138,-45,-89200
10397376,-162,-455,-132354,0,-88800
10403200,141,-159,-132660,180,-88400
10409216,723,114,-133038,270,-88000
10415104,447,748,-133200,360,-87600
10420992,744,474,-133200,405,-87200
10426880,176,833,-133020,450,-86800
10432768,-452,157,-132606,450,-86400
10438784,152,-455,-132282,450,-86000
10444800,841,157,-131994,450,-85600
10450688,1136,833,-131760,540,-85200
10456704,809,1213,-131346,495,-84800
10462656,452,854,-130698,540,-84400
10468544,124,537,-129870,450,-84000
10474496,-488,114,-128898,360,-83600
10480448,-214,-476,-128052,315,-83200
10486528,140,-223,-127332,225,-82800
10492480,466,157,-126774,225,-82400
10498432,1077,600,-126288,270,-82000
10504384,790,1129,-125694,270,-81600
10510400,436,896,-124848,270,-81200
10516288,88,495,-123930,135,-80800
10522112,-497,72,-122850,90,-80400
10527872,-244,-497,-121896,-45,-80000
10533952,120,-265,-121140,-90,-79600
10539968,464,114,-120456,-45,-79200
10545856,243,495,-119952,-90,-78800
10551744,-19,262,-119358,-90,-78400
10557632,-265,-11,-118800,-135,-78000
10563712,42,-286,-118242,-135,-77600
10569728,395,51,-117918,-45,-77200
10575552,174,495,-117594,-135,-76800
10581504,751,114,-117324,0,-76400
10587136,536,812,-117090,-45,-76000
10593024,736,558,-116604,45,-75600
10598848,130,791,-116172,-45,-75200
10604736,658,136,-115470,90,-74800
10610560,420,727,-114894,-45,-74400
10616448,-208,410,-114030,-90,-74000
10622464,37,-201,-113328,-90,-73600
10628352,-162,51,-112608,-225,-73200
10634304,448,-159,-111996,-225,-72800
10640384,784,495,-111528,-180,-72400
10646400,1022,833,-110898,-135,-72000
10652480,667,1044,-110196,-270,-71600
10658560,327,706,-109116,-225,-71200
10664512,-7,368,-108036,-405,-70800
10670464,-602,72,-106812,-495,-70400
10676416,-324,-624,-105840,-540,-70000
10682624,52,-286,-104958,-630,-69600
10688576,376,-75,-104364,-675,-69200
10694592,191,389,-103860,-630,-68800
10700544,-77,199,-103338,-720,-68400
10706560,-302,-96,-102870,-675,-68000
10712640,-508,-286,-102456,-720,-67600
10718784,-147,-624,-102222,-630,-67200
10724928,233,-117,-102186,-675,-66800
10731008,238,93,-102294,-495,-66400
10736960,-59,241,-102330,-495,-66000
10742912,312,-75,-102294,-405,-65600
10748928,-38,326,-102312,-315,-65200
10754880,-9,-32,-102186,-270,-64800
10760832,-1194,-32,-102204,-225,-64400
10766976,-1493,-1279,-102276,-270,-64000
10773376,-1039,-1448,-102798,-90,-63600
10779584,-593,-1068,-103752,0,-63200
10785472,-165,-624,-104940,360,-62800
10791552,509,-180,-106380,540,-62400
10797568,1139,516,-107676,855,-62000
10803520,811,1192,-108756,990,-61600
10809536,404,917,-109350,1215,-61200
10815488,7,474,-109656,1260,-60800
10821312,349,9,-109620,1260,-60400
10827136,656,368,-109584,1350,-60000
10833088,921,685,-109350,1395,-59600
10839104,304,1107,-108954,1395,-59200
10845184,-60,305,-108378,1350,-58800
10851136,524,-32,-107730,1350,-58400
10857152,-11,558,-107118,1260,-58000
10863104,233,9,-106416,1350,-57600
10868928,824,199,-105858,1260,-57200
10874944,1430,854,-105066,1260,-56800
10881024,1105,1403,-104148,1215,-56400
10887168,691,1234,-102816,1125,-56000
10893184,-42,769,-101250,945,-55600
10899136,-694,-32,-99522,810,-55200
10905024,-427,-730,-97974,630,-54800
10910976,-40,-371,-96588,540,-54400
10916928,295,-32,-95508,450,-54000
10922752,910,305,-94572,450,-53600
10928576,664,896,-93618,405,-53200
10934400,346,706,-92538,360,-52800
10940160,32,431,-91368,225,-52400
10945920,-243,30,-90108,90,-52000
10951616,21,-201,-88974,0,-51600
10957184,326,30,-87948,0,-51200
10962624,-182,347,-87030,-135,-50800
10968576,388,-223,-86022,-135,-50400
10974592,211,431,-85140,-180,-50000
10980480,-375,178,-84204,-225,-49600
10986496,-111,-349,-83430,-270,-49200
10992576,563,-75,-82710,-315,-48800
10998464,1193,643,-82098,-270,-48400
11004480,896,1276,-81396,-270,-48000
11010432,513,1002,-80478,-315,-47600
11016448,-194,558,-79326,-495,-47200
11022400,-807,-201,-78102,-540,-46800
11028480,-494,-814,-77076,-630,-46400
11034560,-88,-476,-76338,-675,-46000
11040576,281,-11,-75852,-630,-45600
11046464,895,305,-75528,-630,-45200
11052352,668,875,-75186,-540,-44800
11058304,332,727,-74664,-585,-44400
11064192,35,326,-74106,-585,-44000
11070016,-214,51,-73404,-630,-43600
11075904,67,-223,-72828,-630,-43200
11081792,396,93,-72342,-585,-42800
11087616,671,410,-71928,-585,-42400
11093504,415,706,-71460,-585,-42000
11099392,114,410,-70866,-585,-41600
11105280,-152,93,-70290,-630,-41200
11111232,130,-75,-69660,-630,-40800
11117120,429,136,-69192,-630,-40400
11123008,-119,474,-68652,-675,-40000
11128960,-387,-117,-68166,-675,-39600
11135040,257,-349,-67770,-675,-39200
11141056,610,262,-67464,-630,-38800
11146944,873,622,-67212,-585,-38400
11152832,604,917,-66816,-495,-38000
11158784,254,685,-66240,-585,-37600
11164672,-48,262,-65538,-630,-37200
11170560,-294,-32,-64854,-675,-36800
11176512,5,-307,-64224,-675,-36400
11182336,315,9,-63774,-765,-36000
11188096,623,389,-63378,-630,-35600
11193984,357,685,-63036,-675,-35200
11199872,63,410,-62550,-675,-34800
11205696,-190,93,-62118,-675,-34400
11211584,83,-201,-61668,-675,-34000
11217472,-424,72,-61326,-765,-33600
11223424,-129,-413,-61110,-675,-33200
11229440,570,-117,-61038,-585,-32800
11235456,373,643,-61002,-630,-32400
11241344,929,452,-60912,-450,-32000
11247232,653,981,-60768,-495,-31600
11253184,11,706,-60318,-405,-31200
11258944,-608,9,-59976,-495,-30800
11264768,-325,-624,-59598,-495,-30400
11270912,64,-286,-59472,-495,-30000
11276800,734,51,-59436,-405,-29600
11282624,-135,748,-59490,-360,-29200
11288576,151,-138,-59382,-360,-28800
11294592,-684,157,-59382,-315,-28400
11300544,193,-730,-59310,-225,-28000
11306496,-55,220,-59472,-90,-27600
11312320,-699,-75,-59526,-180,-27200
11318336,-113,-730,-59724,0,-26800
11324032,506,-96,-59958,45,-26400
11329792,770,579,-60138,270,-26000
11335552,409,812,-60210,225,-25600
11341376,702,495,-60048,270,-25200
11347200,117,727,-59760,225,-24800
11353024,-493,136,-59292,225,-24400
11358912,-227,-455,-58986,180,-24000
11364864,462,-180,-58734,225,-23600
11370752,783,664,-58680,225,-23200
11376576,1317,833,-58554,315,-22800
11382464,1013,1361,-58212,360,-22400
11388480,614,1171,-57546,315,-22000
11394368,238,622,-56682,225,-21600
11400192,-374,220,-55620,135,-21200
11406080,-946,-371,-54576,0,-20800
11411776,-622,-941,-53838,-45,-20400
11417728,-202,-582,-53334,-90,-20000
11423744,185,-223,-53190,-45,-19600
11429632,778,178,-53190,90,-19200
11435264,-107,854,-53208,90,-18800
11441088,182,-138,-53082,135,-18400
11446976,822,199,-53028,180,-18000
11452800,285,875,-52848,180,-17600
11458624,-337,262,-52578,225,-17200
11464512,242,-286,-52362,225,-16800
11470400,580,241,-52128,270,-16400
11476224,38,537,-51930,270,-16000
11481984,585,51,-51750,360,-15600
11487680,379,622,-51516,315,-15200
11493504,919,410,-51138,405,-14800
11499328,660,938,-50814,360,-14400
11505088,38,769,-50184,405,-14000
11510848,-589,9,-49608,315,-13600
11516544,-309,-561,-48996,270,-13200
11522560,78,-244,-48636,315,-12800
11528320,711,93,-48384,315,-12400
11534080,498,769,-48204,270,-12000
11539904,218,643,-47880,360,-11600
11545664,-79,283,-47538,270,-11200
11551488,181,-96,-47124,315,-10800
11557312,504,178,-46764,405,-10400
11563136,278,558,-46440,360,-10000
11568960,818,326,-46080,405,-9600
11574656,278,854,-45702,405,-9200
11580416,-343,431,-45162,405,-8800
11586240,-615,-328,-44694,315,-8400
11592128,55,-603,-44334,360,-8000
11597888,436,-32,-44226,405,-7600
11603584,741,452,-44136,495,-7200
11609344,1290,791,-44064,540,-6800
11615104,1002,1382,-43722,585,-6400
11620992,598,1023,-43074,495,-6000
11626816,258,643,-42192,450,-5600
11632576,-358,241,-41184,315,-5200
11638400,-109,-286,-40140,270,-4800
11644288,202,-54,-39276,135,-4400
11649984,509,220,-38484,225,-4000
11655744,270,537,-37782,135,-3600
11661504,-3,368,-36990,90,-3200
11667008,523,9,-36324,90,-2800
11672512,31,558,-35568,45,-2400
11678080,-536,30,-34812,0,-2000
11683520,22,-497,-34236,0,-1600
11688960,653,-11,-33696,0,-1200
11694400,167,685,-33228,-45,-800
11700032,-110,178,-32742,-45,-400
11705792,474,-117,-32256,0,0
11710976,14,347,-31806,-90,400
11716416,238,51,-31320,-90,800
11721920,505,220,-30996,-90,1200
11727552,1071,474,-30456,-45,1600
11733312,796,1107,-29898,-135,2000
11739072,481,833,-29088,0,2400
11744448,159,516,-28206,-180,2800
11750144,-425,199,-27108,-270,3200
