time(s),reference current(A),current(A),cart position(m),pendulum angle(rad),target(m)
0.544192,0.44,0.748,-0.010998,0.0070685834625,0.0384
0.549696,0.118,0.495,-0.011286,0.0102101761125,0.0388
0.555264,-0.217,0.093,-0.011484,0.00942477795,0.0392
0.560768,0.199,-0.244,-0.011448,0.010995574275,0.0396
0.5664,0.434,0.199,-0.011448,0.010995574275,0.04
0.571904,0.695,0.431,-0.011322,0.0117809724375,0.0404
0.577408,0.45,0.748,-0.011124,0.010995574275,0.0408
0.582976,0.95,0.452,-0.010746,0.0125663706,0.0412
0.58848,0.692,1.044,-0.010224,0.010995574275,0.0416
0.594112,0.055,0.727,-0.009432,0.0102101761125,0.042
0.599488,-0.533,0.03,-0.00864,0.007853981625,0.0424
0.604928,0.032,-0.645,-0.007758,0.007853981625,0.0428
0.610368,-0.393,0.009,-0.007074,0.004712388975,0.0432
0.615744,-0.107,-0.392,-0.00639,0.0062831853,0.0436
0.621376,0.513,-0.117,-0.006048,0.004712388975,0.044
0.626944,1.112,0.537,-0.005598,0.004712388975,0.0444
0.632448,0.847,1.213,-0.005166,0.0039269908125,0.0448
0.638016,0.525,0.875,-0.004482,0.0054977871375,0.0452
0.643456,-0.11,0.622,-0.003708,0.001570796325,0.0456
0.648896,-0.666,-0.138,-0.002718,0.001570796325,0.046
0.6544,-1.156,-0.666,-0.001926,-0.0007853981625,0.0464
0.660096,-0.792,-1.195,-0.00135,-0.001570796325,0.0468
0.665856,-0.024,-0.814,-0.001134,-0.0007853981625,0.0472
0.67136,-0.013,-0.011,-0.001242,-0.0007853981625,0.0476
0.676864,0.517,0.009,-0.001368,0.0023561944875,0.048
0.682112,-0.025,0.516,-0.001548,0.001570796325,0.0484
0.687488,0.345,-0.011,-0.001548,0.0039269908125,0.0488
0.692992,-0.803,0.368,-0.00162,0.0039269908125,0.0492
0.698496,0.028,-0.835,-0.001512,0.0054977871375,0.0496
0.703936,-1.016,0.051,-0.00171,0.004712388975,0.05
0.709504,-0.496,-1.025,-0.001818,0.0070685834625,0.0504
0.7152,0.182,-0.476,-0.002286,0.00942477795,0.0508
0.720768,-0.32,0.178,-0.002754,0.00942477795,0.0512
0.726336,0.215,-0.265,-0.003168,0.014137166925,0.0516
0.73184,-0.029,0.178,-0.003672,0.0125663706,0.052
0.73728,0.196,-0.011,-0.003834,0.017278759575,0.0524
0.74272,-0.366,0.157,-0.004122,0.01570796325,0.0528
0.748288,0.144,-0.371,-0.004248,0.0180641577375,0.0532
0.75392,-0.079,0.157,-0.00441,0.017278759575,0.0536
0.75936,0.132,-0.054,-0.004464,0.020420352225,0.054
0.764928,-0.427,0.114,-0.004572,0.0196349540625,0.0544
0.77056,-0.205,-0.434,-0.00459,0.0227765467125,0.0548
0.776256,-0.423,-0.201,-0.004716,0.0212057503875,0.0552
0.781952,0.154,-0.476,-0.004788,0.0243473430375,0.0556
0.787584,0.434,0.157,-0.005004,0.0251327412,0.056
0.793152,1.314,0.474,-0.00495,0.0274889356875,0.0564
0.79872,1.058,1.382,-0.004842,0.0259181393625,0.0568
0.804416,0.713,0.96,-0.004212,0.02827433385,0.0572
0.809984,0.377,0.769,-0.00351,0.0251327412,0.0576
