500 180 -25.9388 
496.893 170.675 -25.4165 
493.742 161.653 -24.906 
490.551 152.923 -24.4069 
487.321 144.478 -23.9189 
484.056 136.31 -23.4418 
480.757 128.41 -22.9754 
477.427 120.771 -22.5193 
474.069 113.386 -22.0733 
470.684 106.247 -21.6372 
467.275 99.3467 -21.2107 
463.844 92.6787 -20.7937 
460.392 86.2361 -20.3858 
456.922 80.0123 -19.9869 
453.435 74.0011 -19.5968 
449.934 68.1962 -19.2152 
446.42 62.5916 -18.8419 
442.894 57.1814 -18.4768 
439.358 51.9601 -18.1196 
435.814 46.922 -17.7703 
432.264 42.0617 -17.4284 
428.708 37.3741 -17.094 
425.147 32.8541 -16.7668 
421.585 28.4967 -16.4467 
418.02 24.2971 -16.1335 
414.456 20.2505 -15.827 
410.893 16.3526 -15.5271 
407.331 12.5988 -15.2335 
403.773 8.9849 -14.9463 
400.22 5.50665 -14.6651 
396.671 2.16 -14.39 
393.128 -1.05899 -14.1207 
389.593 -4.15417 -13.8571 
386.066 -7.12927 -13.5991 
382.548 -9.98792 -13.3464 
379.039 -12.7337 -13.0992 
375.54 -15.3699 -12.8571 
372.053 -17.9 -12.6201 
368.578 -20.3272 -12.388 
365.115 -22.6546 -12.1608 
361.666 -24.8854 -11.9383 
358.231 -27.0224 -11.7203 
354.809 -29.0686 -11.507 
351.403 -31.0268 -11.298 
348.013 -32.8998 -11.0934 
344.638 -34.6901 -10.8931 
341.281 -36.4004 -10.6969 
337.94 -38.0332 -10.5048 
334.616 -39.5909 -10.3166 
331.311 -41.0759 -10.1322 
328.024 -42.4904 -9.95159 
324.755 -43.8368 -9.77451 
321.506 -45.1172 -9.60104 
318.275 -46.3337 -9.43092 
315.065 -47.4884 -9.26431 
311.874 -48.5832 -9.10108 
308.704 -49.6202 -8.94117 
305.554 -50.6011 -8.78468 
302.425 -51.5278 -8.63124 
299.317 -52.4021 -8.4809 
296.23 -53.2257 -8.33347 
293.164 -54.0003 -8.18875 
290.12 -54.7275 -8.04697 
287.098 -55.4089 -7.90792 
284.098 -56.046 -7.77177 
281.12 -56.6402 -7.63847 
278.163 -57.1932 -7.50771 
275.23 -57.7063 -7.37957 
272.318 -58.1807 -7.25372 
269.429 -58.618 -7.13018 
266.563 -59.0192 -7.00917 
263.719 -59.3857 -6.8905 
260.898 -59.7187 -6.77434 
258.1 -60.0194 -6.66051 
255.324 -60.2889 -6.54863 
252.572 -60.5284 -6.43886 
249.842 -60.7388 -6.33106 
247.135 -60.9213 -6.22535 
244.451 -61.0768 -6.12198 
241.79 -61.2063 -6.02054 
239.152 -61.3109 -5.92096 
236.536 -61.3914 -5.82317 
233.944 -61.4487 -5.72696 
231.374 -61.4836 -5.63278 
228.827 -61.4971 -5.54058 
226.303 -61.4899 -5.45006 
223.802 -61.4629 -5.36126 
221.323 -61.4168 -5.27384 
218.867 -61.3524 -5.18791 
216.433 -61.2703 -5.1039 
214.022 -61.1713 -5.02154 
211.633 -61.0561 -4.94066 
209.266 -60.9254 -4.8612 
206.922 -60.7796 -4.78289 
204.6 -60.6196 -4.7061 
202.3 -60.4459 -4.63109 
200.022 -60.259 -4.55738 
197.766 -60.0596 -4.48489 
195.531 -59.8482 -4.41358 
193.318 -59.6253 -4.34341 
191.127 -59.3914 -4.27483 
188.957 -59.147 -4.20772 
186.809 -58.8926 -4.14147 
184.682 -58.6288 -4.07627 
182.576 -58.3558 -4.01229 
180.49 -58.0742 -3.94953 
178.426 -57.7844 -3.88816 
176.383 -57.4868 -3.82775 
174.36 -57.1818 -3.76797 
172.357 -56.8697 -3.7094 
170.375 -56.551 -3.65221 
168.413 -56.226 -3.59595 
166.472 -55.8951 -3.54055 
164.55 -55.5585 -3.48596 
162.648 -55.2167 -3.43226 
160.766 -54.8698 -3.37987 
158.903 -54.5184 -3.32851 
157.06 -54.1626 -3.27753 
155.236 -53.8026 -3.22737 
153.431 -53.4389 -3.17846 
151.645 -53.0716 -3.13043 
149.878 -52.701 -3.08308 
148.129 -52.3274 -3.03641 
146.399 -51.9509 -2.9904 
144.688 -51.5719 -2.94549 
142.995 -51.1905 -2.90158 
141.319 -50.8071 -2.85796 
139.662 -50.4217 -2.81483 
138.023 -50.0345 -2.77291 
136.401 -49.6457 -2.73186 
134.797 -49.2557 -2.69111 
133.21 -48.8645 -2.65093 
131.641 -48.4723 -2.6116 
130.089 -48.0792 -2.57305 
128.553 -47.6855 -2.53518 
127.034 -47.2913 -2.49769 
125.532 -46.8966 -2.46063 
124.047 -46.5018 -2.42457 
122.578 -46.1069 -2.38934 
121.125 -45.712 -2.35416 
119.688 -45.3173 -2.31936 
118.267 -44.9228 -2.2857 
116.861 -44.5288 -2.25271 
115.472 -44.1354 -2.21969 
114.098 -43.7426 -2.18719 
112.739 -43.3504 -2.15566 
111.395 -42.9592 -2.12462 
110.067 -42.5689 -2.09377 
108.753 -42.1796 -2.06339 
107.454 -41.7913 -2.0337 
106.17 -41.4044 -2.00458 
104.9 -41.0187 -1.9758 
103.645 -40.6343 -1.94727 
102.404 -40.2514 -1.9193 
101.177 -39.87 -1.8921 
99.9634 -39.4901 -1.86517 
98.764 -39.1119 -1.83825 
97.5783 -38.7354 -1.81202 
96.406 -38.3606 -1.78663 
95.2472 -37.9877 -1.76127 
94.1016 -37.6166 -1.73589 
92.9692 -37.2474 -1.7114 
91.8497 -36.8802 -1.68764 
90.7431 -36.515 -1.66366 
89.6493 -36.1519 -1.6398 
88.568 -35.7908 -1.61699 
87.4991 -35.4318 -1.59463 
86.4427 -35.0751 -1.5719 
85.3984 -34.7205 -1.54958 
