0 1 1 0 0 1 1 1 1 
1 7 4.748 2 2.89665 2 2.87185 4 1.92514 
2 29 8.42104 5 5.73537 4 4.70626 4 2.83178 
3 40 12.0206 7 8.51731 7 6.50399 7 3.72028 
4 40 15.5482 10 11.2436 9 8.26576 7 4.59102 
5 36 19.0052 10 13.9154 9 9.99229 8 5.44434 
6 33 22.3931 12 16.5337 11 11.6843 8 6.28059 
7 36 25.7133 13 19.0997 11 13.3425 10 7.10012 
8 39 28.967 14 21.6144 13 14.9675 9 7.90325 
9 50 32.1557 18 24.0787 8 16.56 10 8.69033 
10 50 35.2806 30 26.4938 24 18.1206 5 9.46166 
11 47 38.3429 41 28.8606 29 19.6501 18 10.2176 
12 45 41.3441 36 31.18 35 21.1489 23 10.9584 
13 53 44.2852 39 33.4531 33 22.6178 27 11.6843 
14 57 47.1675 31 35.6807 29 24.0573 25 12.3958 
15 59 49.9922 33 37.8637 24 25.468 21 13.093 
16 61 52.7603 38 40.0031 33 26.8505 17 13.7763 
17 59 55.4731 46 42.0997 35 28.2053 24 14.4459 
18 61 58.1316 51 44.1543 41 29.533 24 15.1021 
19 64 60.737 49 46.1679 42 30.8342 26 15.7452 
20 69 63.2903 44 48.1412 36 32.1094 28 16.3755 
21 72 65.7925 53 50.075 40 33.3591 23 16.9931 
22 75 68.2446 51 51.9701 41 34.5837 27 17.5984 
23 73 70.6477 55 53.8274 44 35.7839 26 18.1915 
24 73 73.0028 56 55.6475 44 36.9601 28 18.7728 
25 75 75.3107 55 57.4312 44 38.1127 27 19.3425 
26 78 77.5725 64 59.1792 43 39.2423 27 19.9008 
27 80 79.789 62 60.8923 47 40.3493 30 20.4479 
28 82 81.9613 65 62.5711 47 41.4342 29 20.9841 
29 84 84.09 66 64.2163 53 42.4974 30 21.5096 
30 86 86.1762 64 65.8286 48 43.5393 31 22.0245 
31 87 88.2207 68 67.4087 49 44.5603 30 22.5292 
32 90 90.2243 69 68.9572 51 45.561 31 23.0237 
33 96 92.1878 72 70.4747 56 46.5416 31 23.5084 
34 95 94.1121 74 71.9619 54 47.5026 31 23.9834 
35 95 95.9978 71 73.4193 55 48.4444 32 24.4488 
36 96 97.8459 71 74.8475 54 49.3674 32 24.905 
37 100 99.6569 76 76.2472 56 50.2719 33 25.3521 
38 102 101.432 79 77.6189 58 51.1583 31 25.7901 
39 102 103.171 80 78.9632 57 52.027 33 26.2195 
40 102 104.876 81 80.2806 58 52.8783 30 26.6402 
41 109 106.546 81 81.5716 58 53.7126 34 27.0526 
42 111 108.183 83 82.8369 56 54.5302 34 27.4567 
43 112 109.788 82 84.0768 59 55.3314 36 27.8527 
44 110 111.36 86 85.2919 60 56.1166 34 28.2408 
45 115 112.901 87 86.4827 61 56.8862 34 28.6211 
46 119 114.411 88 87.6497 64 57.6403 34 28.9938 
47 113 115.89 88 88.7933 62 58.3793 36 29.3591 
48 123 117.341 89 89.9141 63 59.1036 35 29.717 
49 117 118.762 93 91.0125 62 59.8134 35 30.0678 
50 125 120.155 93 92.0889 65 60.5089 35 30.4116 
51 121 121.52 93 93.1438 66 61.1906 33 30.7485 
52 125 122.857 92 94.1775 68 61.8587 34 31.0787 
53 128 124.168 97 95.1906 67 62.5133 34 31.4022 
54 122 125.453 99 96.1835 66 63.1549 36 31.7193 
55 134 126.712 100 97.1565 65 63.7837 36 32.0301 
56 131 127.945 98 98.11 68 64.3998 36 32.3346 
57 134 129.154 102 99.0444 69 65.0037 36 32.6331 
58 134 130.339 101 99.9602 69 65.5955 35 32.9256 
59 134 131.501 104 100.858 70 66.1754 36 33.2122 
60 139 132.639 100 101.737 69 66.7438 36 33.4931 
61 139 133.754 104 102.599 69 67.3007 37 33.7684 
62 138 134.847 102 103.444 71 67.8466 37 34.0381 
63 141 135.918 106 104.271 70 68.3815 34 34.3025 
64 145 136.967 106 105.083 71 68.9057 36 34.5616 
65 140 137.996 108 105.878 73 69.4194 35 34.8155 
66 145 139.004 108 106.657 74 69.9229 37 35.0643 
67 148 139.992 111 107.42 75 70.4163 37 35.3082 
68 148 140.96 108 108.169 71 70.8998 37 35.5472 
69 150 141.909 113 108.902 71 71.3737 38 35.7814 
70 150 142.839 109 109.62 77 71.838 37 36.0109 
71 152 143.75 115 110.325 75 72.2931 38 36.2358 
72 150 144.643 108 111.015 75 72.7391 38 36.4562 
73 154 145.518 119 111.691 74 73.1762 37 36.6722 
74 155 146.376 117 112.354 71 73.6045 36 36.8839 
75 156 147.216 117 113.004 78 74.0243 36 37.0914 
76 158 148.04 118 113.64 79 74.4356 36 37.2947 
77 154 148.847 116 114.264 76 74.8388 39 37.494 
78 155 149.638 119 114.875 75 75.2339 39 37.6892 
79 156 150.413 117 115.475 77 75.621 39 37.8806 
80 158 151.173 121 116.062 77 76.0005 38 38.0681 
81 161 151.918 120 116.637 81 76.3723 39 38.2519 
82 160 152.647 122 117.201 76 76.7367 39 38.432 
83 159 153.362 120 117.754 78 77.0938 39 38.6085 
84 162 154.063 120 118.295 76 77.4438 39 38.7815 
85 162 154.75 126 118.826 77 77.7868 37 38.951 
86 167 155.423 118 119.346 79 78.1229 37 39.1171 
87 164 156.082 122 119.856 79 78.4523 39 39.2799 
88 163 156.729 124 120.355 80 78.7751 38 39.4394 
89 165 157.362 122 120.845 80 79.0914 39 39.5958 
90 164 157.983 127 121.325 78 79.4014 39 39.749 
91 170 158.591 125 121.795 80 79.7053 40 39.8992 
92 169 159.188 126 122.256 82 80.003 39 40.0463 
93 168 159.772 125 122.707 82 80.2948 40 40.1905 
94 172 160.344 121 123.15 82 80.5808 38 40.3319 
95 163 160.905 126 123.583 74 80.861 39 40.4704 
96 172 161.455 126 124.008 80 81.1356 39 40.6061 
97 168 161.994 126 124.425 82 81.4048 38 40.7391 
98 174 162.522 128 124.833 84 81.6685 38 40.8695 
99 171 163.04 129 125.233 82 81.927 40 40.9972 
100 171 163.547 126 125.625 75 82.1803 41 41.1224 
101 168 164.044 128 126.009 84 82.4285 41 41.2451 
102 174 164.531 129 126.385 81 82.6718 40 41.3653 
103 169 165.009 129 126.754 85 82.9102 39 41.4832 
104 175 165.476 132 127.116 83 83.1439 42 41.5987 
105 170 165.935 130 127.47 80 83.3729 39 41.7118 
106 177 166.384 130 127.818 83 83.5973 42 41.8227 
107 173 166.825 133 128.158 81 83.8172 39 41.9314 
108 175 167.256 126 128.491 85 84.0327 40 42.0379 
109 176 167.679 134 128.818 83 84.2439 39 42.1423 
110 176 168.093 134 129.138 82 84.4508 40 42.2446 
111 178 168.499 131 129.452 81 84.6537 41 42.3448 
112 179 168.898 136 129.76 80 84.8524 40 42.4431 
113 174 169.288 129 130.061 83 85.0472 41 42.5394 
114 179 169.67 133 130.357 84 85.2381 39 42.6337 
115 176 170.044 136 130.646 82 85.4252 40 42.7262 
116 181 170.412 132 130.93 80 85.6086 40 42.8168 
117 177 170.771 134 131.208 80 85.7883 41 42.9056 
118 179 171.124 137 131.481 85 85.9643 40 42.9926 
119 177 171.469 131 131.748 87 86.1369 39 43.0779 
120 179 171.808 134 132.009 83 86.306 39 43.1615 
121 182 172.14 136 132.266 82 86.4717 41 43.2434 
122 180 172.465 133 132.517 80 86.6342 42 43.3237 
123 181 172.784 135 132.763 86 86.7933 42 43.4024 
124 177 173.096 137 133.005 83 86.9493 41 43.4794 
125 180 173.402 132 133.241 84 87.1022 41 43.555 
126 178 173.702 135 133.473 83 87.252 40 43.629 
127 181 173.996 135 133.7 81 87.3988 41 43.7016 
128 182 174.284 134 133.923 85 87.5427 42 43.7727 
129 181 174.566 138 134.141 83 87.6837 39 43.8424 
130 183 174.843 138 134.355 84 87.8218 40 43.9107 
131 182 175.114 135 134.565 84 87.9573 40 43.9776 
132 184 175.38 138 134.77 83 88.09 43 44.0432 
133 181 175.64 135 134.971 83 88.22 42 44.1075 
134 184 175.896 137 135.168 84 88.3475 40 44.1705 
135 181 176.146 141 135.362 86 88.4724 38 44.2322 
136 183 176.391 137 135.551 81 88.5948 41 44.2927 
137 184 176.631 140 135.737 83 88.7147 41 44.352 
138 185 176.866 137 135.919 84 88.8323 41 44.4101 
139 186 177.097 136 136.097 86 88.9475 39 44.467 
140 182 177.323 138 136.272 84 89.0604 38 44.5228 
141 185 177.545 138 136.443 83 89.171 40 44.5775 
142 187 177.762 138 136.611 84 89.2795 41 44.6311 
143 188 177.974 142 136.775 83 89.3857 44 44.6836 
144 184 178.183 140 136.936 84 89.4898 42 44.7351 
145 185 178.387 136 137.094 83 89.5919 40 44.7855 
146 182 178.588 138 137.249 81 89.6919 39 44.8349 
147 182 178.784 139 137.401 84 89.7899 40 44.8834 
148 184 178.976 137 137.549 82 89.886 42 44.9309 
149 183 179.165 143 137.695 84 89.9801 43 44.9774 
150 186 179.349 146 137.838 83 90.0724 40 45.023 
151 188 179.53 138 137.978 83 90.1628 38 45.0677 
152 189 179.708 138 138.115 84 90.2514 42 45.1114 
153 186 179.882 139 138.249 83 90.3382 42 45.1543 
154 187 180.052 136 138.381 85 90.4233 41 45.1964 
155 184 180.219 141 138.51 83 90.5066 40 45.2376 
156 185 180.383 143 138.636 84 90.5884 38 45.278 
157 187 180.543 142 138.76 82 90.6684 41 45.3176 
158 188 180.7 139 138.882 82 90.7469 40 45.3564 
159 191 180.854 143 139.001 83 90.8238 40 45.3944 
160 189 181.005 140 139.117 86 90.8992 40 45.4316 
161 187 181.153 139 139.232 82 90.9731 38 45.4681 
162 183 181.298 146 139.344 84 91.0455 39 45.5039 
163 187 181.44 145 139.453 82 91.1164 41 45.539 
164 187 181.579 141 139.561 87 91.1859 41 45.5733 
165 188 181.715 142 139.666 84 91.2541 41 45.607 
166 188 181.849 140 139.77 84 91.3208 40 45.64 
167 187 181.98 140 139.871 83 91.3863 40 45.6724 
168 187 182.109 145 139.97 84 91.4504 38 45.704 
169 184 182.234 145 140.067 84 91.5132 40 45.7351 
170 185 182.358 142 140.163 86 91.5748 42 45.7655 
171 186 182.479 146 140.256 82 91.6352 39 45.7954 
172 189 182.597 143 140.348 86 91.6943 38 45.8246 
173 189 182.713 140 140.437 83 91.7523 41 45.8533 
174 192 182.827 145 140.525 86 91.8091 40 45.8813 
175 189 182.938 144 140.611 86 91.8648 42 45.9088 
176 186 183.047 140 140.696 87 91.9193 40 45.9358 
177 186 183.155 146 140.779 85 91.9728 38 45.9622 
178 185 183.259 145 140.86 85 92.0252 40 45.9881 
179 189 183.362 139 140.939 84 92.0765 40 46.0135 
180 191 183.463 143 141.017 86 92.1268 42 46.0384 
181 195 183.562 145 141.093 83 92.1761 39 46.0627 
182 191 183.659 140 141.168 86 92.2245 38 46.0866 
183 188 183.753 143 141.241 84 92.2718 37 46.11 
184 186 183.846 146 141.313 89 92.3182 41 46.133 
185 188 183.937 141 141.384 84 92.3637 42 46.1555 
186 187 184.027 143 141.453 85 92.4083 41 46.1775 
187 188 184.114 145 141.52 87 92.452 40 46.1991 
188 188 184.2 143 141.586 87 92.4948 40 46.2202 
189 190 184.284 145 141.651 86 92.5368 39 46.241 
190 192 184.366 143 141.715 86 92.5779 41 46.2613 
191 187 184.447 146 141.777 86 92.6182 38 46.2812 
192 188 184.526 146 141.838 88 92.6576 39 46.3007 
193 187 184.603 143 141.898 85 92.6963 39 46.3198 
194 189 184.679 145 141.957 87 92.7343 39 46.3386 
195 190 184.754 144 142.014 84 92.7714 43 46.357 
196 191 184.827 142 142.071 86 92.8079 42 46.375 
197 189 184.898 148 142.126 86 92.8435 42 46.3926 
198 188 184.968 147 142.18 84 92.8785 40 46.4099 
199 188 185.037 145 142.233 89 92.9128 38 46.4268 
200 190 185.104 148 142.285 86 92.9464 40 46.4434 
201 190 185.17 144 142.336 87 92.9793 39 46.4597 
202 192 185.235 140 142.386 87 93.0116 41 46.4757 
203 191 185.298 145 142.435 87 93.0432 40 46.4913 
204 187 185.36 148 142.483 88 93.0742 39 46.5066 
