0       11
1       21
2       32
3       42
4       49
5       54
6       59
7       64
8       72
9       73
10      77
11      79
12      79
13      86
14      86
15      87
16      89
17      87
18      93
19      93
20      91
21      93
22      93
23      99
24      96
25      94
26      94
27      100
28      98
29      98
30      97
31      102
32      101
33      98
34      98
35      99
36      102
37      101
38      99
39      101
40      105
41      103
42      100
43      98
44      99
45      103
46      103
47      102
48      99
49      102
50      103
51      101
52      100
53      102
54      102
55      100
56      105
57      105
58      102
59      100
60      100
61      105
62      102
63      99
64      98
65      107
66      105
67      99
68      98
69      105
70      103
71      101
72      98
73      106
74      104
75      101
76      98
77      104
78      104
79      103
80      100
81      99
82      103
83      104
84      102
85      102
86      103
87      103
88      101
89      103
90      103
91      101
92      100
93      108
94      105
95      102
96      100
97      97
98      105
99 	102
100	101
101	101
102	105
103	103
104	101
105	99
106	105
107	103
108	101
109	99
110	105
111	104
112	101
113	99
114	103
115	104
116	102
117	100
118	105
119	104
120	102
121	100
122	100
123	103
124	104
125	103
126	100
127	103
128	104
129	101
130	101
131	104
132	102
133	99
134	106
135	105
136	102
137	100
138	98
139	104
140	102
141	99
142	106
143	105
144	101
145	99
146	103
147	104
148	101
149	98
150	106
151	104
152	102
153	99
154	100
155	106
156	104
157	100
158	98
159	105
160	104
161	102
162	100
163	103
164	103
165	103
166	101
167	104
168	103
169	101
170	100
171	105
172	103
173	100
174	100
175	107
176	104
177	101
178	100
179	101
180	104
181	101
182	99
183	106
184	104
185	100
186	99
187	107
188	104
189	101
190	98
191	100
192	104
193	102
194	100
195	105
196	106
197	104
198	101
199	99
200	98
201	105
202	103
203	102
204	102
205	101
206	101
207	103
208	106
209	103
210	101
211	99
212	106
213	104
214	102
215	97
216	105
217	103
218	101
219	98
220	107
221	104
222	102
223	97
224	104
225	105
226	101
227	98
228	105
229	103
230	100
231	98
232	106
233	103
234	101
235	100
236	105
237	105
238	104
239	101
240	99
241	100
242	105
243	104
244	102
245	100
246	103
247	102
248	102
249	103
250	101
251	99
252	106
253	104
254	102
255	99
256	102
257	105
258	102
259	100
260	101
261	106
262	102
263	99
264	97
265	107
266	104
267	100
268	98
269	105
270	106
271	101
272	99
273	101
274	106
275	104
276	99
277	99
278	105
279	102
280	101
281	102
282	104
283	101
284	100
285	104
286	103
287	101
288	101
289	106
290	104
291	102
292	99
293	98
294	105
295	103
296	100
297	102
298	106
299	102
300	100
301	98
302	106
303	103
304	100
305	101
306	106
307	103
308	100
309	98
310	105
311	104
312	101
313	99
314	104
315	104
316	102
317	99
318	101
319	105
320	103
321	102
322	100
323	104
324	102
325	101
326	102
327	104
328	102
329	100
330	104
331	102
332	101
333	100
334	105
335	103
336	100
337	100
338	106
339	104
340	101
341	98
342	103
343	105
344	101
345	98
346	106
347	103
348	101
349	99
350	104
351	105
352	102
353	101
354	99
355	105
356	103
357	101
358	100
359	104
360	103
361	101
362	100
363	106
364	104
365	102
366	100
367	102
368	102
369	102
370	100
371	105
372	103
373	101
374	100
375	105
376	103
377	101
378	99
379	106
380	104
381	102
382	97
383	106
384	105
385	101
386	98
387	103
388	105
389	102
390	100
391	103
392	103
393	102
394	100
395	101
396	105
397	103
398	101
399	100
400	103
401	104
402	102
403	100
404	101
405	102
406	101
407	106
408	105
409	102
410	99
411	97
412	108
413	105
414	99
415	97
416	107
417	106
418	102
419	98
420	98
421	105
422	103
423	99
424	105
425	103
426	101
427	98
428	106
429	104
430	101
431	100
432	104
433	105
434	103
435	101
436	100
437	100
438	105
439	103
440	101
441	103
442	104
443	102
444	100
445	102
446	104
447	102
448	100
449	105
450	103
451	100
452	102
453	104
454	101
455	100
456	105
457	106
458	102
459	98
460	100
461	106
462	104
463	99
464	98
465	107
466	104
467	100
468	98
469	107
470	106
471	102
472	100
473	99
474	101
475	104
476	102
477	101
478	102
479	102
480	101
481	105
482	104
483	101
484	99
485	105
486	103
487	101
488	99
489	105
490	105
491	102
492	99
493	103
494	104
495	102
496	99
497	100
498	104
499	101
500	100
501	106
502	103
503	101
504	97
505	105
506	105
507	102
508	100
509	99
510	107
511	105
512	101
513	99
514	99
515	105
516	103
517	102
518	101
519	104
520	101
521	100
522	105
523	103
524	101
525	100
526	108
527	104
528	101
529	97
530	100
531	104
532	102
533	99
534	106
535	103
536	101
537	97
538	105
539	103
540	100
541	98
542	107
543	104
544	102
545	98
546	102
547	105
548	103
549	100
550	98
551	105
552	105
553	102
554	100
555	99
556	106
557	104
558	102
559	100
560	103
561	102
562	102
563	105
564	102
565	99
566	103
567	106
568	103
569	101
570	97
571	106
572	103
573	101
574	98
575	106
576	105
577	101
578	98
579	104
580	103
581	101
582	98
583	106
584	105
585	101
586	98
587	103
588	103
589	102
590	100
591	101
592	104
593	102
594	102
595	100
596	103
597	103
598	100
