0 11 0
1 21 13.2857
2 32 24.8426
3 42 34.8958
4 49 43.6408
5 54 51.248
6 59 57.8653
7 64 63.6215
8 72 68.6288
9 73 72.9845
10 77 76.7734
11 79 80.0694
12 79 82.9364
13 86 85.4304
14 86 87.5999
15 87 89.4871
16 89 91.1287
17 87 92.5567
18 93 93.7989
19 93 94.8795
20 91 95.8195
21 93 96.6371
22 93 97.3484
23 99 97.9671
24 96 98.5053
25 94 98.9735
26 94 99.3807
27 100 99.735
28 98 100.043
29 98 100.311
30 97 100.544
31 102 100.747
32 101 100.924
33 98 101.077
34 98 101.211
35 99 101.327
36 102 101.428
37 101 101.516
38 99 101.592
39 101 101.659
40 105 101.717
41 103 101.767
42 100 101.811
43 98 101.849
44 99 101.882
45 103 101.911
46 103 101.936
47 102 101.958
48 99 101.977
49 102 101.993
50 103 102.007
51 101 102.02
52 100 102.031
53 102 102.04
54 102 102.048
55 100 102.056
56 105 102.062
57 105 102.067
58 102 102.072
59 100 102.076
60 100 102.08
61 105 102.083
62 102 102.085
63 99 102.088
64 98 102.09
65 107 102.091
66 105 102.093
67 99 102.094
68 98 102.096
69 105 102.097
70 103 102.097
71 101 102.098
72 98 102.099
73 106 102.099
74 104 102.1
75 101 102.1
76 98 102.101
77 104 102.101
78 104 102.101
79 103 102.102
80 100 102.102
81 99 102.102
82 103 102.102
83 104 102.102
84 102 102.102
85 102 102.103
86 103 102.103
87 103 102.103
88 101 102.103
89 103 102.103
90 103 102.103
91 101 102.103
92 100 102.103
93 108 102.103
94 105 102.103
95 102 102.103
96 100 102.103
97 97 102.103
98 105 102.103
99 102 102.103
100 101 102.103
101 101 102.103
102 105 102.103
103 103 102.103
104 101 102.103
105 99 102.103
106 105 102.103
107 103 102.103
108 101 102.103
109 99 102.103
110 105 102.103
111 104 102.103
112 101 102.103
113 99 102.103
114 103 102.103
115 104 102.103
116 102 102.103
117 100 102.103
118 105 102.103
119 104 102.103
120 102 102.103
121 100 102.103
122 100 102.103
123 103 102.103
124 104 102.103
125 103 102.103
126 100 102.103
127 103 102.103
128 104 102.103
129 101 102.103
130 101 102.103
131 104 102.103
132 102 102.103
